Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2001-09-11,0.74,14.82,,,271.52,0.36,274.04,1064.92,2.04
,LE07,2001-09-27,0.93,18.58,,,17.84,0.24,20.48,1318.6,1.92
,LE07,2001-10-13,2.57,51.46,,,511.2,0.16,513.92,825.24,1.84
,LE07,2001-10-29,0.79,15.76,,,14.92,0.24,17.56,1321.52,1.92
,LT05,2003-09-25,0.93,18.58,,,522.72,0.56,525.04,813.72,2.24
,LT05,2005-08-29,2.29,45.78,,,632.84,0.36,635.36,703.6,2.04
,LC08,2013-07-18,0.79,15.76,,,22.88,0.52,25.24,1313.56,2.2
,LC08,2013-10-06,-3.0,-60.0,,,-0.08,0.0,2.8,1336.52,1.68
,LC08,2014-02-11,0.79,15.76,,,16.48,0.28,19.08,1319.96,1.96
,LC08,2014-09-07,1.84,36.76,,,25.08,0.12,27.84,1311.36,1.8
,LC08,2014-09-23,0.74,14.82,,,14.12,0.4,16.6,1322.32,2.08
,LC08,2014-10-25,-0.51,-10.12,,,5.92,0.52,8.28,1330.52,2.2
,LC08,2015-04-03,0.48,9.64,,,11.68,0.08,14.48,1324.56,1.76
,LC08,2015-10-12,0.48,9.64,,,12.68,0.12,15.44,1323.76,1.8
,LC08,2016-03-04,1.74,34.86,,,19.64,0.04,22.48,1316.8,1.72
,LC08,2016-08-27,0.76,15.3,,,22.6,0.28,25.2,1313.84,1.96
,LC08,2016-09-12,0.74,14.82,,,23.12,0.32,25.68,1313.24,2.0
,LC08,2016-12-17,-0.46,-9.18,,,6.6,0.08,9.4,1329.84,1.76
,LC08,2017-10-01,0.76,15.3,,,17.12,0.28,19.72,1319.32,1.96
,S2,2018-12-17,1.98,39.6,,,590.52,0.04,593.36,745.92,1.72
,S2,2019-01-01,2.81,56.2,,,240.24,0.08,243.04,1096.2,1.76
,S2,2019-01-26,0.95,19.06,,,597.12,0.2,599.8,739.32,1.88
,S2,2019-01-31,2.05,41.02,,,444.2,0.0,447.08,892.24,1.68
,S2,2019-02-15,0.74,14.82,,,17.16,0.04,20.0,1319.28,1.72
,S2,2019-03-02,0.86,17.18,,,27.68,0.0,30.56,1308.76,1.68
,S2,2019-03-04,0.79,15.76,,,14.92,0.04,17.76,1321.52,1.72
,S2,2019-04-11,0.41,8.24,,,18.36,0.32,20.92,1318.08,2.0
,S2,2019-05-16,1.88,37.7,,,25.36,0.16,28.08,1311.08,1.84
,S2,2019-08-04,-3.0,-60.0,,,-2.44,0.0,0.44,1338.88,1.68
,S2,2019-08-29,0.81,16.24,,,35.16,0.0,38.04,1301.28,1.68
,S2,2019-08-31,-0.51,-10.12,,,8.28,0.12,11.04,1328.16,1.8
,S2,2019-09-13,0.32,6.36,,,13.4,0.0,16.28,1323.04,1.68
,S2,2019-09-15,-0.48,-9.64,,,6.52,0.16,9.24,1329.92,1.84
,S2,2019-09-28,0.93,18.58,,,28.16,0.36,30.68,1308.28,2.04
,S2,2019-10-08,0.69,13.88,,,20.72,0.08,23.52,1315.72,1.76
,S2,2019-10-20,-0.51,-10.12,,,1.56,0.12,4.32,1334.88,1.8
,S2,2019-10-25,1.7,33.92,,,36.12,0.36,38.64,1300.32,2.04
,S2,2019-11-12,2.38,47.66,,,555.8,0.12,558.56,780.64,1.8
,S2,2019-11-22,0.98,19.52,,,641.12,0.08,643.92,695.32,1.76
,S2,2020-01-11,0.98,19.52,,,29.92,0.04,32.76,1306.52,1.72
,S2,2020-03-26,-0.32,-6.36,,,10.72,0.32,13.28,1325.72,2.0
,S2,2020-04-15,-0.58,-11.52,,,10.2,0.24,12.84,1326.24,1.92
,S2,2020-08-30,2.19,43.88,,,29.84,0.24,32.48,1306.6,1.92
,S2,2020-09-04,0.15,3.06,,,6.44,0.08,9.24,1330.0,1.76
,S2,2020-09-22,-0.41,-8.24,,,2.04,0.04,4.88,1334.4,1.72
,S2,2020-09-27,0.91,18.12,,,21.56,0.04,24.4,1314.88,1.72
,S2,2020-10-04,0.74,14.82,,,16.32,0.04,19.16,1320.12,1.72
,S2,2020-11-11,0.98,19.52,,,23.52,0.08,26.32,1312.92,1.76
,S2,2020-11-13,2.05,41.02,,,39.2,0.08,42.0,1297.24,1.76
,S2,2021-01-20,0.65,12.94,,,15.24,0.04,18.08,1321.2,1.72
,S2,2021-01-22,0.76,15.3,,,16.6,-0.04,19.52,1319.84,1.64
,S2,2021-01-27,0.91,18.12,,,17.64,0.0,20.52,1318.8,1.68
,S2,2021-02-19,0.69,13.88,,,21.24,0.04,24.08,1315.2,1.72
,S2,2021-02-21,0.93,18.58,,,19.12,0.0,22.0,1317.32,1.68
,LC08,2021-04-03,0.13,2.58,,,9.32,0.36,11.84,1327.08,2.04
,S2,2021-04-15,-0.32,-6.36,,,6.28,0.2,8.96,1330.16,1.88
,S2,2021-04-25,2.24,44.82,,,36.04,0.12,38.8,1300.4,1.8
,S2,2021-05-05,1.93,38.66,,,25.04,0.12,27.8,1311.4,1.8
,S2,2021-08-18,0.72,14.36,,,22.32,0.04,25.16,1314.12,1.72
,LC08,2021-08-25,-0.55,-11.06,,,2.8,0.28,5.4,1333.64,1.96
,LC08,2021-09-10,-3.0,-60.0,,,-2.28,0.0,0.6,1338.64,1.68
,S2,2021-09-12,0.62,12.48,,,214.64,0.04,217.48,1121.8,1.72
,S2,2021-09-19,1.81,36.28,,,20.24,0.12,23.0,1316.2,1.8
,S2,2021-09-24,-0.34,-6.82,,,5.52,0.24,8.16,1330.92,1.92
,S2,2021-12-18,0.98,19.52,,,18.44,0.04,21.28,1318.0,1.72
,S2,2021-12-31,2.95,59.06,,,402.8,0.28,405.4,933.64,1.96
,S2,2022-01-07,-3.0,-60.0,,,-2.64,-0.08,0.32,1339.08,1.6
,LC08,2022-03-05,-0.55,-11.06,,,0.6,0.08,3.4,1335.84,1.76
