Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,S2,2019-03-03,0.69,13.82,-0.3,-6.08,7.32,-22.4,116.16,1376.64,1055.16
,S2,2019-04-02,0.69,13.82,-0.19,-3.86,7.08,-19.04,112.56,1376.88,1058.52
,S2,2019-08-20,-0.68,-13.56,0.49,9.82,-4.12,14.28,68.04,1388.08,1091.84
,S2,2020-02-01,0.38,7.52,-0.28,-5.54,0.36,-205.4,292.2,1383.6,872.16
,S2,2020-03-17,0.68,13.56,-0.26,-5.3,7.12,-165.48,259.04,1376.84,912.08
,LC08,2020-03-27,0.23,4.52,-0.38,-7.68,2.56,-424.64,513.64,1381.32,652.92
,S2,2020-04-01,0.86,17.18,-0.28,-5.7,10.68,-139.96,237.08,1373.28,937.6
,S2,2020-08-04,-0.55,-11.0,0.34,6.78,-2.16,8.68,75.6,1386.12,1086.24
,S2,2020-11-27,-0.53,-10.62,-0.28,-5.66,-3.76,-83.64,166.32,1387.72,993.92
,S2,2021-02-25,0.07,1.36,-0.17,-3.48,6.6,-49.4,142.44,1377.36,1028.16
,S2,2021-03-22,0.31,6.24,-0.1,-2.0,4.84,-16.16,107.44,1379.12,1061.4
,S2,2021-04-16,-0.62,-12.42,0.32,6.36,-6.56,5.56,74.32,1390.52,1083.12
,LC08,2021-07-04,0.6,11.9,-0.08,-1.58,24.52,-416.68,527.64,1359.44,660.88
,S2,2021-08-14,-0.36,-7.14,0.51,10.16,-0.28,13.4,72.76,1384.24,1090.96
,S2,2022-01-21,-0.79,-15.76,-0.61,-12.22,-7.32,-592.64,671.76,1391.28,484.92
,LC08,2023-02-16,-0.0,-0.06,-0.09,-1.88,2.56,-102.84,191.84,1381.4,974.72
,S2,2023-09-18,-0.55,-11.0,0.7,14.06,-6.92,27.96,51.56,1390.88,1105.52
,S2,2023-10-03,-0.42,-8.3,0.78,15.52,-1.72,31.84,52.88,1385.68,1109.4
,LC09,2024-06-02,0.78,15.5,0.25,5.04,12.36,-290.72,389.52,1371.52,786.84
,S2,2024-09-27,0.86,17.18,0.23,4.64,17.16,-74.32,177.92,1366.8,1003.24
,S2,2025-02-09,0.54,10.74,0.04,0.8,5.92,-36.04,128.4,1378.04,1041.52
