,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2003-10-07,0.0,0.0,0.0
1,2004-11-19,44.06,-44.83,0.77
2,2013-05-11,-42.79,43.42,-0.64
3,2013-06-28,7.43,-7.4,-0.03
4,2013-09-16,6.89,-6.84,-0.05
5,2014-04-21,-15.9,15.9,-0.0
6,2014-05-30,2.1,-2.21,0.11
7,2014-07-01,-1.38,1.43,-0.06
8,2014-07-17,-0.43,0.42,0.0
9,2014-08-02,-0.29,0.3,-0.01
10,2014-08-18,-0.12,0.18,-0.06
11,2014-09-03,1.7,-1.79,0.08
12,2014-09-19,-1.69,1.72,-0.03
13,2015-04-15,16.85,-16.84,-0.01
14,2015-05-01,-16.35,16.33,0.02
15,2015-06-27,2.96,-2.98,0.01
16,2015-07-04,-2.08,2.06,0.02
17,2015-08-21,-1.57,1.58,-0.01
18,2016-03-09,2.27,-2.29,0.03
19,2016-03-16,-2.39,2.42,-0.02
20,2016-05-12,-0.11,0.18,-0.07
21,2016-07-15,7.93,-7.97,0.04
22,2016-09-08,3.81,-3.83,0.02
23,2017-04-20,-11.4,11.4,0.0
24,2017-05-06,0.46,-0.4,-0.06
25,2017-07-09,1.85,-1.65,-0.2
26,2017-09-27,-2.01,1.75,0.26
27,2018-03-06,0.68,-0.72,0.04
28,2018-04-16,0.26,-0.24,-0.03
29,2018-05-09,-1.17,1.18,-0.01
30,2018-06-03,35.03,-34.92,-0.11
31,2018-07-21,-35.15,35.07,0.08
32,2018-07-28,2.08,-1.85,-0.23
33,2018-09-07,-1.44,1.19,0.25
34,2018-12-23,31.74,-31.8,0.06
35,2019-02-03,-30.95,31.01,-0.07
36,2019-03-03,0.19,-0.26,0.07
37,2019-03-05,0.17,-0.16,-0.01
38,2019-03-10,0.19,-0.2,0.01
39,2019-04-07,0.65,-0.65,0.0
40,2019-05-05,-0.97,1.0,-0.03
41,2019-05-12,-1.59,1.67,-0.07
42,2019-05-28,0.03,-0.08,0.05
43,2019-06-22,0.47,-0.49,0.01
44,2019-07-15,0.66,-0.64,-0.02
45,2019-09-14,0.77,-0.81,0.04
46,2019-10-03,-1.54,1.57,-0.03
47,2019-10-19,-0.15,0.15,0.0
