,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-01-05,0.0,0.0,0.0
1,2002-09-05,-0.52,0.1,0.43
2,2004-02-16,0.29,-0.05,-0.23
3,2004-10-20,47.69,-48.04,0.34
4,2006-02-12,-47.68,47.9,-0.22
5,2006-03-09,-0.07,0.07,0.0
6,2006-08-23,45.7,-45.86,0.16
7,2013-06-16,-46.55,46.39,0.15
8,2013-07-25,-0.23,0.19,0.04
9,2016-01-23,1.03,-0.74,-0.29
10,2017-03-30,-0.41,0.39,0.02
11,2017-04-08,0.63,-0.62,-0.01
12,2017-04-15,-0.72,0.71,0.01
13,2017-05-01,-0.36,0.19,0.17
14,2017-06-27,-0.0,0.01,-0.0
15,2017-08-05,0.86,-0.92,0.06
16,2017-09-06,-0.33,0.31,0.02
17,2018-03-10,-0.02,0.3,-0.29
18,2018-08-24,-0.01,-0.27,0.28
19,2018-09-09,8.7,-8.7,0.0
20,2018-12-27,31.06,-30.81,-0.25
21,2018-12-29,5.48,-5.44,-0.04
22,2019-01-16,-38.94,38.91,0.03
23,2019-01-26,37.0,-37.01,0.01
24,2019-01-31,-2.53,2.58,-0.05
25,2019-02-02,-39.95,39.95,0.0
26,2019-02-16,-0.13,0.04,0.09
27,2019-02-17,0.73,-0.66,-0.08
28,2019-03-04,-1.02,1.02,-0.01
29,2019-04-01,-0.02,0.01,0.01
30,2019-04-18,0.83,-0.84,0.01
31,2019-04-26,-1.32,1.28,0.05
32,2019-05-26,0.82,-1.07,0.25
33,2019-05-31,6.27,-6.26,-0.01
34,2019-06-08,-1.49,1.47,0.02
35,2019-06-15,-4.99,5.02,-0.03
36,2019-07-10,-0.9,0.87,0.02
37,2019-08-06,26.81,-26.79,-0.02
38,2019-08-19,-26.63,26.61,0.02
39,2019-08-27,0.68,-0.63,-0.05
40,2019-08-31,-0.38,0.36,0.01
41,2019-09-18,-0.49,0.47,0.02
42,2019-10-03,-0.13,0.13,0.0
43,2019-10-08,0.59,-0.55,-0.04
44,2019-10-30,-0.37,0.35,0.02
45,2019-11-04,0.28,-0.02,-0.26
46,2020-01-03,40.89,-40.89,0.0
47,2020-01-11,-40.41,40.44,-0.03
48,2020-02-02,42.92,-42.91,-0.01
49,2020-02-27,-43.4,43.39,0.0
50,2020-04-10,0.0,-0.0,0.0
51,2020-04-25,0.05,-0.05,0.0
52,2020-04-27,32.35,-32.35,0.0
53,2020-04-30,-32.13,32.13,0.0
54,2020-05-07,0.68,-0.68,-0.0
55,2020-07-28,23.78,-24.08,0.29
