,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-09-20,0.0,0.0,15.0,-9.34
1,1999-11-14,-1.78,-3.8,13.22,-13.14
2,2000-01-10,-24.28,-6.46,-9.28,-15.8
3,2000-01-17,-5.72,-7.62,9.28,-16.96
4,2000-02-27,3.92,-5.7,18.92,-15.04
5,2000-03-21,-6.08,-3.8,8.92,-13.14
6,2000-05-01,-25.0,-50.66,-10.0,-60.0
7,2000-05-17,-25.0,-4.18,-10.0,-13.52
8,2000-10-15,-24.28,-3.04,-9.28,-12.38
9,2000-11-09,-24.28,-9.52,-9.28,-18.86
10,2001-01-12,-24.28,-4.18,-9.28,-13.52
11,2001-02-04,-5.72,-50.66,9.28,-60.0
12,2001-02-20,-25.0,-50.66,-10.0,-60.0
13,2001-04-02,3.92,-50.66,18.92,-60.0
14,2001-10-11,2.14,-3.04,17.14,-12.38
15,2002-03-04,0.72,-47.16,15.72,-56.5
16,2002-03-11,-24.28,-46.38,-9.28,-55.72
17,2002-03-27,-25.0,-6.46,-10.0,-15.8
18,2002-08-27,-2.14,-6.46,12.86,-15.8
19,2002-09-12,2.14,-5.32,17.14,-14.66
20,2003-02-19,-24.28,-50.66,-9.28,-60.0
21,2003-03-07,-3.92,-50.66,11.08,-60.0
22,2003-03-14,-3.92,-50.66,11.08,-60.0
23,2003-03-23,3.92,-50.66,18.92,-60.0
24,2003-10-16,-0.36,-3.04,14.64,-12.38
25,2003-11-17,-1.42,-50.66,13.58,-60.0
26,2003-12-03,-5.72,-50.66,9.28,-60.0
27,2004-04-09,1.08,-5.32,16.08,-14.66
28,2004-04-18,-7.86,4.96,7.14,-4.38
29,2004-04-25,-1.42,-6.08,13.58,-15.42
30,2004-09-16,-24.28,-6.46,-9.28,-15.8
31,2004-09-25,-24.28,-5.7,-9.28,-15.04
32,2005-01-06,-5.72,-47.94,9.28,-57.28
33,2005-03-11,-24.28,-7.24,-9.28,-16.58
34,2005-04-05,-25.0,-3.04,-10.0,-12.38
35,2005-04-12,-6.42,-3.04,8.58,-12.38
36,2005-10-30,-24.28,-5.7,-9.28,-15.04
37,2006-01-25,-13.58,-7.62,1.42,-16.96
38,2006-02-26,-25.36,-2.28,-10.36,-11.62
39,2006-12-11,-0.36,-6.46,14.64,-15.8
40,2007-09-09,-24.28,-3.04,-9.28,-12.38
41,2008-02-25,-2.5,-2.28,12.5,-11.62
42,2009-01-10,-25.0,-47.94,-10.0,-57.28
43,2009-01-26,-24.28,-47.56,-9.28,-56.9
44,2010-10-03,-5.72,-50.66,9.28,-60.0
45,2010-10-12,-3.92,4.96,11.08,-4.38
46,2011-09-04,4.28,-3.8,19.28,-13.14
47,2011-09-13,-24.28,-2.28,-9.28,-11.62
48,2013-04-11,-5.0,19.82,10.0,10.48
49,2013-04-18,14.34,19.44,29.34,10.1
50,2013-08-01,4.28,5.72,19.28,-3.62
51,2013-11-12,3.92,19.44,18.92,10.1
52,2013-11-28,3.92,-3.04,18.92,-12.38
53,2014-02-25,2.14,19.82,17.14,10.48
54,2014-03-20,0.36,19.82,15.36,10.48
55,2014-06-17,3.92,5.34,18.92,-4.0
56,2014-08-27,0.72,5.34,15.72,-4.0
57,2014-09-28,2.5,19.44,17.5,10.1
58,2014-10-07,-24.28,19.82,-9.28,10.48
59,2014-10-14,3.92,-0.38,18.92,-9.72
60,2014-10-30,4.28,-2.28,19.28,-11.62
61,2015-01-18,-24.28,-6.86,-9.28,-16.2
62,2015-03-07,-24.28,20.58,-9.28,11.24
63,2015-04-01,-0.36,19.44,14.64,10.1
64,2015-06-27,-1.46,19.44,13.54,10.1
65,2015-09-24,3.22,19.44,18.22,10.1
66,2015-11-18,2.42,-9.52,17.42,-18.86
67,2015-11-27,-24.28,-8.76,-9.28,-18.1
68,2015-12-20,3.92,-4.18,18.92,-13.52
69,2016-01-05,0.72,-5.7,15.72,-15.04
70,2016-01-30,3.92,19.44,18.92,10.1
71,2016-04-10,-0.36,19.44,14.64,10.1
72,2016-04-19,0.36,19.44,15.36,10.1
73,2016-04-26,2.5,-2.66,17.5,-12.0
74,2016-09-10,8.68,19.44,23.68,10.1
75,2016-10-12,0.0,19.44,15.0,10.1
76,2016-10-19,-4.28,19.44,10.72,10.1
77,2016-11-20,3.92,19.44,18.92,10.1
78,2017-01-07,2.86,-5.32,17.86,-14.66
79,2017-02-08,-3.58,19.82,11.42,10.48
80,2017-04-06,1.42,-1.9,16.42,-11.24
81,2017-04-29,-1.78,19.44,13.22,10.1
82,2017-06-09,-2.86,19.44,12.14,10.1
83,2017-09-13,6.0,19.44,21.0,10.1
84,2017-10-22,-7.5,20.58,7.5,11.24
85,2018-02-04,2.5,-50.66,17.5,-60.0
86,2018-02-20,-24.28,-50.66,-9.28,-60.0
87,2018-03-08,4.28,-50.66,19.28,-60.0
88,2018-03-31,-6.42,-8.38,8.58,-17.72
89,2018-04-25,3.22,-33.96,18.22,-43.3
90,2018-05-18,30.42,-49.5,45.42,-58.84
91,2018-07-21,3.92,-50.66,18.92,-60.0
92,2018-08-31,-0.36,19.44,14.64,10.1
93,2018-09-07,1.42,19.44,16.42,10.1
94,2018-09-23,-3.58,19.44,11.42,10.1
95,2018-10-18,4.28,19.44,19.28,10.1
96,2018-11-10,-3.22,19.44,11.78,10.1
97,2018-11-19,1.42,-6.46,16.42,-15.8
98,2019-01-04,-24.28,-47.56,-9.28,-56.9
99,2019-01-14,-1.16,-50.66,13.84,-60.0
100,2019-02-03,-5.0,-50.66,10.0,-60.0
101,2019-03-02,1.08,-50.66,16.08,-60.0
102,2019-03-18,-4.28,-3.04,10.72,-12.38
103,2019-03-20,-24.28,28.58,-9.28,19.24
104,2019-03-30,0.82,3.82,15.82,-5.52
105,2019-04-19,-6.08,-7.24,8.92,-16.58
106,2019-05-14,2.86,19.44,17.86,10.1
107,2019-05-30,0.36,19.44,15.36,10.1
108,2019-07-24,3.02,19.44,18.02,10.1
109,2019-08-25,3.92,19.44,18.92,10.1
110,2019-09-01,-5.72,20.96,9.28,11.62
111,2019-09-10,-2.86,19.44,12.14,10.1
112,2019-09-11,1.42,20.96,16.42,11.62
113,2019-09-16,-24.28,20.96,-9.28,11.62
114,2019-09-19,2.86,19.44,17.86,10.1
115,2019-09-26,-5.0,19.44,10.0,10.1
116,2019-10-01,-11.78,22.48,3.22,13.14
117,2019-10-05,3.92,19.44,18.92,10.1
118,2019-10-11,-5.72,22.1,9.28,12.76
119,2019-10-21,1.82,22.48,16.82,13.14
120,2019-11-22,2.14,-5.7,17.14,-15.04
121,2019-11-29,-6.78,-5.7,8.22,-15.04
122,2019-12-08,-5.0,-5.7,10.0,-15.04
123,2019-12-10,-2.86,-5.32,12.14,-14.66
124,2019-12-25,-24.28,-4.94,-9.28,-14.28
125,2019-12-31,0.72,-9.14,15.72,-18.48
126,2020-01-09,-7.5,-2.28,7.5,-11.62
127,2020-01-16,4.28,-5.7,19.28,-15.04
128,2020-02-01,3.92,-5.7,18.92,-15.04
129,2020-02-13,0.36,-50.66,15.36,-60.0
130,2020-03-04,-0.86,-50.66,14.14,-60.0
131,2020-03-19,-1.42,-7.62,13.58,-16.96
132,2020-03-24,-24.28,28.58,-9.28,19.24
133,2020-03-29,2.5,-4.56,17.5,-13.9
134,2020-04-08,-6.78,28.2,8.22,18.86
135,2020-04-21,-1.08,19.44,13.92,10.1
136,2020-05-07,-6.78,-2.66,8.22,-12.0
137,2020-06-01,4.28,19.44,19.28,10.1
138,2020-09-20,-24.28,19.44,-9.28,10.1
139,2020-09-21,0.0,19.44,15.0,10.1
140,2020-09-30,-5.0,27.82,10.0,18.48
141,2020-10-15,-2.5,27.82,12.5,18.48
142,2020-11-14,-24.64,28.2,-9.64,18.86
143,2020-12-14,-5.36,28.2,9.64,18.86
144,2021-01-03,-2.86,-6.86,12.14,-16.2
145,2021-02-17,1.22,28.2,16.22,18.86
146,2021-03-04,0.72,-5.32,15.72,-14.66
147,2021-03-07,2.86,-4.56,17.86,-13.9
148,2021-03-16,-0.72,19.44,14.28,10.1
149,2021-04-03,-1.16,28.2,13.84,18.86
150,2021-04-13,-24.64,27.82,-9.64,18.48
151,2021-04-24,-3.58,19.44,11.42,10.1
152,2021-04-28,-6.78,28.2,8.22,18.86
153,2021-08-14,2.72,-5.32,17.72,-14.66
154,2021-08-31,1.82,20.96,16.82,11.62
155,2021-09-25,-24.28,28.2,-9.28,18.86
156,2021-09-30,3.32,27.82,18.32,18.48
157,2021-10-01,4.28,-3.04,19.28,-12.38
158,2021-10-10,-1.42,-3.04,13.58,-12.38
159,2021-10-15,1.34,28.2,16.34,18.86
160,2021-10-17,-24.28,19.82,-9.28,10.48
161,2021-10-30,1.34,22.48,16.34,13.14
162,2021-11-14,0.0,-6.46,15.0,-15.8
163,2021-11-18,-5.72,-4.18,9.28,-13.52
164,2021-12-20,-24.28,-3.42,-9.28,-12.76
165,2022-01-13,-4.28,-50.66,10.72,-60.0
166,2022-01-14,-5.0,-32.4,10.0,-41.74
167,2022-01-21,-0.72,-50.66,14.28,-60.0
168,2022-01-22,0.0,-50.66,15.0,-60.0
169,2022-01-28,1.6,-50.66,16.6,-60.0
170,2022-01-29,-1.08,-32.8,13.92,-42.14
171,2022-02-07,-1.74,28.2,13.26,18.86
172,2022-02-15,-3.22,19.82,11.78,10.48
173,2022-02-23,3.92,-0.76,18.92,-10.1
174,2022-03-14,-0.36,2.3,14.64,-7.04
175,2022-03-27,2.5,-5.7,17.5,-15.04
176,2022-08-31,-1.08,20.58,13.92,11.24
177,2022-09-03,3.92,19.44,18.92,10.1
178,2022-10-05,0.04,21.34,15.04,12.0
179,2022-10-13,-1.08,19.44,13.92,10.1
180,2022-10-15,-1.24,21.34,13.76,12.0
181,2022-11-09,-7.86,27.82,7.14,18.48
182,2022-11-14,-0.2,19.44,14.8,10.1
183,2022-12-04,-1.78,19.44,13.22,10.1
184,2022-12-23,-24.28,19.82,-9.28,10.48
185,2022-12-24,-25.0,-2.66,-10.0,-12.0
186,2023-01-17,3.22,-4.18,18.22,-13.52
187,2023-01-18,3.22,-8.0,18.22,-17.34
188,2023-02-07,-24.28,20.2,-9.28,10.86
189,2023-02-10,2.14,-6.08,17.14,-15.42
190,2023-02-18,-5.72,19.82,9.28,10.48
191,2023-02-27,0.64,-3.42,15.64,-12.76
192,2023-03-05,-7.5,19.82,7.5,10.48
193,2023-03-06,-5.36,19.82,9.64,10.48
194,2023-03-13,1.78,-4.56,16.78,-13.9
195,2023-04-22,-2.5,19.44,12.5,10.1
196,2023-05-16,0.72,19.44,15.72,10.1
197,2023-07-03,-3.22,19.44,11.78,10.1
198,2023-08-28,1.42,-3.04,16.42,-12.38
199,2023-09-06,4.28,-3.8,19.28,-13.14
200,2023-10-15,-24.28,27.82,-9.28,18.48
201,2023-11-24,-1.08,-5.32,13.92,-14.66
202,2023-11-25,-4.28,-2.66,10.72,-12.0
203,2023-12-10,-4.64,-5.32,10.36,-14.66
204,2024-01-08,-7.5,-7.24,7.5,-16.58
205,2024-01-20,1.08,-8.38,16.08,-17.72
206,2024-01-28,-24.28,-2.28,-9.28,-11.62
207,2024-02-21,-4.64,-49.5,10.36,-58.84
208,2024-02-22,-9.64,-50.66,5.36,-60.0
209,2024-02-27,-7.5,-50.66,7.5,-60.0
210,2024-03-15,3.22,-8.38,18.22,-17.72
211,2024-03-16,3.92,-8.38,18.92,-17.72
212,2024-03-28,-4.64,-50.66,10.36,-60.0
