Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-26,-4.0,-80.0,0.17,3.42,-13.24,-0.04,0.04,822.88,28.12
,LE07,2000-07-27,-4.0,-80.0,0.1,1.96,-13.24,-0.72,0.72,822.88,27.44
,LE07,2000-08-12,-4.0,-80.0,0.05,0.98,-13.24,-0.96,0.96,822.88,27.2
,LE07,2001-03-08,-0.2,-3.92,-0.32,-6.34,322.88,-1.28,337.4,486.76,26.88
,LE07,2001-04-09,-4.0,-80.0,-0.42,-8.3,-13.24,-3.0,3.0,822.88,25.16
,LE07,2001-08-15,-4.0,-80.0,0.24,4.88,-13.24,0.0,0.0,822.88,28.16
,LE07,2001-10-02,-0.79,-15.84,0.15,2.92,-10.0,-0.24,3.48,819.64,27.92
,LE07,2002-03-11,-0.77,-15.46,0.07,1.46,-10.12,1.16,1.96,819.76,29.32
,LE07,2002-04-12,-0.07,-1.38,-0.1,-1.96,0.16,0.68,12.72,809.48,28.84
,LE07,2002-05-14,-0.08,-1.66,0.15,2.92,-0.68,1.48,11.08,810.32,29.64
,LE07,2002-05-30,-4.0,-80.0,0.17,3.42,-13.24,-0.04,0.04,822.88,28.12
,LE07,2002-11-22,0.51,10.26,0.05,0.98,154.92,1.28,166.88,654.72,29.44
,LT05,2003-08-13,-0.51,-10.16,-0.63,-12.68,-5.72,-3.24,10.76,815.36,24.92
,LT05,2003-09-14,-0.8,-16.02,-0.27,-5.36,-10.08,-1.6,4.76,819.72,26.56
,LT05,2004-08-15,-4.0,-80.0,-0.1,-1.96,-13.24,-0.72,0.72,822.88,27.44
,LT05,2005-02-23,-0.67,-13.38,-0.76,-15.12,-8.8,-13.12,17.56,818.44,15.04
,LT05,2005-03-11,-0.3,-5.92,-0.76,-15.12,-2.72,-11.72,22.24,812.36,16.44
,LT05,2005-04-12,-4.0,-80.0,-0.76,-15.12,-13.24,-13.12,13.12,822.88,15.04
,LT05,2006-10-08,-0.47,-9.4,-0.39,-7.8,-5.48,-1.56,9.32,815.12,26.6
,LT05,2009-01-17,-4.0,-80.0,-0.22,-4.4,239.6,-0.96,253.8,570.04,27.2
,LT05,2011-02-08,-0.49,-9.78,0.1,1.96,-5.72,0.0,7.52,815.36,28.16
,LT05,2011-03-28,-4.0,-80.0,0.15,2.92,-13.24,-0.04,0.04,822.88,28.12
,LC08,2013-07-23,0.62,12.44,0.29,5.86,8.28,1.96,19.56,801.36,30.12
,LC08,2013-10-11,0.12,2.5,0.24,4.88,1.72,1.8,13.16,807.92,29.96
,LC08,2013-10-27,0.23,4.68,0.24,4.88,2.8,1.72,14.32,806.76,29.88
,LC08,2014-03-20,0.58,11.68,0.17,3.42,8.56,1.6,20.2,801.08,29.76
,LC08,2014-05-23,-0.25,-4.96,0.39,7.8,-2.4,1.8,9.04,812.04,29.96
,LC08,2014-08-11,0.71,14.14,4.0,80.0,10.44,5.56,18.12,799.2,33.72
,LC08,2015-03-07,-0.56,-11.2,-0.07,-1.46,-6.8,0.88,5.56,816.44,29.04
,LC08,2015-06-11,0.41,8.18,4.0,80.0,5.76,4.96,14.04,803.88,33.12
,LC08,2015-07-29,0.48,9.6,4.0,80.0,7.16,5.16,15.24,802.48,33.32
,LC08,2015-10-17,-0.17,-3.36,0.24,4.88,-1.56,1.72,9.96,811.2,29.88
,LC08,2016-04-26,0.32,6.38,0.29,5.86,3.76,1.8,15.2,805.88,29.96
