,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2005-01-13,0.0,0.0,-14.31,-3.78
1,2005-04-03,5.51,0.16,-8.8,-3.62
2,2006-07-27,19.83,2.46,5.52,-1.32
3,2007-02-04,12.83,4.04,-1.48,0.26
4,2013-08-31,14.59,-0.18,0.28,-3.96
5,2014-02-07,16.5,1.92,2.19,-1.86
6,2014-04-12,29.38,1.76,15.07,-2.02
7,2014-11-06,33.8,14.44,19.49,10.66
8,2015-02-26,12.83,2.46,-1.48,-1.32
9,2018-02-02,16.0,14.08,1.69,10.3
10,2018-06-10,8.21,12.5,-6.1,8.72
11,2018-12-28,-0.96,4.4,-15.27,0.62
12,2019-02-11,11.53,10.38,-2.78,6.6
13,2019-11-03,5.28,13.92,-9.03,10.14
14,2019-12-28,15.61,13.74,1.3,9.96
15,2020-01-17,6.6,12.86,-7.71,9.08
16,2020-01-22,35.24,13.56,20.93,9.78
17,2020-01-27,14.31,14.08,0.0,10.3
18,2020-03-07,46.47,6.34,32.16,2.56
19,2020-05-14,15.25,12.5,0.94,8.72
20,2020-10-03,24.74,13.56,10.43,9.78
21,2021-01-31,14.17,13.74,-0.14,9.96
22,2021-10-24,16.59,13.74,2.28,9.96
23,2022-01-11,12.8,12.32,-1.51,8.54
24,2022-01-16,25.81,13.04,11.5,9.26
25,2022-02-15,34.14,11.1,19.83,7.32
26,2022-02-25,20.7,11.1,6.39,7.32
27,2022-05-01,38.26,13.04,23.95,9.26
28,2022-09-17,17.32,14.08,3.01,10.3
29,2023-02-20,36.43,13.04,22.12,9.26
30,2023-06-10,13.26,12.16,-1.05,8.38
31,2023-10-03,1.67,12.32,-12.64,8.54
32,2023-11-12,22.64,13.38,8.33,9.6
33,2023-12-01,2.1,14.08,-12.21,10.3
34,2023-12-07,11.59,13.56,-2.72,9.78
35,2024-05-17,0.4,13.38,-13.91,9.6
36,2024-12-16,26.83,14.62,12.52,10.84
37,2025-01-15,20.8,13.92,6.49,10.14
38,2025-02-04,6.47,6.34,-7.84,2.56
