Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-29,-0.32,-6.42,3.0,60.0,-0.68,25.32,3.6,1008.0,70.4
,LE07,2000-02-04,0.29,5.72,0.67,13.44,0.64,16.04,14.2,1006.68,61.12
,LE07,2000-09-15,-0.14,-2.86,3.0,60.0,-0.2,23.76,5.64,1007.52,68.84
,LE07,2000-11-02,0.14,2.86,3.0,60.0,0.92,25.76,4.76,1006.4,70.84
,LE07,2000-12-04,0.39,7.86,0.7,13.96,1.56,19.48,11.68,1005.76,64.56
,LE07,2001-01-05,0.57,11.42,0.64,12.82,1.64,13.84,17.4,1005.68,58.92
,LE07,2001-09-18,0.11,2.14,3.0,60.0,0.12,24.32,5.4,1007.2,69.4
,LE07,2001-10-20,-0.39,-7.86,3.0,60.0,-4.0,20.88,4.72,1011.32,65.96
,LE07,2002-02-09,0.39,7.86,0.85,16.98,1.24,22.84,8.0,1006.08,67.92
,LE07,2002-02-25,0.61,12.14,0.8,16.02,1.64,18.68,12.56,1005.68,63.76
,LE07,2002-04-14,0.36,7.14,3.0,60.0,0.96,25.6,4.96,1006.36,70.68
,LE07,2002-10-23,-0.54,-10.72,3.0,60.0,-3.92,22.04,3.64,1011.24,67.12
,LE07,2002-11-24,-0.46,-9.28,3.0,60.0,-1.04,24.96,3.6,1008.36,70.04
,LE07,2002-12-26,-0.18,-3.58,0.86,17.14,0.08,23.8,5.88,1007.24,68.88
,LE07,2003-01-11,0.29,5.72,0.54,10.84,1.12,10.72,20.0,1006.2,55.8
,LE07,2003-04-01,0.14,2.86,3.0,60.0,0.08,25.48,4.2,1007.24,70.56
,LT05,2003-11-28,-0.89,-17.86,2.58,51.68,-9.28,15.8,4.52,1016.6,60.88
,LT05,2003-12-14,-0.57,-11.42,0.91,18.18,-3.4,16.04,10.16,1010.72,61.12
,LT05,2003-12-30,-0.21,-4.28,0.2,4.1,-2.64,5.48,21.48,1009.96,50.56
,LT05,2004-01-22,-0.68,-13.58,0.89,17.84,-4.84,15.16,9.6,1012.16,60.24
,LT05,2004-05-22,0.32,6.42,-0.03,-0.64,427.36,-9.32,466.28,579.96,35.76
,LT05,2004-10-20,-0.5,-10.0,0.93,18.62,-0.88,18.48,10.24,1008.2,63.56
,LT05,2004-12-07,0.43,8.58,0.9,18.02,2.0,18.32,13.28,1005.32,63.4
,LT05,2005-03-29,-0.79,-15.72,3.0,60.0,-6.24,20.68,2.68,1013.56,65.76
,LT05,2005-04-30,-0.29,-5.72,2.54,50.9,-0.6,21.64,7.36,1007.92,66.72
,LT05,2005-07-28,0.11,2.14,0.98,19.56,0.92,22.0,8.52,1006.4,67.08
,LT05,2005-08-29,0.07,1.42,2.54,50.9,0.6,20.76,9.44,1006.72,65.84
,LT05,2005-11-08,-0.68,-13.58,0.9,18.02,-4.04,15.76,9.8,1011.36,60.84
,LT05,2005-11-24,-0.43,-8.58,0.68,13.6,-0.92,13.28,15.4,1008.24,58.36
,LT05,2006-01-27,0.32,6.42,0.8,16.02,1.24,17.32,13.52,1006.08,62.4
,LT05,2006-02-28,-0.54,-10.72,0.88,17.66,-2.4,17.92,9.28,1009.72,63.0
