Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2001-04-09,-0.12,-2.42,-0.6,-12.08,30.0,-25.08,88.36,947.84,109.92
,LE07,2001-10-02,-0.33,-6.6,-0.78,-15.6,13.72,-33.48,80.48,964.12,101.52
,LE07,2002-04-12,-0.18,-3.64,-0.79,-15.82,11.24,-28.4,72.92,966.6,106.6
,LE07,2002-05-14,-0.12,-2.42,-0.78,-15.6,12.88,-30.2,76.36,964.96,104.8
,LE07,2002-10-05,-0.16,-3.28,-0.81,-16.26,312.2,-28.4,373.88,665.64,106.6
,LT05,2003-09-14,-0.54,-10.7,-0.67,-13.4,10.76,-34.88,78.92,967.08,100.12
,LT05,2005-03-11,-0.21,-4.28,-0.64,-12.74,17.56,-21.64,72.48,960.28,113.36
,LT05,2005-04-12,-0.64,-12.72,-0.56,-11.2,9.12,-25.32,67.72,968.72,109.68
,LT05,2006-08-05,0.56,11.14,-0.85,-16.92,432.32,-75.68,541.28,545.52,59.32
,LT05,2011-02-08,0.05,1.04,-0.84,-16.7,0.76,-28.08,62.12,977.08,106.92
,LT05,2011-03-28,-0.46,-9.26,-0.85,-16.92,-2.4,-30.76,61.64,980.24,104.24
,LC08,2015-01-02,0.42,8.32,-0.58,-11.64,33.08,-9.24,75.6,944.76,125.76
,LC08,2016-04-26,0.27,5.36,-0.25,-5.06,10.0,-1.0,44.28,967.84,134.0
,LC08,2018-03-31,0.24,4.86,-0.55,-10.98,11.72,-4.08,49.08,966.12,130.92
,LC08,2018-04-16,0.06,1.12,-0.57,-11.42,9.48,-4.44,47.2,968.32,130.56
,S2,2018-12-23,0.52,10.42,-0.47,-9.46,11.72,-12.08,57.08,966.12,122.92
,S2,2018-12-28,-0.08,-1.62,-0.46,-9.24,0.36,-10.92,44.56,977.48,124.08
,S2,2019-01-02,0.27,5.36,-0.21,-4.18,11.96,-9.32,54.56,965.88,125.68
,S2,2019-01-27,-0.03,-0.54,-0.5,-9.9,15.88,-4.52,53.68,961.96,130.48
,S2,2019-02-01,0.08,1.7,-0.54,-10.76,13.08,-6.6,52.96,964.76,128.4
,S2,2019-02-03,0.07,1.34,-0.38,-7.7,10.32,-2.84,46.44,967.52,132.16
,LC08,2019-02-14,-0.09,-1.76,-0.52,-10.32,0.48,-4.48,38.24,977.36,130.52
,S2,2019-03-08,0.48,9.54,-0.3,-5.94,18.8,-2.24,54.32,959.04,132.76
,S2,2019-04-02,0.51,10.2,-0.04,-0.88,13.16,-0.72,47.16,964.68,134.28
,LC08,2019-09-10,-0.19,-3.86,-0.43,-8.58,-1.68,-4.2,35.8,979.52,130.8
,S2,2019-09-14,0.14,2.7,-0.48,-9.68,9.32,-6.24,48.84,968.52,128.76
,LC08,2019-11-13,0.4,8.1,-0.41,-8.14,13.0,-8.72,55.0,964.8,126.28
,S2,2019-11-15,0.56,11.14,0.13,2.64,14.48,-6.4,54.16,963.36,128.6
,S2,2019-11-23,-0.47,-9.4,-0.54,-10.76,0.12,-10.08,43.48,977.72,124.92
,S2,2019-12-08,0.2,4.08,-0.5,-9.9,2.48,-7.56,43.32,975.36,127.44
,S2,2020-03-04,-0.17,-3.42,-0.36,-7.26,-0.8,-6.48,38.96,978.64,128.52
,S2,2020-09-15,-0.06,-1.12,-0.59,-11.86,26.28,-9.08,68.64,951.56,125.92
,S2,2020-10-08,-0.16,-3.2,-0.5,-10.1,5.16,-8.6,47.04,972.68,126.4
,S2,2020-10-13,-0.07,-1.4,-0.42,-8.36,6.32,-15.52,55.12,971.52,119.48
,S2,2020-10-30,0.27,5.44,-0.09,-1.76,22.84,-13.76,69.88,955.0,121.24
,S2,2020-12-02,-0.16,-3.28,-0.5,-10.1,4.76,-7.52,45.56,973.08,127.48
,S2,2020-12-09,0.03,0.54,-0.38,-7.7,9.6,-11.0,53.88,968.24,124.0
,S2,2020-12-14,0.2,4.0,-0.14,-2.86,7.92,-10.64,51.84,969.92,124.36
,S2,2021-01-11,-0.14,-2.7,-0.44,-8.8,2.72,-7.32,43.32,975.12,127.68
,S2,2021-01-21,-0.51,-10.2,-0.43,-8.58,-4.44,-7.4,36.24,982.28,127.6
,S2,2021-03-12,-0.0,-0.1,-0.01,-0.22,11.12,-3.92,48.32,966.72,131.08
,S2,2021-04-16,-0.09,-1.76,0.09,1.76,17.64,-3.48,54.4,960.2,131.52
,S2,2021-09-23,0.12,2.34,-0.46,-9.24,14.68,-7.28,55.24,963.16,127.72
,S2,2021-11-04,0.14,2.7,-0.2,-3.96,16.68,-8.8,58.76,961.16,126.2
,S2,2021-11-17,-0.22,-4.36,-0.36,-7.26,13.28,-5.56,52.12,964.56,129.44
,S2,2021-12-17,-0.06,-1.26,-0.09,-1.76,3.48,-4.32,41.08,974.36,130.68
,S2,2022-01-06,-0.07,-1.34,-0.26,-5.28,8.48,-5.04,46.8,969.36,129.96
,S2,2022-01-11,-0.4,-7.9,-0.32,-6.38,-2.76,-5.04,35.56,980.6,129.96
,S2,2022-01-13,-0.03,-0.68,-0.24,-4.84,8.64,-4.56,46.48,969.2,130.44
,S2,2022-02-07,-0.26,-5.22,-0.32,-6.38,1.4,-5.08,39.76,976.44,129.92
,LC09,2022-05-05,-0.08,-1.54,-0.63,-12.52,10.8,-6.96,51.04,967.04,128.04
,LC09,2022-08-25,-0.0,-0.1,-0.58,-11.64,3.32,-10.48,47.08,974.44,124.52
,LC09,2022-09-10,0.14,2.84,-0.69,-13.84,8.32,-7.56,49.16,969.48,127.44
,S2,2022-09-30,-0.51,-10.2,-0.55,-10.98,-4.92,-7.72,36.08,982.76,127.28
,S2,2022-11-04,-0.41,-8.26,-0.54,-10.76,-3.24,-7.48,37.52,981.08,127.52
,S2,2022-11-22,-0.48,-9.54,-0.38,-7.7,-8.12,-5.6,30.76,985.96,129.4
,S2,2022-12-02,-0.48,-9.7,-0.46,-9.24,-9.28,-7.28,31.28,987.12,127.72
,S2,2022-12-27,-0.63,-12.58,-0.6,-12.08,-3.52,-7.72,37.48,981.36,127.28
,S2,2023-01-08,-0.16,-3.14,-0.29,-5.72,10.2,-5.08,48.56,967.64,129.92
,S2,2023-01-21,-0.12,-2.48,-0.45,-9.02,5.96,-5.84,45.08,971.88,129.16
,S2,2023-02-20,-0.01,-0.18,-0.48,-9.68,11.92,-5.68,50.88,965.92,129.32
,LC08,2023-03-13,-0.42,-8.32,-0.5,-10.1,-0.24,-6.52,39.56,978.04,128.48
,S2,2023-03-17,-0.69,-13.8,-0.43,-8.58,-5.72,-5.12,32.68,983.56,129.88
,S2,2023-09-18,-0.29,-5.88,-0.5,-9.9,2.44,-7.08,42.8,975.4,127.92
,S2,2023-09-25,-0.71,-14.24,-0.5,-9.9,-9.16,-7.2,31.32,987.0,127.8
,S2,2023-09-28,-0.56,-11.28,-0.43,-8.58,-7.68,-6.96,32.56,985.52,128.04
,S2,2023-10-15,-0.4,-7.9,-0.5,-10.1,11.04,-7.16,51.48,966.8,127.84
,S2,2023-10-25,-0.8,-15.96,-0.5,-10.1,-1.64,-7.0,38.64,979.48,128.0
,S2,2023-10-28,-0.59,-11.86,-0.5,-10.1,-7.08,-7.04,33.24,984.92,127.96
,S2,2023-11-17,-0.42,-8.46,-0.19,-3.74,-3.16,-4.32,34.44,981.0,130.68
,S2,2023-11-24,-0.65,-13.08,-0.48,-9.68,-8.72,-6.76,31.32,986.56,128.24
,S2,2023-12-09,-0.8,-15.96,-0.64,-12.74,-0.08,-7.64,40.84,977.92,127.36
,S2,2023-12-17,-0.8,-16.1,-0.6,-12.08,-10.6,-7.56,30.24,988.44,127.44
,S2,2024-01-06,-0.55,-10.92,-0.54,-10.76,10.52,-6.72,50.52,967.32,128.28
,S2,2024-01-26,-0.65,-13.0,-0.53,-10.54,0.56,-5.8,39.64,977.28,129.2
,S2,2024-01-28,-0.78,-15.6,-0.56,-11.2,-6.56,-7.16,33.88,984.4,127.84
,S2,2024-02-15,-0.76,-15.24,-0.45,-9.02,-9.04,-5.4,29.64,986.88,129.6
,S2,2024-02-17,-0.55,-10.92,-0.45,-9.02,9.16,-5.4,47.84,968.68,129.6
,S2,2024-02-20,-0.75,-14.96,-0.54,-10.76,-9.72,-7.24,30.8,987.56,127.76
,S2,2024-02-22,-0.28,-5.66,-0.47,-9.46,23.6,-5.48,62.36,954.24,129.52
,S2,2024-03-06,-0.79,-15.82,-0.5,-9.9,-7.24,-5.52,31.56,985.08,129.48
,LC08,2024-03-15,-0.7,-14.1,-0.56,-11.2,-2.68,-7.4,38.0,980.52,127.6
