Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LT05,2007-02-13,,,-3.0,-60.0,567.84,-14.32,586.96,759.2,24.2
,LC08,2014-02-23,,,-3.0,-60.0,0.12,-2.72,7.64,1326.92,35.8
,LC08,2014-05-30,,,-0.46,-9.1,-0.76,-0.28,4.32,1327.68,38.24
,LC08,2014-09-03,,,3.0,60.0,435.56,-7.16,447.52,891.48,31.36
,LC08,2015-10-24,,,-3.0,-60.0,13.28,-2.28,20.36,1313.76,36.24
,LC08,2016-01-12,,,-3.0,-60.0,-1.0,-2.0,5.8,1328.04,36.52
,LC08,2017-03-03,,,-3.0,-60.0,0.08,-2.08,6.96,1326.96,36.44
,LC08,2018-04-07,,,-3.0,-60.0,0.12,-2.08,7.0,1326.92,36.44
,LC08,2018-07-12,,,-3.0,-60.0,0.12,-2.56,7.48,1326.92,35.96
,S2,2019-01-22,,,-3.0,-60.0,0.12,-1.84,6.76,1326.92,36.68
,S2,2019-02-26,,,-3.0,-60.0,353.64,-2.0,360.44,973.4,36.52
,S2,2019-03-03,,,-3.0,-60.0,138.64,-1.96,145.4,1188.4,36.56
,S2,2019-03-18,,,-3.0,-60.0,15.4,-1.88,22.08,1311.64,36.64
,S2,2019-03-23,,,-3.0,-60.0,0.08,-1.68,6.56,1326.96,36.84
,S2,2019-04-02,,,-3.0,-60.0,113.84,-2.32,120.96,1213.2,36.2
,S2,2019-05-22,,,-3.0,-60.0,440.88,-1.84,447.52,886.16,36.68
,S2,2019-06-26,,,-3.0,-60.0,16.96,-1.84,23.6,1310.08,36.68
,S2,2019-07-21,,,-3.0,-60.0,3.92,-1.84,10.56,1323.12,36.68
,S2,2019-08-20,,,-3.0,-60.0,0.12,-1.84,6.76,1326.92,36.68
,S2,2019-09-19,,,-3.0,-60.0,3.32,-1.92,10.04,1323.72,36.6
,S2,2019-11-03,,,-3.0,-60.0,3.8,-2.0,10.6,1323.24,36.52
,LC08,2019-11-04,,,-3.0,-60.0,3.28,-2.36,10.44,1323.76,36.16
,S2,2019-12-18,,,-3.0,-60.0,0.12,-2.0,6.92,1326.92,36.52
,LC08,2019-12-22,,,-3.0,-60.0,0.12,-2.4,7.32,1326.92,36.12
,S2,2019-12-28,,,-3.0,-60.0,310.28,-1.88,316.96,1016.76,36.64
,S2,2020-02-01,,,-3.0,-60.0,628.4,-2.04,635.24,698.64,36.48
,LC08,2020-02-08,,,-3.0,-60.0,0.12,-2.4,7.32,1326.92,36.12
,LC08,2020-02-24,,,-3.0,-60.0,0.12,-2.2,7.12,1326.92,36.32
,LC08,2020-03-11,,,-0.21,-4.24,-0.64,-0.4,4.56,1327.6,38.12
,LC08,2020-03-27,,,-3.0,-60.0,0.08,-2.16,7.04,1326.96,36.36
,S2,2020-04-01,,,-3.0,-60.0,0.12,-2.04,6.96,1326.92,36.48
,S2,2020-04-06,,,-3.0,-60.0,0.12,-2.08,7.0,1326.92,36.44
,S2,2020-04-21,,,-3.0,-60.0,10.24,-2.04,17.08,1316.8,36.48
,S2,2020-05-21,,,-3.0,-60.0,3.28,-1.96,10.04,1323.76,36.56
,S2,2020-07-10,,,-3.0,-60.0,12.12,-1.88,18.8,1314.92,36.64
,S2,2020-08-29,,,-3.0,-60.0,40.96,-1.96,47.72,1286.08,36.56
,S2,2020-09-03,,,-3.0,-60.0,0.12,-1.96,6.88,1326.92,36.56
,LC08,2020-09-19,,,-0.09,-1.82,-0.76,0.68,3.36,1327.8,39.2
,S2,2020-10-03,,,-3.0,-60.0,3.88,-1.92,10.6,1323.16,36.6
,S2,2020-12-17,,,-3.0,-60.0,-1.76,-2.0,5.04,1328.8,36.52
,LC08,2021-01-09,,,-3.0,-60.0,13.72,-2.32,20.84,1313.24,36.2
,LC08,2021-01-25,,,-3.0,-60.0,3.52,-2.16,10.48,1323.52,36.36
,S2,2021-03-12,,,-3.0,-60.0,12.0,-1.96,18.76,1315.04,36.56
,LC08,2021-03-14,,,-3.0,-60.0,-0.44,-2.0,6.36,1327.48,36.52
,S2,2021-03-22,,,-3.0,-60.0,0.12,-1.96,6.88,1326.92,36.56
,S2,2021-05-01,,,-3.0,-60.0,4.36,-1.88,11.04,1322.68,36.64
,S2,2021-05-16,,,-3.0,-60.0,4.24,-1.84,10.88,1322.8,36.68
,S2,2021-05-31,,,-3.0,-60.0,6.28,-1.76,12.84,1320.76,36.76
,S2,2021-06-30,,,-3.0,-60.0,6.84,-1.84,13.48,1320.2,36.68
,S2,2021-08-09,,,-3.0,-60.0,4.32,-1.76,10.88,1322.72,36.76
