Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-21,0.16,3.2,-0.08,-1.62,2.96,-3.52,33.96,763.88,62.08
,LE07,1999-09-22,0.91,18.26,-0.23,-4.56,25.56,-5.08,58.12,741.28,60.52
,LE07,2001-01-14,-0.34,-6.84,-0.13,-2.6,-1.16,-4.6,30.92,768.0,61.0
,LE07,2001-04-04,0.92,18.44,0.1,1.96,23.08,-2.96,53.52,743.76,62.64
,LE07,2001-04-20,0.77,15.32,0.02,0.32,8.2,-3.0,38.68,758.64,62.6
,LE07,2001-08-26,-0.05,-0.96,0.02,0.48,1.16,-2.96,31.6,765.68,62.64
,LE07,2001-09-27,0.9,17.92,-0.17,-3.42,24.0,-4.44,55.92,742.84,61.16
,LE07,2001-10-13,2.19,43.84,-0.03,-0.66,34.28,-3.04,64.8,732.56,62.56
,LE07,2001-10-29,0.88,17.58,-0.06,-1.14,13.48,-3.6,44.56,753.36,62.0
,LE07,2002-02-18,-0.2,-4.06,0.02,0.32,-0.12,-3.28,30.64,766.96,62.32
,LE07,2002-09-14,0.55,11.0,-0.06,-1.3,6.68,-3.52,37.68,760.16,62.08
,LE07,2002-11-01,0.77,15.32,-0.2,-4.06,17.04,-4.64,49.16,749.8,60.96
,LE07,2003-01-20,-0.78,-15.68,0.02,0.48,-6.6,-2.92,23.8,773.44,62.68
,LE07,2003-02-05,-0.62,-12.38,-0.02,-0.32,-4.76,-3.24,25.96,771.6,62.36
,LT05,2003-12-30,0.19,3.72,-0.14,-2.76,2.28,-4.32,34.08,764.56,61.28
,LT05,2004-12-16,-0.96,-19.14,-0.04,-0.82,-9.88,-3.44,21.04,776.72,62.16
,LT05,2005-07-28,0.17,3.38,-0.01,-0.16,2.36,-2.8,32.64,764.48,62.8
,LT05,2006-09-01,-0.21,-4.24,-0.12,-2.44,0.48,-3.0,30.96,766.36,62.6
,LT05,2006-09-17,0.51,10.12,-0.28,-5.52,7.88,-4.92,40.28,758.96,60.68
,LC08,2013-10-06,-0.63,-12.56,0.27,5.36,-3.88,1.24,22.36,770.72,66.84
,LC08,2014-01-10,0.94,18.78,0.11,2.28,19.16,-1.68,48.32,747.68,63.92
,LC08,2014-02-11,0.61,12.2,0.03,0.66,7.92,-2.08,37.48,758.92,63.52
,LC08,2014-03-15,0.0,0.08,0.2,4.06,1.36,-0.72,29.56,765.48,64.88
,LC08,2014-09-07,3.88,77.62,0.04,0.82,39.88,-2.52,69.88,726.96,63.08
,LC08,2014-09-23,0.32,6.32,0.16,3.26,3.56,-0.84,31.88,763.28,64.76
,LC08,2014-10-25,-0.43,-8.58,0.18,3.58,-1.4,-0.44,26.52,768.24,65.16
,LC08,2015-04-03,0.21,4.24,0.01,0.16,3.0,-2.92,33.4,763.84,62.68
,LC08,2015-04-19,-0.13,-2.68,0.2,4.06,0.8,-0.64,28.92,766.04,64.96
,LC08,2015-08-25,0.89,17.74,0.3,6.02,16.92,-0.04,44.44,749.92,65.56
,LC08,2015-10-12,0.09,1.82,0.01,0.16,2.44,-2.24,32.16,764.4,63.36
,LC08,2016-02-01,0.25,4.94,-0.09,-1.78,3.32,-3.44,34.24,763.52,62.16
,LC08,2016-03-04,0.9,18.1,0.11,2.28,16.24,-1.6,45.32,750.6,64.0
,LC08,2016-08-11,0.27,5.46,0.35,7.0,3.52,0.52,30.48,763.32,66.12
,LC08,2016-08-27,0.91,18.26,-0.09,-1.78,20.56,-2.72,50.76,746.28,62.88
,LC08,2016-09-12,0.95,18.96,-0.14,-2.76,23.08,-3.48,54.04,743.76,62.12
,LC08,2017-10-01,0.41,8.22,0.25,5.04,4.64,0.0,32.12,762.2,65.6
,LC08,2018-10-04,0.96,19.3,0.06,1.14,18.4,-1.72,47.6,748.44,63.88
,LC08,2018-10-20,0.96,19.3,-0.05,-0.98,23.72,-3.0,54.2,743.12,62.6
,S2,2018-12-29,0.52,10.3,0.07,1.46,4.68,-1.6,33.76,762.16,64.0
,S2,2019-01-03,0.96,19.14,-0.32,-6.5,12.36,-5.56,45.4,754.48,60.04
,S2,2019-03-04,1.16,23.2,-0.21,-4.22,16.92,-4.56,48.96,749.92,61.04
,S2,2019-03-09,-0.46,-9.1,-0.49,-9.76,-1.48,-6.4,32.4,768.32,59.2
,S2,2019-04-13,0.74,14.8,-0.1,-1.96,5.6,-3.6,36.68,761.24,62.0
,S2,2019-08-26,0.96,19.3,-0.46,-9.26,20.08,-5.96,53.52,746.76,59.64
,S2,2019-08-31,0.16,3.2,0.05,0.98,2.56,-1.72,31.76,764.28,63.88
,S2,2019-09-15,0.01,0.26,0.06,1.14,1.88,-1.68,31.04,764.96,63.92
,S2,2019-10-20,-0.48,-9.62,-0.27,-5.36,-1.24,-4.56,30.8,768.08,61.04
,S2,2019-10-25,4.18,83.5,0.15,2.92,53.48,-1.24,82.2,713.36,64.36
,S2,2019-10-30,-0.74,-14.8,-0.25,-5.04,-5.44,-4.64,26.68,772.28,60.96
,S2,2019-11-04,0.33,6.66,-0.2,-3.9,3.44,-4.16,35.08,763.4,61.44
,S2,2019-12-04,0.46,9.26,-0.11,-2.12,4.16,-3.64,35.28,762.68,61.96
,LC08,2019-12-26,-0.17,-3.38,0.19,3.74,0.16,-0.72,28.36,766.68,64.88
,S2,2019-12-29,-0.76,-15.16,-0.17,-3.42,-5.56,-3.0,24.92,772.4,62.6
,S2,2020-01-03,0.24,4.76,-0.11,-2.28,2.84,-2.76,33.08,764.0,62.84
,S2,2020-03-18,0.8,16.02,-0.11,-2.12,16.92,-2.76,47.16,749.92,62.84
,S2,2020-03-23,0.59,11.86,0.05,0.98,6.48,-2.16,36.12,760.36,63.44
,S2,2020-08-30,2.28,45.68,-0.11,-2.28,34.56,-2.88,64.92,732.28,62.72
,S2,2020-09-04,-0.46,-9.26,-0.04,-0.82,-1.44,-2.24,28.28,768.28,63.36
,S2,2020-09-09,-0.01,-0.26,-0.11,-2.28,1.64,-3.0,32.12,765.2,62.6
,S2,2020-09-29,0.92,18.44,-0.27,-5.36,12.92,-4.72,45.12,753.92,60.88
,S2,2020-10-04,-0.41,-8.22,-0.32,-6.5,-0.84,-5.08,31.72,767.68,60.52
,LC08,2020-11-10,0.71,14.28,0.33,6.66,7.92,1.64,33.76,758.92,67.24
,S2,2020-11-13,3.91,78.26,0.0,0.0,48.04,-1.88,77.4,718.8,63.72
,S2,2020-12-03,-0.53,-10.64,-0.19,-3.74,-1.88,-3.08,28.68,768.72,62.52
,S2,2020-12-08,0.34,6.84,-0.19,-3.74,3.6,-3.04,34.12,763.24,62.56
,S2,2020-12-13,1.97,39.48,-0.2,-4.06,37.2,-3.16,67.84,729.64,62.44
,S2,2021-01-12,0.84,16.88,-0.19,-3.74,7.8,-2.96,38.24,759.04,62.64
