,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-08-21,0.0,0.0,0.0
1,1999-09-22,2.81,-2.63,-0.18
2,2001-01-14,-3.16,3.11,0.06
3,2001-04-04,2.63,-2.82,0.19
4,2001-04-20,-1.73,1.73,-0.0
5,2001-08-26,-0.82,0.82,0.0
6,2001-09-27,2.83,-2.66,-0.17
7,2001-10-13,1.03,-1.2,0.16
8,2001-10-29,-2.35,2.42,-0.07
9,2002-02-18,-1.62,1.58,0.04
10,2002-09-14,0.82,-0.79,-0.03
11,2002-11-01,1.34,-1.2,-0.13
12,2003-01-20,-2.95,2.75,0.2
13,2003-02-05,0.25,-0.21,-0.04
14,2003-12-30,0.94,-0.82,-0.13
15,2004-12-16,-1.52,1.41,0.1
16,2005-07-28,1.35,-1.42,0.07
17,2006-09-01,-0.2,0.22,-0.02
18,2006-09-17,1.08,-0.86,-0.22
19,2013-10-06,-2.08,1.37,0.72
20,2014-01-10,3.02,-2.68,-0.34
21,2014-02-11,-1.26,1.31,-0.05
22,2014-03-15,-0.92,0.76,0.16
23,2014-09-07,4.69,-4.48,-0.21
24,2014-09-23,-4.42,4.22,0.2
25,2014-10-25,-0.62,0.58,0.05
26,2015-04-03,0.8,-0.51,-0.29
27,2015-04-19,-0.52,0.26,0.27
28,2015-08-25,1.8,-1.87,0.07
29,2015-10-12,-1.43,1.68,-0.26
30,2016-02-01,0.24,-0.1,-0.14
31,2016-03-04,1.29,-1.5,0.21
32,2016-08-11,-1.73,1.48,0.25
33,2016-08-27,2.36,-1.98,-0.38
34,2016-09-12,0.38,-0.29,-0.09
35,2017-10-01,-2.55,2.14,0.4
36,2018-10-04,1.8,-1.6,-0.2
37,2018-10-20,0.77,-0.62,-0.15
38,2018-12-29,-2.38,2.21,0.16
39,2019-01-03,1.35,-0.89,-0.46
40,2019-03-04,0.41,-0.53,0.12
41,2019-03-09,-1.93,2.14,-0.21
42,2019-04-13,0.5,-0.82,0.33
43,2019-08-26,1.96,-1.68,-0.27
44,2019-08-31,-2.53,2.04,0.49
45,2019-09-15,-0.08,0.08,0.0
46,2019-10-20,-0.03,0.36,-0.33
47,2019-10-25,5.98,-6.36,0.39
48,2019-10-30,-6.46,6.85,-0.4
49,2019-11-04,0.98,-1.03,0.06
50,2019-12-04,0.02,-0.08,0.06
51,2019-12-26,-0.8,0.47,0.34
52,2019-12-29,-0.4,0.67,-0.27
53,2020-01-03,0.95,-0.98,0.03
54,2020-03-18,1.64,-1.64,0.0
55,2020-03-23,-1.28,1.21,0.07
56,2020-08-30,3.35,-3.27,-0.08
57,2020-09-04,-4.26,4.19,0.07
58,2020-09-09,0.45,-0.36,-0.09
59,2020-09-29,1.51,-1.31,-0.2
60,2020-10-04,-1.56,1.6,-0.04
61,2020-11-10,0.24,-1.02,0.78
62,2020-11-13,5.07,-4.67,-0.41
63,2020-12-03,-5.67,5.81,-0.14
64,2020-12-08,0.63,-0.64,0.0
65,2020-12-13,3.92,-3.91,-0.01
66,2021-01-12,-3.44,3.42,0.02
67,2021-01-22,0.05,0.21,-0.26
68,2021-03-02,-2.02,1.19,0.83
69,2021-04-03,0.83,-0.77,-0.07
70,2021-04-17,1.23,-0.1,-1.13
71,2021-05-05,3.2,-3.47,0.27
72,2021-08-15,-4.0,3.92,0.08
73,2021-08-25,-1.09,0.44,0.65
74,2021-09-10,-1.02,1.07,-0.06
75,2021-09-19,4.07,-3.47,-0.6
76,2021-09-24,-2.57,2.35,0.22
77,2021-10-12,-0.53,0.07,0.46
78,2021-10-29,1.36,-0.74,-0.62
79,2021-11-18,0.87,-0.98,0.11
80,2021-12-18,-0.77,0.72,0.05
81,2022-01-07,-0.93,1.11,-0.17
82,2022-01-17,0.47,-0.46,-0.01
83,2022-02-16,0.26,-0.47,0.22
84,2022-04-07,-0.66,0.53,0.13
85,2022-05-16,0.03,-0.46,0.43
86,2022-08-04,-0.15,0.12,0.04
87,2022-08-20,0.53,-0.43,-0.1
88,2022-11-18,0.61,-0.23,-0.38
