,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2000-04-15,,0.0,,-8.14
1,2002-10-14,,-1.48,,-9.62
2,2002-10-30,,-1.48,,-9.62
3,2003-02-19,,-0.5,,-8.64
4,2004-04-02,,2.96,,-5.18
5,2004-05-04,,0.0,,-8.14
6,2004-05-20,,1.48,,-6.66
7,2005-04-05,,2.96,,-5.18
8,2015-12-13,,2.46,,-5.68
9,2016-10-12,,0.48,,-7.66
10,2019-01-04,,0.48,,-7.66
11,2019-01-09,,-0.5,,-8.64
12,2019-01-19,,-1.0,,-9.14
13,2019-01-26,,3.44,,-4.7
14,2019-02-03,,-3.46,,-11.6
15,2019-02-28,,2.96,,-5.18
16,2019-03-02,,0.98,,-7.16
17,2019-03-05,,0.98,,-7.16
18,2019-03-12,,3.44,,-4.7
19,2019-09-18,,1.96,,-6.18
20,2019-10-05,,7.4,,-0.74
21,2019-10-06,,4.44,,-3.7
22,2019-11-15,,1.48,,-6.66
23,2019-11-27,,0.98,,-7.16
24,2020-01-11,,1.48,,-6.66
25,2020-02-05,,0.0,,-8.14
26,2020-02-10,,0.98,,-7.16
27,2020-02-18,,0.98,,-7.16
28,2020-02-23,,1.48,,-6.66
29,2020-03-04,,0.48,,-7.66
30,2020-03-24,,0.48,,-7.66
31,2020-08-04,,6.42,,-1.72
32,2020-09-15,,0.98,,-7.16
33,2020-09-17,,0.48,,-7.66
34,2020-09-20,,-0.5,,-8.64
35,2020-09-25,,1.96,,-6.18
36,2020-09-30,,0.48,,-7.66
37,2020-10-30,,0.0,,-8.14
38,2020-11-11,,0.48,,-7.66
39,2020-11-14,,1.48,,-6.66
40,2020-12-14,,0.98,,-7.16
41,2021-01-03,,0.48,,-7.66
42,2021-01-18,,0.98,,-7.16
43,2021-02-07,,0.0,,-8.14
44,2021-03-04,,10.36,,2.22
45,2021-03-16,,0.48,,-7.66
46,2021-04-17,,10.36,,2.22
47,2021-04-28,,0.98,,-7.16
48,2021-05-03,,6.42,,-1.72
49,2021-09-27,,2.46,,-5.68
50,2021-10-30,,4.44,,-3.7
51,2021-11-14,,3.44,,-4.7
52,2021-12-19,,1.96,,-6.18
53,2021-12-21,,2.96,,-5.18
54,2021-12-29,,1.48,,-6.66
55,2021-12-31,,-0.5,,-8.64
56,2022-02-17,,0.0,,-8.14
57,2022-09-03,,7.9,,-0.24
58,2023-02-19,,0.98,,-7.16
59,2023-03-11,,1.96,,-6.18
60,2023-03-14,,1.96,,-6.18
61,2023-08-29,,7.4,,-0.74
62,2023-09-17,,0.98,,-7.16
63,2023-10-15,,2.96,,-5.18
64,2023-12-29,,2.96,,-5.18
65,2024-01-08,,-1.48,,-9.62
66,2024-01-10,,3.44,,-4.7
67,2024-01-20,,3.94,,-4.2
68,2024-02-04,,2.46,,-5.68
69,2024-02-22,,0.98,,-7.16
70,2024-03-03,,8.38,,0.24
71,2024-04-22,,3.94,,-4.2
72,2024-04-27,,3.44,,-4.7
73,2024-09-08,,5.92,,-2.22
74,2024-09-29,,1.48,,-6.66
75,2024-10-10,,7.4,,-0.74
76,2024-10-24,,1.96,,-6.18
77,2024-11-10,,-0.5,,-8.64
78,2024-11-30,,-0.5,,-8.64
