Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LC08,2013-09-23,-0.38,-7.5,,,-1.44,7.2,14.72,1368.0,7.2
,LC08,2014-10-28,-0.98,-19.5,,,-6.28,16.52,0.56,1372.84,16.52
,LC08,2015-07-11,-0.98,-19.5,,,452.64,16.44,459.56,913.92,16.44
,LC08,2015-12-18,-0.98,-19.5,,,-6.28,16.52,0.56,1372.84,16.52
,LC08,2016-05-10,-0.25,-5.0,,,3.6,17.04,9.92,1362.96,17.04
,LC08,2017-09-18,-0.98,-19.5,,,-6.32,16.44,0.6,1372.32,16.44
,LC08,2018-03-29,-0.98,-19.5,,,-6.36,16.44,0.56,1372.92,16.44
,LC08,2018-09-05,-0.98,-19.5,,,-6.36,16.44,0.56,1372.76,16.44
,LC08,2018-11-08,-0.98,-19.5,,,-6.4,16.48,0.48,1372.96,16.48
,S2,2019-03-16,0.71,14.24,,,542.24,0.68,564.92,824.32,0.68
,LC08,2019-09-08,-0.98,-19.5,,,-6.32,16.44,0.6,1372.68,16.44
,LC08,2020-01-14,0.57,11.5,,,8.0,11.96,19.4,1358.56,11.96
,S2,2020-01-27,0.29,5.76,,,339.52,0.64,362.24,1027.04,0.64
,S2,2020-08-19,-0.34,-6.76,,,102.12,16.8,108.68,1264.44,16.8
,LC08,2020-10-12,-0.98,-19.5,,,-6.36,16.44,0.56,1372.92,16.44
,S2,2020-11-22,-0.2,-4.0,,,-1.08,0.28,22.0,1367.64,0.28
,S2,2021-03-12,-3.89,-77.72,,,6.76,16.4,13.72,1359.8,16.4
,S2,2021-10-26,0.72,14.5,,,49.92,0.32,72.96,1316.64,0.32
,S2,2021-12-12,-0.38,-7.5,,,31.36,0.36,54.36,1335.2,0.36
,LC09,2022-05-03,0.24,4.76,,,0.96,21.72,2.6,1365.6,21.72
,LC09,2022-10-10,-0.42,-8.5,,,-3.28,18.48,1.6,1369.84,18.48
,LC08,2023-03-27,0.84,16.76,,,9.76,12.4,20.72,1356.8,12.4
,S2,2023-03-30,0.96,19.24,,,38.76,10.92,51.2,1327.8,10.92
,LC09,2023-04-20,0.57,11.5,,,2.52,21.56,4.32,1364.04,21.56
,LC08,2023-04-28,0.59,11.76,,,3.0,22.52,3.84,1363.52,22.52
,S2,2024-10-17,-3.82,-76.44,,,13.04,16.4,20.0,1353.52,16.4
