,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2013-10-27,0.0,0.0,19.0,11.3
1,2014-09-28,-12.42,0.0,6.58,11.3
2,2015-03-07,-31.8,-6.96,-12.8,4.34
3,2015-12-04,-0.24,-10.44,18.76,0.86
4,2017-02-24,-24.34,-10.44,-5.34,0.86
5,2019-01-07,-33.54,-10.44,-14.54,0.86
6,2019-01-17,-0.74,-12.16,18.26,-0.86
7,2019-02-01,-12.42,-8.7,6.58,2.6
8,2019-02-13,15.02,-10.44,34.02,0.86
9,2019-09-10,-26.58,-6.96,-7.58,4.34
10,2019-10-21,2.74,-10.44,21.74,0.86
11,2019-11-03,5.34,-10.44,24.34,0.86
12,2019-11-10,-37.02,-10.44,-18.02,0.86
13,2019-12-20,0.0,-10.44,19.0,0.86
14,2019-12-30,-3.96,-12.16,15.04,-0.86
15,2020-02-01,-0.74,-8.7,18.26,2.6
16,2020-02-08,-14.9,-10.44,4.1,0.86
17,2020-02-23,-36.02,-10.44,-17.02,0.86
18,2020-03-04,-4.46,-17.38,14.54,-6.08
19,2020-10-20,-16.88,-10.44,2.12,0.86
20,2020-10-23,4.98,-13.9,23.98,-2.6
21,2020-12-17,-7.94,-10.44,11.06,0.86
22,2021-01-13,-27.82,-10.44,-8.82,0.86
23,2021-01-31,-26.32,-10.44,-7.32,0.86
24,2021-02-02,-2.48,-10.44,16.52,0.86
25,2021-02-17,-3.72,-10.44,15.28,0.86
26,2021-03-07,-8.68,-12.16,10.32,-0.86
27,2021-04-03,-8.2,-10.44,10.8,0.86
28,2021-08-31,-5.46,-10.44,13.54,0.86
29,2021-09-13,-8.2,-10.44,10.8,0.86
30,2021-09-28,-8.2,-10.44,10.8,0.86
31,2021-10-01,-11.68,-10.44,7.32,0.86
32,2021-11-19,-32.54,-10.44,-13.54,0.86
33,2021-11-24,-14.4,-12.16,4.6,-0.86
34,2022-03-07,-10.68,-10.44,8.32,0.86
35,2022-03-12,-9.18,-8.7,9.82,2.6
36,2022-04-16,-14.66,-8.7,4.34,2.6
37,2022-10-15,-8.2,-12.16,10.8,-0.86
38,2022-11-04,-13.9,-12.16,5.1,-0.86
39,2022-11-12,-24.34,-12.16,-5.34,-0.86
40,2022-11-27,-27.08,-6.96,-8.08,4.34
41,2023-02-10,-8.2,-15.64,10.8,-4.34
42,2023-02-25,-4.72,-10.44,14.28,0.86
43,2023-03-02,-12.92,-12.16,6.08,-0.86
44,2023-03-14,-4.46,-12.16,14.54,-0.86
45,2023-03-17,-11.42,-10.44,7.58,0.86
46,2023-03-29,-6.46,-12.16,12.54,-0.86
47,2023-09-08,-1.74,-12.16,17.26,-0.86
48,2023-09-25,-10.18,-10.44,8.82,0.86
49,2023-10-03,-15.4,-5.22,3.6,6.08
50,2023-10-05,-2.48,-12.16,16.52,-0.86
51,2023-10-20,-6.46,-10.44,12.54,0.86
52,2023-11-24,-12.16,-8.7,6.84,2.6
53,2024-01-01,-2.72,-15.64,16.28,-4.34
54,2024-01-21,0.0,-10.44,19.0,0.86
55,2024-02-05,-0.74,-12.16,18.26,-0.86
56,2024-02-12,-12.66,-10.44,6.34,0.86
57,2024-02-27,-12.66,-12.16,6.34,-0.86
58,2024-03-13,-8.68,-10.44,10.32,0.86
59,2024-11-02,-33.04,-17.38,-14.04,-6.08
60,2024-11-11,0.0,-12.16,19.0,-0.86
61,2024-11-23,9.6,-12.16,28.6,-0.86
62,2025-01-05,3.3,-17.38,22.3,-6.08
63,2025-01-20,0.26,-15.64,19.26,-4.34
64,2025-01-22,9.2,-12.16,28.2,-0.86
