,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2013-10-27,0.0,0.0,0.0
1,2014-09-28,-1.56,1.55,0.01
2,2015-03-07,-0.93,0.97,-0.04
3,2015-12-04,1.99,-1.94,-0.06
4,2017-02-24,-1.6,1.57,0.03
5,2019-01-07,43.71,-43.75,0.04
6,2019-01-17,3.87,-3.85,-0.01
7,2019-02-01,-47.67,47.63,0.04
8,2019-02-13,2.22,-2.22,0.01
9,2019-09-10,-2.44,2.51,-0.07
10,2019-10-21,2.2,-2.26,0.06
11,2019-11-03,-0.53,0.55,-0.02
12,2019-11-10,-1.93,1.94,-0.01
13,2019-12-20,2.24,-2.25,0.02
14,2019-12-30,35.27,-35.24,-0.02
15,2020-02-01,-32.38,32.48,-0.1
16,2020-02-08,19.84,-20.04,0.2
17,2020-02-23,-25.0,25.05,-0.05
18,2020-03-04,1.13,-1.06,-0.08
19,2020-10-20,-0.62,0.55,0.08
20,2020-10-23,3.37,-3.29,-0.07
21,2020-12-17,44.26,-44.34,0.08
22,2021-01-13,-8.84,8.88,-0.04
23,2021-01-31,-39.05,39.06,-0.01
24,2021-02-02,1.34,-1.39,0.05
25,2021-02-17,-0.28,0.28,0.0
26,2021-03-07,-0.5,0.53,-0.03
27,2021-04-03,1.74,-1.76,0.02
28,2021-08-31,0.66,-0.66,0.0
29,2021-09-13,-0.24,0.24,-0.0
30,2021-09-28,-0.68,0.67,0.01
31,2021-10-01,-1.82,1.89,-0.08
32,2021-11-19,-0.5,0.43,0.07
33,2021-11-24,0.91,-0.84,-0.06
34,2022-03-07,0.0,-0.08,0.08
35,2022-03-12,-0.14,0.15,-0.0
36,2022-04-16,19.39,-19.4,0.01
37,2022-10-15,23.81,-23.79,-0.03
38,2022-11-04,-43.17,43.16,0.0
39,2022-11-12,38.67,-38.63,-0.04
40,2022-11-27,-39.09,39.07,0.03
41,2023-02-10,31.19,-31.15,-0.04
42,2023-02-25,-28.89,28.8,0.09
43,2023-03-02,-1.96,2.0,-0.04
44,2023-03-14,2.06,-2.06,0.0
45,2023-03-17,-1.77,1.76,0.01
46,2023-03-29,0.82,-0.82,-0.0
47,2023-09-08,1.79,-1.74,-0.05
48,2023-09-25,-2.67,2.61,0.06
49,2023-10-03,-0.19,0.17,0.02
50,2023-10-05,2.52,-2.47,-0.05
51,2023-10-20,-1.39,1.37,0.02
52,2023-11-24,31.94,-32.02,0.08
53,2024-01-01,7.85,-7.66,-0.2
54,2024-01-21,-3.41,3.3,0.11
55,2024-02-05,-36.8,36.82,-0.02
56,2024-02-12,42.07,-42.15,0.09
57,2024-02-27,-42.79,42.79,0.0
58,2024-03-13,18.29,-18.28,-0.01
59,2024-11-02,-18.81,19.01,-0.19
60,2024-11-11,1.55,-1.67,0.12
61,2024-11-23,27.22,-27.22,0.0
