,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-10-04,0.0,0.0,0.0
1,2000-09-04,30.11,-0.52,-29.59
2,2001-11-26,-17.17,-0.79,17.96
3,2002-09-17,11.06,1.36,-12.42
4,2002-10-03,-14.19,-0.2,14.39
5,2003-09-12,16.63,-1.06,-15.57
6,2004-04-23,-25.6,-1.04,26.65
7,2004-05-02,11.41,-1.52,-9.89
8,2004-11-01,5.04,2.81,-7.85
9,2008-10-27,-4.69,0.51,4.18
10,2010-11-02,2.69,0.54,-3.23
11,2011-03-03,-8.25,-0.98,9.23
12,2014-05-05,-12.26,-0.77,13.03
13,2014-10-12,1.77,-0.87,-0.9
14,2016-09-08,0.24,0.12,-0.36
15,2018-11-08,0.93,-0.15,-0.77
16,2018-12-23,3.82,-0.58,-3.24
17,2018-12-28,-1.1,0.62,0.48
18,2019-02-06,-1.58,-2.49,4.08
19,2019-03-03,-0.9,0.43,0.47
20,2019-03-28,-2.87,2.96,-0.09
21,2019-04-07,2.77,-2.56,-0.2
22,2019-04-12,-3.18,2.9,0.29
23,2019-04-17,1.0,-0.89,-0.11
24,2019-09-14,8.46,-0.52,-7.94
25,2020-01-27,-4.7,-1.77,6.47
26,2020-06-15,16.78,2.26,-19.04
27,2020-08-19,-9.49,-1.41,10.89
28,2020-09-23,-8.37,0.99,7.38
29,2020-10-08,-0.37,0.07,0.3
30,2020-11-02,0.57,-1.29,0.72
31,2020-11-12,-1.95,1.86,0.08
32,2020-12-27,2.04,-2.71,0.68
33,2021-02-20,-2.04,1.6,0.44
34,2021-03-02,0.25,-0.35,0.09
35,2021-03-12,1.56,-1.32,-0.23
36,2021-05-11,0.01,-0.31,0.3
37,2021-12-07,-1.33,2.39,-1.06
38,2021-12-12,-1.26,1.26,0.0
39,2021-12-22,0.83,-0.82,-0.0
40,2022-02-15,2.81,-2.36,-0.45
41,2022-02-20,-1.69,1.28,0.41
42,2022-03-01,1.22,-0.22,-1.01
43,2022-03-02,1.07,-1.28,0.21
44,2022-09-09,-1.96,1.86,0.09
45,2022-12-14,-0.6,0.23,0.38
46,2022-12-27,-0.09,-0.16,0.25
47,2023-01-01,-1.09,1.1,-0.01
48,2023-02-10,2.23,-2.47,0.24
49,2023-03-22,-2.31,1.43,0.88
50,2023-04-13,-0.49,0.46,0.02
51,2023-05-06,1.96,-2.15,0.19
52,2023-06-24,-0.3,1.52,-1.22
53,2023-08-29,2.35,0.74,-3.09
54,2023-09-03,1.59,-1.73,0.13
55,2023-10-06,-5.58,2.64,2.94
56,2023-10-30,3.26,-1.51,-1.75
57,2023-12-27,0.11,-0.29,0.17
58,2024-03-01,-1.15,-1.45,2.61
59,2024-10-17,0.44,1.35,-1.79
