,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-10-04,0.0,0.0,-5.0,-11.12
1,2000-09-04,-7.26,-82.28,-12.26,-93.4
2,2001-11-26,1.95,-7.32,-3.05,-18.44
3,2002-09-17,-1.62,-8.06,-6.62,-19.18
4,2002-10-03,1.63,-4.44,-3.37,-15.56
5,2003-09-12,-11.93,-71.24,-16.93,-82.36
6,2004-04-23,-7.07,-1.2,-12.07,-12.32
7,2004-05-02,-6.39,-7.4,-11.39,-18.52
8,2004-11-01,-8.28,-6.14,-13.28,-17.26
9,2008-10-27,-18.97,-6.96,-23.97,-18.08
10,2010-11-02,0.29,-5.78,-4.71,-16.9
11,2011-03-03,-18.54,-4.66,-23.54,-15.78
12,2014-05-05,9.96,24.9,4.96,13.78
13,2014-10-12,15.23,11.9,10.23,0.78
14,2016-09-08,23.54,6.06,18.54,-5.06
15,2018-11-08,6.44,8.2,1.44,-2.92
16,2018-12-23,5.58,5.24,0.58,-5.88
17,2018-12-28,29.44,3.24,24.44,-7.88
18,2019-02-06,6.62,14.42,1.62,3.3
19,2019-03-03,19.7,17.88,14.7,6.76
20,2019-03-28,14.2,19.36,9.2,8.24
21,2019-04-07,8.48,18.26,3.48,7.14
22,2019-04-12,6.12,20.48,1.12,9.36
23,2019-04-17,5.02,16.04,0.02,4.92
24,2019-09-14,12.9,-6.44,7.9,-17.56
25,2020-01-27,10.12,13.22,5.12,2.1
26,2020-06-15,31.6,-0.68,26.6,-11.8
27,2020-08-19,13.04,-8.28,8.04,-19.4
28,2020-09-23,23.38,1.7,18.38,-9.42
29,2020-10-08,21.05,1.4,16.05,-9.72
30,2020-11-02,11.2,9.76,6.2,-1.36
31,2020-11-12,13.91,10.34,8.91,-0.78
32,2020-12-27,21.36,20.32,16.36,9.2
33,2021-02-20,26.28,17.66,21.28,6.54
34,2021-03-02,9.45,19.8,4.45,8.68
35,2021-03-12,10.86,17.58,5.86,6.46
36,2021-05-11,17.61,21.06,12.61,9.94
37,2021-12-07,11.24,14.78,6.24,3.66
38,2021-12-12,5.8,13.74,0.8,2.62
39,2021-12-22,8.49,16.56,3.49,5.44
40,2022-02-15,8.27,15.08,3.27,3.96
41,2022-02-20,12.61,17.08,7.61,5.96
42,2022-03-01,9.82,11.08,4.82,-0.04
43,2022-03-02,6.35,14.26,1.35,3.14
44,2022-09-09,20.97,2.5,15.97,-8.62
45,2022-12-14,23.48,10.86,18.48,-0.26
46,2022-12-27,17.7,12.86,12.7,1.74
47,2023-01-01,22.84,12.48,17.84,1.36
48,2023-02-10,16.79,10.94,11.79,-0.18
49,2023-03-22,4.38,18.7,-0.62,7.58
50,2023-04-13,29.09,19.66,24.09,8.54
51,2023-05-06,9.43,20.4,4.43,9.28
52,2023-06-24,21.98,20.76,16.98,9.64
53,2023-08-29,13.97,-3.64,8.97,-14.76
54,2023-09-03,7.14,-4.66,2.14,-15.78
55,2023-10-06,11.23,7.9,6.23,-3.22
56,2023-10-30,6.94,2.58,1.94,-8.54
57,2023-12-27,9.9,6.12,4.9,-5.0
58,2024-03-01,20.75,17.52,15.75,6.4
59,2024-10-17,7.43,4.8,2.43,-6.32
