,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-12-07,0.0,0.0,0.0
1,2000-09-04,0.17,0.08,-0.25
2,2000-09-20,-0.2,0.02,0.18
3,2001-02-11,0.34,0.19,-0.53
4,2001-04-16,-0.29,-0.25,0.54
5,2001-11-26,0.22,-0.25,0.03
6,2002-01-29,1.15,-0.02,-1.14
7,2003-03-21,0.02,-0.05,0.03
8,2003-10-07,-1.16,0.05,1.11
9,2004-01-27,-0.02,0.02,-0.01
10,2004-05-02,28.24,-28.26,0.02
11,2005-01-13,-28.47,28.46,0.02
12,2005-03-18,1.21,-0.07,-1.14
13,2005-09-10,-1.06,-0.02,1.07
14,2005-11-13,-0.02,-0.02,0.03
15,2006-02-01,1.15,-0.05,-1.1
16,2006-04-22,-1.21,0.11,1.1
17,2006-08-28,-0.07,0.09,-0.02
18,2007-02-04,0.11,-0.16,0.05
19,2010-12-13,-0.07,0.26,-0.2
20,2013-10-02,0.2,-0.39,0.2
21,2014-09-19,0.02,-0.02,0.0
22,2014-11-06,0.09,-0.09,0.0
23,2015-03-14,-0.08,0.08,0.0
24,2016-03-16,-0.08,0.11,-0.02
25,2017-09-27,-0.14,0.15,-0.01
26,2017-10-29,0.34,-0.38,0.03
27,2018-12-13,-0.1,0.13,-0.03
28,2018-12-23,0.1,-0.13,0.03
29,2019-02-06,-0.24,0.24,0.0
30,2019-02-21,0.0,0.0,0.0
31,2019-03-03,0.1,-0.1,0.0
32,2019-04-07,0.08,-0.08,0.0
33,2019-05-02,-0.22,0.22,0.0
34,2019-05-12,26.71,-26.19,-0.52
35,2019-09-14,-26.68,26.15,0.52
36,2019-09-17,-0.14,0.14,0.0
37,2019-10-14,0.29,-0.29,0.0
38,2019-11-03,-0.13,0.13,0.0
39,2020-01-12,-0.11,0.11,0.0
40,2020-01-22,0.43,-0.43,0.0
41,2020-01-27,-0.2,0.2,0.0
42,2020-05-21,-0.23,0.25,-0.02
43,2020-05-31,0.2,-0.12,-0.07
44,2020-06-25,0.02,-0.11,0.1
45,2020-07-10,-0.25,0.26,-0.02
46,2020-08-04,0.2,-0.22,0.02
47,2020-08-19,10.12,-10.12,0.0
48,2020-09-23,17.09,-17.09,0.0
49,2020-10-08,-27.25,27.25,0.0
50,2020-11-02,0.06,-0.06,0.0
51,2020-11-12,-0.11,0.11,0.0
52,2020-11-22,0.04,-0.02,-0.02
53,2020-12-07,-0.01,0.02,-0.02
54,2020-12-27,0.18,-0.18,0.0
55,2021-01-11,-0.2,0.16,0.04
56,2021-02-15,0.06,-0.06,0.0
57,2021-02-20,0.07,-0.07,0.0
58,2021-03-12,-0.02,0.02,0.0
59,2021-03-17,-0.07,0.07,0.0
60,2021-04-21,0.02,0.02,-0.04
61,2021-05-06,-0.09,0.07,0.02
62,2021-05-16,0.12,-0.13,0.02
63,2021-06-10,9.21,-9.21,0.0
64,2021-08-29,-9.39,9.43,-0.04
65,2021-10-28,0.34,-0.38,0.04
66,2021-11-02,-0.48,0.52,-0.05
67,2021-11-17,0.29,-0.25,-0.05
68,2021-11-27,0.02,-0.09,0.07
69,2022-01-26,-0.21,0.21,0.0
70,2022-01-28,0.28,-0.31,0.03
71,2022-02-13,0.25,0.11,-0.37
72,2022-02-15,-0.39,0.02,0.37
73,2022-03-01,0.11,-0.11,0.0
74,2022-03-02,-0.14,0.14,0.0
75,2022-03-17,0.09,-0.09,0.0
76,2022-04-16,-0.29,0.55,-0.26
77,2022-05-04,0.35,-0.58,0.23
78,2022-06-13,29.93,-29.05,-0.88
79,2022-08-16,-29.96,29.05,0.91
80,2022-09-09,-0.02,0.02,0.0
81,2022-09-23,-0.02,0.02,0.0
82,2022-10-13,-0.11,0.11,0.0
83,2022-12-27,-0.01,0.01,0.0
84,2022-12-30,-0.11,0.12,-0.02
85,2023-01-01,0.3,-0.32,0.02
86,2023-01-15,0.07,-0.07,0.0
87,2023-02-10,-0.15,0.15,0.0
88,2023-02-24,0.07,-0.07,0.0
89,2023-03-02,25.72,-25.72,0.0
90,2023-03-17,-25.96,26.0,-0.04
91,2023-04-13,0.21,-0.24,0.02
92,2023-05-01,0.01,-0.02,0.02
93,2023-05-06,-0.02,0.02,0.0
94,2023-06-16,-0.04,0.04,0.0
95,2023-06-24,0.03,-0.02,-0.01
96,2023-07-20,0.03,-0.04,0.01
97,2023-07-30,-0.04,0.04,0.0
98,2023-08-29,-0.07,0.07,0.0
99,2023-09-03,0.07,-0.07,0.0
100,2023-09-08,-0.07,0.09,-0.02
101,2023-09-18,-0.02,-0.01,0.02
102,2023-10-06,-0.25,0.51,-0.26
103,2023-10-22,0.13,-0.39,0.26
104,2023-11-07,0.19,-0.19,0.0
105,2023-11-17,0.04,-0.04,0.0
106,2023-12-17,0.02,-0.01,-0.02
107,2023-12-27,-0.06,0.04,0.02
108,2024-02-15,-0.14,0.16,-0.02
109,2024-03-01,15.7,-15.72,0.02
110,2024-03-06,-15.59,15.81,-0.22
111,2024-07-14,0.01,-0.23,0.22
112,2024-08-05,0.11,-0.11,0.0
113,2024-08-13,-0.22,0.25,-0.03
114,2024-10-17,0.11,-0.14,0.03
115,2024-11-11,-0.16,0.2,-0.04
