,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-10-15,0.0,0.0,0.0
1,2001-04-16,-0.1,0.04,0.06
2,2003-02-10,0.1,0.02,-0.12
3,2003-03-21,-0.12,-0.05,0.17
4,2003-10-07,0.47,-0.02,-0.44
5,2004-10-18,-0.47,0.01,0.46
6,2006-04-22,-0.13,0.05,0.08
7,2006-09-13,0.13,-0.03,-0.11
8,2010-01-27,0.27,-0.1,-0.17
9,2013-10-02,-0.22,-0.14,0.36
10,2015-05-01,-0.19,0.24,-0.05
11,2015-08-21,0.26,-0.01,-0.25
12,2016-03-16,-0.35,0.01,0.35
13,2016-09-08,0.37,-0.03,-0.34
14,2016-11-04,-0.01,-0.28,0.28
15,2017-01-30,0.01,0.01,-0.01
16,2017-09-27,-0.02,0.29,-0.27
17,2018-02-18,-0.29,-0.03,0.32
18,2018-12-23,0.29,-0.27,-0.02
19,2019-03-05,0.02,0.03,-0.05
20,2019-04-07,0.84,-0.84,0.01
21,2019-09-17,-1.17,1.09,0.08
22,2019-11-03,0.19,-0.01,-0.18
23,2020-10-08,0.09,-0.02,-0.06
24,2020-11-02,-0.06,0.0,0.06
25,2020-11-12,-0.05,0.05,0.0
26,2020-11-24,0.63,-0.61,-0.02
27,2020-12-27,-0.48,0.57,-0.09
28,2021-01-11,-0.27,0.01,0.26
29,2021-02-20,0.19,0.01,-0.2
30,2021-03-17,0.11,-0.03,-0.08
31,2021-08-30,-0.28,0.05,0.23
32,2021-08-31,0.13,-0.05,-0.09
33,2021-12-24,0.37,-0.55,0.18
34,2022-01-13,-0.33,0.58,-0.25
35,2022-01-28,1.26,-1.53,0.27
36,2022-02-20,-1.23,1.49,-0.25
37,2022-02-22,-0.01,0.01,-0.01
38,2022-03-01,0.39,-0.48,0.09
39,2022-04-10,-0.63,0.52,0.11
40,2022-05-04,0.24,-0.01,-0.23
41,2022-06-06,-0.07,0.06,0.0
42,2022-08-25,0.38,-0.29,-0.08
43,2022-09-09,0.02,-0.04,0.03
44,2022-09-10,0.01,-0.23,0.22
45,2023-01-08,0.12,-0.26,0.14
46,2023-01-28,-0.48,0.77,-0.28
47,2023-02-07,-0.24,-0.04,0.28
48,2023-02-10,0.54,-0.22,-0.32
49,2023-03-02,-0.51,0.27,0.24
50,2023-03-05,0.18,-0.05,-0.12
51,2023-03-17,3.45,-3.69,0.24
52,2023-04-29,-3.69,3.75,-0.06
53,2023-06-24,0.34,0.04,-0.38
54,2023-11-24,-0.29,-0.06,0.34
55,2024-03-01,3.3,-3.32,0.01
56,2024-03-18,-3.35,3.3,0.05
57,2024-04-25,21.3,-20.39,-0.91
58,2024-08-13,-21.09,20.4,0.68
59,2024-09-07,-0.12,0.01,0.11
60,2024-09-22,0.19,-0.27,0.08
61,2025-04-10,-0.17,0.23,-0.06
62,2025-05-21,24.39,-24.46,0.07
