Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2001-04-04,0.98,19.52,-0.27,-5.36,39.92,-3.8,50.92,1319.72,40.96
,LE07,2001-10-13,0.95,19.02,-0.8,-16.1,28.32,-9.48,45.0,1331.32,35.28
,LE07,2002-09-14,0.9,18.04,0.61,12.2,28.92,-0.36,36.48,1330.72,44.4
,LE07,2003-04-26,0.82,16.46,-0.3,-6.02,35.32,-4.48,47.0,1324.32,40.28
,LT05,2003-12-30,0.49,9.76,-0.76,-15.12,5.84,-9.16,22.2,1353.8,35.6
,LT05,2006-01-20,0.24,4.88,-0.8,-16.1,1.6,-15.0,23.8,1358.04,29.76
,LT05,2006-09-01,0.54,10.74,-0.27,-5.36,20.28,-4.64,32.12,1339.36,40.12
,LT05,2006-09-17,0.63,12.68,-0.71,-14.14,59.12,-9.24,75.56,1300.52,35.52
,LC08,2013-08-19,0.71,14.22,0.48,9.6,54.44,-0.16,61.8,1305.2,44.6
,LC08,2013-10-06,0.24,4.88,0.35,7.0,12.32,-2.28,21.8,1347.32,42.48
,LC08,2013-12-09,0.44,8.78,0.61,12.2,14.76,-0.64,22.6,1344.88,44.12
,LC08,2014-01-10,0.48,9.68,-0.4,-7.96,45.0,-4.4,56.6,1314.64,40.36
,LC08,2014-09-07,0.54,10.82,0.61,12.2,54.6,0.96,60.84,1305.04,45.72
,LC08,2014-09-23,0.95,19.02,0.5,9.92,40.52,-0.08,47.8,1319.12,44.68
,LC08,2014-10-25,0.22,4.4,0.38,7.64,12.36,-2.2,21.76,1347.28,42.56
,LC08,2015-08-25,0.81,16.22,-0.09,-1.78,51.4,-2.76,61.36,1308.24,42.0
,LC08,2016-01-16,0.68,13.66,-0.45,-8.94,24.72,-4.6,36.52,1334.92,40.16
,LC08,2016-02-01,0.93,18.54,0.61,12.2,27.64,0.0,34.84,1332.0,44.76
,LC08,2016-04-21,0.95,19.02,-0.09,-1.78,33.92,-2.96,44.08,1325.72,41.8
,LC08,2016-08-27,0.92,18.44,0.35,7.0,51.0,-1.0,59.2,1308.64,43.76
,LC08,2016-09-12,0.51,10.24,0.61,12.2,56.52,0.44,63.28,1303.12,45.2
,LC08,2017-10-01,-0.07,-1.46,0.51,10.24,6.08,-2.44,15.72,1353.56,42.32
,LC08,2017-12-04,0.2,3.9,-0.22,-4.4,1.0,-3.96,12.16,1358.64,40.8
,LC08,2018-10-04,0.63,12.62,0.38,7.64,34.4,-0.92,42.52,1325.24,43.84
,LC08,2018-10-20,0.64,12.8,0.35,7.0,49.32,-1.16,57.68,1310.32,43.6
,LC08,2018-11-05,0.8,15.94,-0.09,-1.78,57.04,-3.68,67.92,1302.6,41.08
,LC08,2018-12-07,0.78,15.6,0.61,12.2,46.28,0.28,53.2,1313.36,45.04
