,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2001-04-27,0.0,0.0,-119.78,-48.26
1,2001-05-13,105.36,-3.76,-14.42,-52.02
2,2002-10-23,111.12,-1.26,-8.66,-49.52
3,2003-05-19,103.76,30.64,-16.02,-17.62
4,2004-01-22,122.66,-6.28,2.88,-54.54
5,2004-02-23,103.36,30.64,-16.42,-17.62
6,2004-04-20,118.28,29.96,-1.5,-18.3
7,2004-12-16,0.0,30.64,-119.78,-17.62
8,2005-04-30,112.32,0.0,-7.46,-48.26
9,2005-08-20,128.44,0.0,8.66,-48.26
10,2005-09-30,137.2,30.64,17.42,-17.62
11,2005-10-07,0.0,0.84,-119.78,-47.42
12,2011-03-07,114.9,49.28,-4.88,1.02
13,2013-05-15,0.0,34.36,-119.78,-13.9
14,2014-02-27,138.58,41.48,18.8,-6.78
15,2014-09-23,137.2,38.76,17.42,-9.5
16,2016-04-05,138.78,44.54,19.0,-3.72
17,2017-02-10,129.04,49.28,9.26,1.02
18,2017-04-08,137.78,46.9,18.0,-1.36
19,2017-10-01,118.88,43.18,-0.9,-5.08
20,2018-02-22,110.12,58.76,-9.66,10.5
21,2018-05-20,0.0,55.04,-119.78,6.78
22,2018-08-24,127.04,42.5,7.26,-5.76
23,2018-10-04,121.86,34.36,2.08,-13.9
24,2018-12-17,124.26,2.1,4.48,-46.16
25,2018-12-22,139.18,46.56,19.4,-1.7
26,2019-01-21,137.78,48.94,18.0,0.68
27,2019-01-26,112.12,59.44,-7.66,11.18
28,2019-01-31,136.8,35.04,17.02,-13.22
29,2019-02-25,105.94,44.54,-13.84,-3.72
30,2019-03-17,141.24,60.12,21.46,11.86
31,2019-05-07,117.3,31.64,-2.48,-16.62
32,2019-06-15,137.98,46.22,18.2,-2.04
33,2019-08-19,117.88,50.64,-1.9,2.38
34,2019-08-27,136.0,36.74,16.22,-11.52
35,2019-09-18,115.7,44.54,-4.08,-3.72
36,2019-11-02,113.32,48.26,-6.46,0.0
37,2019-11-22,132.02,47.92,12.24,-0.34
38,2019-12-12,136.0,29.28,16.22,-18.98
39,2020-01-11,137.98,37.08,18.2,-11.18
40,2020-01-26,116.9,47.58,-2.88,-0.68
41,2020-02-05,137.0,51.98,17.22,3.72
42,2020-02-10,121.28,-8.8,1.5,-57.06
43,2020-02-15,112.52,-8.8,-7.26,-57.06
44,2020-02-25,117.88,-8.8,-1.9,-57.06
45,2020-03-15,109.92,62.84,-9.86,14.58
46,2020-03-31,123.46,46.22,3.68,-2.04
47,2020-04-10,114.7,-2.08,-5.08,-50.34
48,2020-05-09,115.3,-2.5,-4.48,-50.76
49,2020-08-08,107.94,32.66,-11.84,-15.6
50,2020-09-07,118.48,34.36,-1.3,-13.9
51,2020-09-27,137.78,34.02,18.0,-14.24
52,2020-10-25,130.82,45.54,11.04,-2.72
53,2020-11-26,136.8,41.82,17.02,-6.44
54,2021-01-25,133.62,-6.7,13.84,-54.96
55,2021-02-19,123.06,51.98,3.28,3.72
56,2021-03-06,115.5,51.64,-4.28,3.38
57,2021-03-16,122.86,48.6,3.08,0.34
58,2021-03-26,139.18,58.42,19.4,10.16
59,2021-04-05,124.46,60.46,4.68,12.2
60,2021-04-15,115.5,29.62,-4.28,-18.64
61,2021-05-05,137.78,45.54,18.0,-2.72
62,2021-05-15,116.1,35.38,-3.68,-12.88
63,2021-06-29,239.78,44.54,120.0,-3.72
64,2021-07-24,138.38,60.12,18.6,11.86
65,2021-08-18,123.66,50.3,3.88,2.04
66,2021-08-23,136.8,35.04,17.02,-13.22
67,2021-09-01,127.64,34.36,7.86,-13.9
