,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2001-11-05,,0.0,,-60.0
1,2001-12-30,,0.0,,-60.0
2,2002-02-16,,0.0,,-60.0
3,2002-10-30,,0.0,,-60.0
4,2002-12-01,,0.0,,-60.0
5,2002-12-26,,0.0,,-60.0
6,2003-01-02,,0.0,,-60.0
7,2003-01-27,,0.0,,-60.0
8,2003-02-28,,0.0,,-60.0
9,2003-03-07,,0.52,,-59.48
10,2003-03-16,,0.0,,-60.0
11,2003-03-23,,0.0,,-60.0
12,2004-02-23,,0.0,,-60.0
13,2004-09-18,,0.0,,-60.0
14,2005-01-15,,0.0,,-60.0
15,2005-03-20,,0.0,,-60.0
16,2005-04-05,,0.0,,-60.0
17,2005-08-27,,0.0,,-60.0
18,2005-09-12,,0.0,,-60.0
19,2006-11-27,,0.0,,-60.0
20,2007-09-18,,47.3,,-12.7
21,2008-02-25,,0.0,,-60.0
22,2010-01-29,,0.0,,-60.0
23,2010-10-12,,48.3,,-11.7
24,2011-02-17,,0.0,,-60.0
25,2014-08-29,,64.16,,4.16
26,2014-11-17,,70.18,,10.18
27,2015-01-20,,54.08,,-5.92
28,2015-01-27,,53.84,,-6.16
29,2015-08-16,,71.2,,11.2
30,2015-09-24,,64.16,,4.16
31,2015-12-13,,70.7,,10.7
32,2015-12-29,,53.84,,-6.16
33,2016-01-30,,57.62,,-2.38
34,2016-03-11,,50.82,,-9.18
35,2016-04-12,,71.2,,11.2
36,2016-08-18,,71.2,,11.2
37,2016-10-12,,71.2,,11.2
38,2016-12-15,,70.7,,10.7
39,2017-02-10,,71.2,,11.2
40,2017-02-26,,72.46,,12.46
41,2017-04-06,,71.2,,11.2
42,2017-06-02,,69.94,,9.94
43,2017-12-11,,64.16,,4.16
44,2018-03-17,,71.2,,11.2
45,2018-04-25,,69.44,,9.44
46,2018-10-18,,71.7,,11.7
47,2018-11-12,,70.44,,10.44
48,2018-12-14,,71.44,,11.44
49,2018-12-15,,68.18,,8.18
50,2018-12-21,,71.44,,11.44
51,2019-01-04,,69.18,,9.18
52,2019-01-21,,64.16,,4.16
53,2019-02-10,,64.16,,4.16
54,2019-02-28,,67.92,,7.92
55,2019-03-17,,66.16,,6.16
56,2019-03-20,,65.92,,5.92
57,2019-03-27,,71.7,,11.7
58,2019-10-05,,73.72,,13.72
59,2019-10-21,,74.22,,14.22
60,2019-11-20,,71.94,,11.94
61,2019-12-10,,72.46,,12.46
62,2019-12-25,,71.2,,11.2
63,2020-01-06,,71.94,,11.94
64,2020-02-13,,69.94,,9.94
65,2020-02-23,,69.94,,9.94
66,2020-02-25,,70.18,,10.18
67,2020-03-14,,69.68,,9.68
68,2020-04-14,,72.2,,12.2
69,2020-05-09,,73.2,,13.2
70,2020-07-12,,73.2,,13.2
71,2020-09-30,,119.74,,59.74
72,2020-12-14,,72.96,,12.96
73,2021-01-13,,72.46,,12.46
74,2021-02-02,,70.18,,10.18
75,2021-02-12,,71.7,,11.7
76,2021-02-17,,70.94,,10.94
77,2021-03-16,,71.2,,11.2
78,2021-03-25,,64.16,,4.16
79,2021-09-17,,119.74,,59.74
80,2021-12-24,,72.2,,12.2
81,2021-12-31,,72.2,,12.2
82,2022-01-03,,72.2,,12.2
83,2022-01-07,,72.96,,12.96
84,2022-01-14,,71.94,,11.94
85,2022-01-20,,70.18,,10.18
86,2022-01-28,,71.94,,11.94
87,2022-01-30,,70.7,,10.7
88,2022-02-07,,72.7,,12.7
89,2022-02-16,,64.16,,4.16
90,2022-02-23,,64.16,,4.16
91,2022-02-24,,72.46,,12.46
92,2022-03-09,,70.18,,10.18
93,2022-03-28,,73.72,,13.72
94,2022-10-21,,74.46,,14.46
95,2022-11-07,,119.48,,59.48
96,2022-11-14,,74.46,,14.46
97,2022-11-22,,119.74,,59.74
98,2022-11-30,,74.46,,14.46
99,2022-12-04,,119.48,,59.48
100,2022-12-25,,74.46,,14.46
101,2023-01-08,,72.2,,12.2
102,2023-01-15,,73.46,,13.46
103,2023-01-17,,73.46,,13.46
104,2023-01-23,,71.44,,11.44
105,2023-02-10,,73.72,,13.72
106,2023-03-14,,119.48,,59.48
107,2023-03-22,,119.74,,59.74
108,2023-04-07,,74.22,,14.22
109,2023-04-08,,73.96,,13.96
110,2023-09-07,,119.48,,59.48
111,2023-11-10,,73.72,,13.72
112,2023-11-17,,74.46,,14.46
113,2023-11-25,,74.46,,14.46
114,2023-12-11,,64.16,,4.16
115,2024-01-23,,69.68,,9.68
116,2024-01-25,,69.18,,9.18
117,2024-01-30,,70.44,,10.44
118,2024-02-29,,66.92,,6.92
119,2024-03-08,,70.44,,10.44
120,2024-04-17,,68.94,,8.94
121,2024-09-09,,119.74,,59.74
122,2024-10-03,,119.74,,59.74
123,2024-10-10,,119.48,,59.48
124,2024-10-19,,119.74,,59.74
125,2024-11-10,,120.0,,60.0
126,2024-11-11,,119.48,,59.48
