Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-11-14,0.97,19.32,-0.63,-12.56,24.44,-26.68,95.8,740.0,282.76
,LE07,2000-12-02,0.95,19.0,-0.7,-13.92,23.88,-30.92,99.48,740.56,278.52
,LE07,2001-02-04,0.88,17.56,-0.78,-15.56,19.6,-35.52,99.8,744.84,273.92
,LE07,2001-12-21,0.91,18.28,-0.6,-12.08,29.68,-24.6,98.96,734.76,284.84
,LE07,2002-05-30,0.8,16.06,-0.63,-12.62,15.64,-28.24,88.56,748.8,281.2
,LT05,2011-09-04,1.16,23.2,-0.68,-13.56,34.2,-41.08,119.96,730.24,268.36
,LC08,2013-12-14,-0.05,-0.96,-0.35,-7.0,-0.68,-9.32,53.32,765.12,300.12
,LC08,2013-12-30,-0.34,-6.78,-0.38,-7.6,-5.24,-10.2,49.64,769.68,299.24
,LC08,2014-04-21,0.87,17.38,-0.54,-10.84,18.6,-18.08,81.36,745.84,291.36
,LC08,2016-05-12,0.62,12.44,-0.33,-6.64,10.52,-9.16,64.36,753.92,300.28
,LC08,2017-02-24,-0.53,-10.64,-0.26,-5.28,-9.96,-8.08,42.8,774.4,301.36
,LC08,2017-09-04,-0.16,-3.28,-0.63,-12.56,-1.6,-99.04,142.12,766.04,210.4
,LC08,2018-09-07,-0.1,-1.96,-0.13,-2.52,-1.64,-5.12,48.16,766.08,304.32
,LC08,2018-10-25,-0.93,-18.68,-0.11,-2.16,-28.32,-6.76,23.12,792.76,302.68
,S2,2019-02-13,0.89,17.82,-0.49,-9.84,29.24,-16.36,90.28,735.2,293.08
,S2,2019-04-14,0.95,18.96,-0.34,-6.88,36.96,-14.52,96.16,727.48,294.92
,LC08,2019-08-09,0.91,18.26,-0.32,-6.42,19.68,-16.0,80.36,744.76,293.44
,S2,2019-10-26,-0.32,-6.46,-0.5,-9.96,-4.96,-43.64,83.36,769.4,265.8
,S2,2019-12-10,-0.42,-8.46,-0.46,-9.18,-6.28,-27.92,66.32,770.72,281.52
,S2,2020-01-24,-0.56,-11.2,-0.64,-12.74,-9.12,-40.84,76.4,773.56,268.6
,S2,2020-02-13,0.42,8.34,-1.76,-35.26,7.68,-91.84,144.2,756.76,217.6
,S2,2020-04-03,0.95,19.0,-0.84,-16.8,21.28,-50.28,116.24,743.16,259.16
,LC08,2020-05-07,-0.96,-19.18,-0.52,-10.32,-34.12,-26.56,37.12,798.56,282.88
,LC08,2020-11-15,-0.92,-18.38,-0.1,-2.04,-32.48,-7.56,19.76,796.92,301.88
,S2,2020-11-19,0.6,11.96,-0.56,-11.14,9.44,-42.96,97.08,755.0,266.48
,LC08,2021-02-03,0.94,18.76,-0.6,-12.02,21.0,-36.32,102.0,743.44,273.12
,S2,2021-02-12,-0.7,-13.94,-0.85,-17.04,-12.0,-74.2,106.88,776.44,235.24
,LC08,2021-03-23,0.93,18.62,-0.4,-8.06,21.44,-17.72,83.84,743.0,291.72
,S2,2021-07-02,0.85,17.08,-0.6,-11.96,35.44,-49.56,129.68,729.0,259.88
,LC08,2021-07-29,0.84,16.76,-0.39,-7.82,16.48,-37.92,99.08,747.96,271.52
,S2,2021-09-20,-0.68,-13.58,-0.49,-9.72,5.6,-26.84,77.12,758.84,282.6
,S2,2021-10-15,0.8,16.02,-0.5,-9.9,27.6,-27.0,99.28,736.84,282.44
,S2,2021-11-09,0.63,12.52,-0.52,-10.48,10.88,-19.72,75.28,753.56,289.72
,S2,2022-01-03,-0.75,-14.94,-0.64,-12.8,-15.08,-50.72,80.32,779.52,258.72
,LC09,2022-02-14,0.06,1.1,-0.69,-13.74,0.96,-52.08,97.72,763.48,257.36
,S2,2022-02-22,0.96,19.26,-0.85,-16.98,21.48,-71.44,137.6,742.96,238.0
,LC09,2022-05-05,0.68,13.7,-0.39,-7.72,11.88,-10.6,67.16,752.56,298.84
,S2,2022-08-31,-0.03,-0.66,-0.52,-10.32,-0.16,-33.48,78.0,764.6,275.96
,LC09,2023-01-16,0.93,18.56,-0.37,-7.42,24.88,-10.36,79.92,739.56,299.08
,S2,2023-02-27,0.83,16.68,-0.59,-11.78,28.2,-26.92,99.8,736.24,282.52
,LC08,2023-03-13,0.4,7.96,-0.26,-5.28,6.92,-7.4,59.0,757.52,302.04
,LC09,2023-03-21,-6.47,-129.42,-0.08,-1.62,-37.76,-8.4,15.32,802.2,301.04
,S2,2023-04-03,-0.26,-5.22,-0.47,-9.36,-3.56,-15.84,56.96,768.0,293.6
,S2,2023-06-22,-0.25,-4.96,-0.48,-9.54,-3.36,-13.04,54.36,767.8,296.4
,LC08,2023-08-04,-0.46,-9.26,-0.36,-7.24,-8.88,-10.56,46.36,773.32,298.88
,LC09,2023-08-28,-0.28,-5.58,-0.25,-5.06,-5.2,-7.72,47.2,769.64,301.72
,S2,2023-08-31,-0.98,-19.56,-0.37,-7.48,-32.28,-22.48,34.88,796.72,286.96
,LC08,2023-11-08,0.38,7.58,-0.21,-4.28,6.44,-6.88,58.0,758.0,302.56
,LC09,2024-02-20,-0.25,-5.02,-0.27,-5.34,-4.64,-8.52,48.56,769.08,300.92
,S2,2024-02-27,-0.59,-11.82,-0.53,-10.6,-9.24,-29.16,64.6,773.68,280.28
,LC08,2024-02-28,-0.36,-7.26,-0.19,-3.82,-6.84,-5.96,43.8,771.28,303.48
,LC08,2024-06-03,-0.14,-2.78,-0.35,-7.06,-2.0,-9.76,52.44,766.44,299.68
,LC08,2024-08-22,-0.26,-5.22,-0.3,-5.94,-5.32,-9.4,48.76,769.76,300.04
,LC08,2024-09-07,-0.41,-8.26,-0.24,-4.7,-7.64,-6.88,43.92,772.08,302.56
,LC08,2024-10-09,-0.17,-3.4,-0.27,-5.34,-3.76,-7.84,48.76,768.2,301.6
,S2,2024-12-18,-0.44,-8.7,-0.44,-8.78,-7.8,-22.68,59.56,772.24,286.76
,LC09,2025-01-21,0.74,14.88,-0.46,-9.12,16.28,-18.68,79.64,748.16,290.76
,LC09,2025-03-10,0.23,4.64,-0.66,-13.2,3.96,-24.04,72.68,760.48,285.4
