,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-10-27,0.0,0.0,5.07,-1.36
1,1999-11-21,18.35,2.0,23.42,0.64
2,1999-11-28,-2.11,2.72,2.96,1.36
3,1999-12-14,7.49,2.18,12.56,0.82
4,2000-09-27,17.67,-0.56,22.74,-1.92
5,2000-11-07,11.35,2.72,16.42,1.36
6,2001-01-01,7.71,4.0,12.78,2.64
7,2001-02-27,7.13,4.56,12.2,3.2
8,2001-03-15,7.12,-3.12,12.19,-4.48
9,2001-09-23,5.41,-3.66,10.48,-5.02
10,2002-01-20,8.56,12.04,13.63,10.68
11,2002-01-29,10.8,2.92,15.87,1.56
12,2002-02-05,11.4,4.0,16.47,2.64
13,2002-04-03,8.87,0.54,13.94,-0.82
14,2003-03-05,4.49,6.02,9.56,4.66
15,2003-11-24,10.05,-5.3,15.12,-6.66
16,2005-09-10,-4.63,-2.94,0.44,-4.3
17,2006-01-23,5.23,1.08,10.3,-0.28
18,2006-07-27,0.14,5.1,5.21,3.74
19,2006-10-22,-15.49,2.36,-10.42,1.0
20,2008-12-23,7.87,-7.86,12.94,-9.22
21,2011-01-21,4.74,-12.62,9.81,-13.98
22,2011-03-19,9.41,-10.42,14.48,-11.78
23,2013-09-16,22.28,13.88,27.35,12.52
24,2013-09-23,12.04,0.9,17.11,-0.46
25,2014-11-06,21.78,15.34,26.85,13.98
26,2014-12-31,-9.28,7.84,-4.21,6.48
27,2015-03-14,11.77,14.42,16.84,13.06
28,2015-04-06,49.65,0.18,54.72,-1.18
29,2015-08-21,8.71,13.88,13.78,12.52
30,2015-09-13,19.14,9.3,24.21,7.94
31,2016-01-03,13.61,1.08,18.68,-0.28
32,2016-02-20,4.99,12.22,10.06,10.86
33,2016-03-16,11.58,8.02,16.65,6.66
34,2016-09-08,7.57,3.82,12.64,2.46
35,2016-11-11,13.45,-3.3,18.52,-4.66
36,2017-09-11,4.54,3.46,9.61,2.1
37,2017-09-18,9.78,2.36,14.85,1.0
38,2018-02-25,5.84,-11.88,10.91,-13.24
39,2018-03-06,-0.67,-11.7,4.4,-13.06
40,2018-11-24,-19.38,-11.52,-14.31,-12.88
41,2018-12-23,18.76,-16.08,23.83,-17.44
42,2018-12-26,2.29,-11.88,7.36,-13.24
43,2019-01-07,-11.6,-17.9,-6.53,-19.26
44,2019-02-12,5.17,-10.78,10.24,-12.14
45,2019-02-28,15.28,-12.62,20.35,-13.98
46,2019-04-01,21.74,-7.32,26.81,-8.68
47,2019-04-07,0.82,-0.2,5.89,-1.56
48,2019-09-01,6.89,-1.66,11.96,-3.02
49,2019-09-08,-11.07,-6.22,-6.0,-7.58
50,2019-09-09,0.71,-10.06,5.78,-11.42
51,2019-09-14,-11.24,-9.5,-6.17,-10.86
52,2019-10-14,9.58,-16.08,14.65,-17.44
53,2019-11-11,-11.19,-8.78,-6.12,-10.14
54,2020-09-10,1.26,-10.6,6.33,-11.96
55,2020-11-17,-10.09,-5.86,-5.02,-7.22
56,2020-12-12,-1.78,-12.42,3.29,-13.78
57,2020-12-27,6.08,-17.72,11.15,-19.08
58,2021-02-20,11.77,-14.26,16.84,-15.62
59,2021-03-30,0.12,-10.78,5.19,-12.14
60,2021-04-06,0.77,-11.16,5.84,-12.52
61,2021-08-28,4.53,-13.9,9.6,-15.26
62,2021-09-13,-5.39,-10.78,-0.32,-12.14
63,2021-09-29,4.05,-12.06,9.12,-13.42
64,2021-10-13,1.08,-14.62,6.15,-15.98
65,2021-10-31,5.91,-12.42,10.98,-13.78
