,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2005-01-13,0.0,0.0,0.0
1,2013-05-11,-0.32,0.32,0.0
2,2013-11-03,-0.06,0.06,0.0
3,2013-12-05,0.0,0.0,0.0
4,2014-02-07,1.52,-1.52,0.0
5,2014-02-23,-0.27,0.27,0.0
6,2014-05-30,-1.17,1.17,0.0
7,2014-09-19,0.43,-0.43,0.0
8,2015-08-05,-0.36,0.36,0.0
9,2015-10-24,0.14,-0.14,0.0
10,2015-12-27,-1.2,0.45,0.76
11,2016-01-12,0.76,-0.01,-0.76
12,2016-01-28,41.18,-41.18,0.0
13,2016-04-17,-40.05,40.05,0.0
14,2017-08-10,-1.77,1.77,0.0
15,2018-07-12,0.65,-0.65,0.0
16,2018-07-28,-0.01,0.01,0.0
17,2018-12-19,0.78,-0.78,0.0
18,2019-03-03,0.01,-0.01,0.0
19,2019-05-28,0.5,-0.5,0.0
20,2019-06-26,0.15,-0.15,0.0
21,2019-11-03,-0.48,0.48,0.0
22,2019-11-20,0.28,-0.28,0.0
23,2019-12-22,-0.41,0.41,0.0
24,2020-01-22,-0.21,0.21,0.0
25,2020-02-08,-0.62,0.62,0.0
26,2020-02-24,0.11,-0.11,0.0
27,2020-03-11,-0.88,0.14,0.74
28,2020-03-27,0.95,-0.21,-0.74
29,2020-07-20,31.2,-31.2,0.0
30,2020-09-03,-31.18,31.18,0.0
31,2020-10-03,0.2,-0.2,0.0
32,2021-01-25,-0.03,0.03,0.0
33,2021-03-30,-0.1,0.1,0.0
34,2021-05-01,0.7,-0.7,0.0
35,2021-06-15,-0.21,0.21,0.0
36,2021-06-18,0.84,-0.84,0.0
37,2022-01-20,-1.38,1.38,0.0
38,2022-02-15,0.34,-0.34,0.0
39,2022-02-25,1.36,-1.36,0.0
40,2022-06-25,13.71,-13.71,0.0
41,2022-08-19,-5.33,5.33,0.0
42,2022-09-09,-9.89,9.89,0.0
43,2022-11-04,0.48,-0.48,0.0
44,2022-12-22,-0.5,0.5,0.0
45,2023-02-16,0.66,-0.66,0.0
46,2023-03-04,-0.85,0.85,0.0
47,2023-03-07,0.08,-0.08,0.0
48,2023-06-10,1.41,-1.41,0.0
49,2023-09-20,-0.97,0.97,0.0
50,2023-09-28,-0.67,0.67,0.0
51,2023-10-03,-0.81,-0.18,0.99
52,2023-10-14,-0.01,0.1,-0.1
53,2023-12-07,2.09,-1.19,-0.89
54,2023-12-17,-0.58,0.58,0.0
55,2024-02-03,-0.28,0.28,0.0
56,2024-02-10,-1.23,0.54,0.69
57,2024-02-19,2.19,-1.5,-0.69
58,2024-02-27,-0.98,0.98,0.0
59,2024-04-15,0.85,-0.85,0.0
60,2024-04-23,10.19,-10.19,0.0
61,2024-05-17,-10.46,10.46,0.0
62,2024-06-24,4.96,-6.2,1.25
63,2024-07-04,-5.35,6.59,-1.25
64,2024-08-13,0.87,-0.87,0.0
65,2024-08-21,-2.27,1.32,0.95
66,2024-08-23,1.38,-0.43,-0.95
67,2024-08-29,0.34,-0.34,0.0
68,2024-10-07,-0.28,0.28,0.0
69,2024-11-01,-1.14,0.54,0.6
