,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-10-13,0.0,0.0,2.03,-13.98
1,2001-04-09,-1.97,-4.24,0.06,-18.22
2,2002-03-11,-9.96,-3.66,-7.93,-17.64
3,2002-04-12,-0.35,-4.24,1.68,-18.22
4,2002-05-14,-1.0,-5.52,1.03,-19.5
5,2003-02-26,-12.01,-2.08,-9.98,-16.06
6,2003-11-17,-5.58,-1.16,-3.55,-15.14
7,2005-03-11,-6.02,-0.36,-3.99,-14.34
8,2005-04-12,-10.51,-2.3,-8.48,-16.28
9,2005-10-05,-12.26,0.42,-10.23,-13.56
10,2006-02-10,-16.66,-3.52,-14.63,-17.5
11,2009-01-17,-10.22,-3.88,-8.19,-17.86
12,2011-03-28,-6.16,-1.08,-4.13,-15.06
13,2013-10-11,5.87,8.44,7.9,-5.54
14,2014-03-20,7.21,8.86,9.24,-5.12
15,2014-08-27,3.2,-0.94,5.23,-14.92
16,2016-04-26,5.33,5.78,7.36,-8.2
17,2018-03-31,1.36,8.94,3.39,-5.04
18,2018-04-16,-0.34,11.08,1.69,-2.9
19,2018-10-25,8.48,10.86,10.51,-3.12
20,2018-12-23,-0.81,10.44,1.22,-3.54
21,2018-12-28,1.5,11.16,3.53,-2.82
22,2019-01-02,-4.88,9.86,-2.85,-4.12
23,2019-01-04,1.63,12.58,3.66,-1.4
24,2019-01-19,-0.99,11.52,1.04,-2.46
25,2019-01-27,-1.89,9.44,0.14,-4.54
26,2019-02-01,-3.36,9.44,-1.33,-4.54
27,2019-02-03,-6.67,7.64,-4.64,-6.34
28,2019-02-08,2.3,5.58,4.33,-8.4
29,2019-02-16,-2.02,7.08,0.01,-6.9
30,2019-02-28,5.4,11.58,7.43,-2.4
31,2019-03-05,2.18,6.58,4.21,-7.4
32,2019-03-08,3.24,8.44,5.27,-5.54
33,2019-03-28,-1.19,9.8,0.84,-4.18
34,2019-04-02,1.68,13.94,3.71,-0.04
35,2019-04-07,-3.61,8.3,-1.58,-5.68
36,2019-04-12,6.56,13.94,8.59,-0.04
37,2019-04-22,4.77,11.8,6.8,-2.18
38,2019-08-22,6.89,0.06,8.92,-13.92
39,2019-08-27,2.21,0.06,4.24,-13.92
40,2019-08-30,-0.17,0.42,1.86,-13.56
41,2019-09-09,-1.2,0.92,0.83,-13.06
42,2019-09-14,-0.05,0.34,1.98,-13.64
43,2019-09-26,1.81,2.2,3.84,-11.78
44,2019-10-06,-1.0,4.78,1.03,-9.2
45,2019-10-29,1.88,9.8,3.91,-4.18
46,2019-11-03,8.5,15.44,10.53,1.46
47,2019-11-13,3.17,11.52,5.2,-2.46
48,2019-12-08,1.24,8.64,3.27,-5.34
49,2019-12-13,-0.65,9.44,1.38,-4.54
50,2019-12-25,-4.43,10.3,-2.4,-3.68
51,2020-02-08,-1.72,1.64,0.31,-12.34
52,2020-02-23,4.71,9.0,6.74,-4.98
53,2020-03-04,-0.33,5.86,1.7,-8.12
54,2020-05-03,-0.05,9.86,1.98,-4.12
55,2020-05-23,2.51,2.78,4.54,-11.2
56,2020-08-27,3.85,0.34,5.88,-13.64
57,2020-09-18,-4.62,0.92,-2.59,-13.06
58,2020-09-25,2.82,2.0,4.85,-11.98
59,2020-09-28,-6.58,4.06,-4.55,-9.92
60,2020-10-08,4.81,8.14,6.84,-5.84
61,2020-10-13,3.89,9.22,5.92,-4.76
62,2020-10-14,1.9,5.36,3.93,-8.62
63,2020-10-30,3.07,12.36,5.1,-1.62
64,2020-11-12,-3.53,11.08,-1.5,-2.9
65,2020-12-02,-0.54,10.44,1.49,-3.54
66,2020-12-09,4.31,10.66,6.34,-3.32
67,2020-12-14,0.98,14.38,3.01,0.4
68,2020-12-17,-3.66,10.86,-1.63,-3.12
69,2020-12-27,-7.42,11.58,-5.39,-2.4
70,2021-01-03,5.21,11.66,7.24,-2.32
71,2021-01-08,-0.29,9.58,1.74,-4.4
72,2021-01-11,-4.88,9.3,-2.85,-4.68
73,2021-01-13,8.56,1.64,10.59,-12.34
74,2021-01-21,-3.39,11.86,-1.36,-2.12
75,2021-01-23,2.09,14.38,4.12,0.4
76,2021-01-31,4.06,9.22,6.09,-4.76
77,2021-02-17,7.68,12.66,9.71,-1.32
78,2021-03-12,-1.53,13.02,0.5,-0.96
79,2021-04-16,4.59,14.88,6.62,0.9
80,2021-04-26,4.57,8.94,6.6,-5.04
81,2021-08-19,4.89,1.28,6.92,-12.7
82,2021-08-24,9.65,1.28,11.68,-12.7
83,2021-08-30,6.34,1.2,8.37,-12.78
84,2021-09-03,5.37,1.36,7.4,-12.62
85,2021-09-10,0.4,3.14,2.43,-10.84
86,2021-09-15,2.34,0.7,4.37,-13.28
87,2021-09-23,2.77,2.7,4.8,-11.28
