Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-07-02,-0.24,-4.8,0.09,1.74,371.0,-136.04,541.16,675.8,208.76
,LE07,1999-09-04,-0.12,-2.44,-0.65,-13.06,4.96,-47.84,86.92,1041.84,296.96
,LE07,1999-10-22,-0.04,-0.74,-0.74,-14.84,4.84,-64.36,103.32,1041.96,280.44
,LE07,1999-12-09,-0.3,-6.06,-0.81,-16.14,-7.6,-77.8,104.32,1054.4,267.0
,LE07,2000-02-27,-0.18,-3.54,-0.81,-16.22,-3.04,-151.28,182.36,1049.84,193.52
,LE07,2000-03-30,-0.22,-4.36,-0.81,-16.22,1.56,-97.2,132.88,1045.24,247.6
,LE07,2000-04-15,-0.13,-2.58,-0.79,-15.76,6.16,-62.52,102.8,1040.64,282.28
,LE07,2000-11-25,-0.32,-6.5,-0.81,-16.22,-4.36,-142.64,172.4,1051.16,202.16
,LE07,2000-12-11,-0.31,-6.12,-0.81,-16.22,-2.92,-143.16,174.36,1049.72,201.64
,LE07,2001-08-08,-0.39,-7.74,-3.14,-62.78,-6.8,-171.08,198.4,1053.6,173.72
,LE07,2001-09-25,-0.17,-3.46,-0.97,-19.38,-0.52,-215.2,248.8,1047.32,129.6
,LE07,2001-12-14,-0.1,-2.0,-0.81,-16.22,3.0,-120.72,157.84,1043.8,224.08
,LE07,2001-12-30,-0.35,-6.94,-0.81,-16.22,-4.92,-83.72,112.92,1051.72,261.08
,LE07,2002-10-30,-0.38,-7.52,-0.68,-13.68,-5.28,-99.4,128.24,1052.08,245.4
,LE07,2003-01-02,-0.42,-8.34,-0.81,-16.22,-7.56,-86.12,112.68,1054.36,258.68
,LE07,2003-03-23,-0.46,-9.16,-0.81,-16.22,-7.44,-148.16,174.84,1054.24,196.64
,LT05,2003-12-28,-0.57,-11.44,-0.81,-16.22,-11.56,-143.96,166.52,1058.36,200.84
,LT05,2004-04-02,-0.24,-4.72,-0.68,-13.68,1.04,-60.24,95.4,1045.76,284.56
,LT05,2004-09-25,-0.26,-5.24,-0.65,-13.06,-0.28,-78.72,112.56,1047.08,266.08
,LT05,2004-10-27,-0.3,-5.98,-0.61,-12.14,-2.56,-59.0,90.56,1049.36,285.8
,LT05,2004-11-12,-0.31,-6.2,-0.68,-13.6,-2.24,-53.84,85.72,1049.04,290.96
,LT05,2005-03-04,-0.24,-4.8,-0.81,-16.22,-2.2,-160.44,192.36,1049.0,184.36
,LT05,2005-04-05,0.12,2.44,-0.77,-15.46,9.56,-73.04,116.72,1037.24,271.76
,LT05,2005-09-28,-0.14,-2.74,-0.68,-13.68,3.08,-69.76,106.96,1043.72,275.04
,LT05,2006-02-19,-0.58,-11.52,-0.68,-13.6,-13.48,-70.08,90.72,1060.28,274.72
,LT05,2006-11-02,-0.09,-1.84,-0.68,-13.68,6.24,-99.0,139.36,1040.56,245.8
,LT05,2007-01-21,-0.41,-8.2,-0.81,-16.22,-7.56,-112.52,139.08,1054.36,232.28
