Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-11-12,0.38,7.5,-0.34,-6.74,37.6,-699.12,778.76,852.24,176.68
,LE07,1999-11-28,0.42,8.4,-0.15,-2.94,45.2,-688.4,775.64,844.64,187.4
,LE07,1999-12-14,0.37,7.34,-0.39,-7.86,47.08,-702.04,791.16,842.76,173.76
,LE07,2000-12-16,0.49,9.74,-0.63,-12.52,51.96,-712.84,806.84,837.88,162.96
,LE07,2001-01-01,0.48,9.52,-0.55,-10.92,50.44,-702.12,794.6,839.4,173.68
,LE07,2001-01-17,-0.2,-4.04,-0.53,-10.56,22.32,-646.32,710.68,867.52,229.48
,LE07,2002-01-20,0.53,10.52,0.06,1.22,32.28,-624.12,698.44,857.56,251.68
,LE07,2002-10-03,-0.38,-7.62,-0.22,-4.3,-0.16,-520.52,562.4,890.0,355.28
,LE07,2002-10-12,0.5,10.02,-0.32,-6.5,30.68,-463.72,536.44,859.16,412.08
,LE07,2003-02-24,0.29,5.88,0.11,2.2,16.6,-627.72,686.36,873.24,248.08
,LE07,2003-04-13,-0.11,-2.26,0.04,0.86,2.4,-677.56,722.0,887.44,198.24
,LT05,2004-07-21,0.48,9.62,0.26,5.16,48.72,-615.72,706.48,841.12,260.08
,LT05,2004-11-26,-0.56,-11.24,-0.17,-3.44,-1.84,-694.68,734.88,891.68,181.12
,LT05,2005-08-09,0.1,1.98,0.14,2.82,38.84,-521.44,602.32,851.0,354.36
,LT05,2005-09-10,0.01,0.26,-0.69,-13.86,31.8,-695.16,769.0,858.04,180.64
,LT05,2005-11-13,-0.26,-5.16,-0.29,-5.88,25.52,-717.6,785.16,864.32,158.2
,LT05,2006-01-23,0.12,2.32,-0.53,-10.68,21.72,-658.08,721.84,868.12,217.72
,LT05,2011-01-21,0.23,4.54,-0.63,-12.64,7.92,-645.12,695.08,881.92,230.68
,LT05,2011-02-06,-0.02,-0.42,-0.24,-4.9,5.92,-683.52,731.48,883.92,192.28
,LC08,2013-09-23,0.76,15.26,0.19,3.8,28.0,3.76,66.28,861.6,879.56
,LC08,2013-11-10,0.71,14.26,0.18,3.68,25.96,2.28,65.72,863.88,878.08
,LC08,2014-01-13,-0.31,-6.16,0.53,10.68,-7.6,3.52,30.92,897.44,879.32
,LC08,2014-03-02,0.2,3.94,0.45,8.96,6.36,-29.44,77.84,883.44,846.36
,LC08,2014-09-26,0.55,11.08,0.44,8.72,16.96,7.56,51.44,872.88,883.36
,LC08,2015-12-18,0.86,17.22,0.47,9.44,29.44,8.4,63.08,860.4,884.2
,LC08,2016-01-03,0.77,15.32,0.29,5.88,22.52,4.68,59.88,867.32,880.48
,LC08,2017-09-18,0.22,4.32,0.32,6.5,5.92,5.56,42.4,883.56,881.36
,LC08,2018-02-25,0.14,2.7,0.34,6.74,4.32,0.76,45.6,885.36,876.56
,LC08,2018-04-30,-0.1,-1.98,0.4,7.98,-3.52,4.16,34.36,893.28,879.96
,LC08,2018-09-05,0.62,12.46,0.28,5.52,18.64,4.24,56.44,871.12,880.04
,LC08,2018-09-21,0.07,1.36,0.2,4.04,3.08,2.04,43.08,886.6,877.84
,LC08,2018-10-07,-0.27,-5.32,0.32,6.5,-7.4,-0.36,35.0,897.24,875.44
,S2,2018-12-21,-0.23,-4.6,0.26,5.16,-3.0,1.76,37.28,892.84,877.56
,S2,2018-12-23,0.4,7.9,0.12,2.34,10.16,2.8,49.4,879.68,878.6
