,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-11-12,0.0,0.0,0.0
1,1999-11-28,-0.17,-0.42,0.59
2,1999-12-14,0.86,-0.1,-0.75
3,2000-12-16,0.87,-0.27,-0.6
4,2001-01-01,-0.68,0.08,0.59
5,2001-01-17,-4.64,1.56,3.09
6,2002-01-20,-0.68,-0.55,1.23
7,2002-10-03,-7.53,1.79,5.73
8,2002-10-12,-1.44,-1.71,3.14
9,2003-02-24,8.29,0.78,-9.07
10,2003-04-13,1.97,0.79,-2.76
11,2004-07-21,-0.86,-2.56,3.42
12,2004-11-26,1.57,2.8,-4.37
13,2005-08-09,-7.33,-2.25,9.58
14,2005-09-10,9.22,0.39,-9.61
15,2005-11-13,0.89,0.35,-1.24
16,2006-01-23,-3.5,0.21,3.29
17,2011-01-21,-1.48,0.76,0.72
18,2011-02-06,2.01,0.11,-2.12
19,2013-09-23,-36.8,-1.23,38.03
20,2013-11-10,-0.03,0.12,-0.09
21,2014-01-13,-1.93,1.86,0.07
22,2014-03-02,2.6,-0.77,-1.82
23,2014-09-26,-1.46,-0.59,2.05
24,2015-12-18,0.64,-0.69,0.05
25,2016-01-03,-0.18,0.38,-0.21
26,2017-09-18,-0.97,0.91,0.06
27,2018-02-25,0.18,0.09,-0.27
28,2018-04-30,-0.62,0.44,0.19
29,2018-09-05,1.22,-1.23,0.0
30,2018-09-21,-0.74,0.86,-0.12
31,2018-10-07,-0.45,0.58,-0.14
32,2018-12-21,0.13,-0.24,0.12
33,2018-12-23,0.67,-0.73,0.06
34,2018-12-26,18.62,-18.59,-0.02
35,2019-01-10,-16.92,16.7,0.22
36,2019-01-15,-0.71,0.92,-0.21
37,2019-02-01,-0.62,0.49,0.13
38,2019-02-09,1.0,-0.94,-0.07
39,2019-02-14,0.83,-0.97,0.14
40,2019-02-21,-0.6,0.73,-0.13
41,2019-02-24,0.26,-0.36,0.1
42,2019-03-01,0.18,-0.29,0.1
43,2019-03-28,0.32,0.55,-0.87
44,2019-04-12,-0.54,-0.05,0.59
45,2019-04-15,-1.43,1.29,0.14
46,2019-09-02,0.65,-0.62,-0.03
