,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-11-12,0.0,0.0,-1.27,-6.74
1,1999-11-28,-3.41,3.8,-4.68,-2.94
2,1999-12-14,-1.39,-1.12,-2.66,-7.86
3,2000-12-16,-2.99,-5.78,-4.26,-12.52
4,2001-01-01,1.56,-4.18,0.29,-10.92
5,2001-01-17,-3.23,-3.82,-4.5,-10.56
6,2002-01-20,3.17,7.96,1.9,1.22
7,2002-10-03,7.19,2.44,5.92,-4.3
8,2002-10-12,3.29,0.24,2.02,-6.5
9,2003-02-24,6.53,8.94,5.26,2.2
10,2003-04-13,10.86,7.6,9.59,0.86
11,2004-07-21,3.35,11.9,2.08,5.16
12,2004-11-26,-3.82,3.3,-5.09,-3.44
13,2005-08-09,-2.75,9.56,-4.02,2.82
14,2005-09-10,-8.47,-7.12,-9.74,-13.86
15,2005-11-13,12.11,0.86,10.84,-5.88
16,2006-01-23,0.97,-3.94,-0.3,-10.68
17,2011-01-21,1.96,-5.9,0.69,-12.64
18,2011-02-06,-7.92,1.84,-9.19,-4.9
19,2013-09-23,12.38,10.54,11.11,3.8
20,2013-11-10,9.07,10.42,7.8,3.68
21,2014-01-13,7.11,17.42,5.84,10.68
22,2014-03-02,6.13,15.7,4.86,8.96
23,2014-09-26,18.66,15.46,17.39,8.72
24,2015-12-18,9.41,16.18,8.14,9.44
25,2016-01-03,16.44,12.62,15.17,5.88
26,2017-09-18,22.97,13.24,21.7,6.5
27,2018-02-25,12.43,13.48,11.16,6.74
28,2018-04-30,10.98,14.72,9.71,7.98
29,2018-09-05,17.27,12.26,16.0,5.52
30,2018-09-21,13.25,10.78,11.98,4.04
31,2018-10-07,13.03,13.24,11.76,6.5
32,2018-12-21,13.13,11.9,11.86,5.16
33,2018-12-23,15.48,9.08,14.21,2.34
34,2018-12-26,3.71,8.22,2.44,1.48
35,2019-01-10,3.8,14.96,2.53,8.22
36,2019-01-15,9.27,8.22,8.0,1.48
37,2019-02-01,14.44,14.1,13.17,7.36
38,2019-02-09,-3.3,10.42,-4.57,3.68
39,2019-02-14,17.37,14.34,16.1,7.6
40,2019-02-21,-2.15,10.92,-3.42,4.18
41,2019-02-24,6.19,12.62,4.92,5.88
42,2019-03-01,27.85,18.16,26.58,11.42
43,2019-03-28,12.34,11.4,11.07,4.66
44,2019-04-12,7.45,7.72,6.18,0.98
45,2019-04-15,19.59,10.66,18.32,3.92
46,2019-09-02,14.79,9.44,13.52,2.7
47,2019-09-08,1.73,11.78,0.46,5.04
48,2019-09-09,11.03,9.68,9.76,2.94
49,2019-09-14,8.59,11.04,7.32,4.3
50,2019-10-14,18.59,6.38,17.32,-0.36
51,2019-10-22,5.68,9.94,4.41,3.2
52,2019-11-11,7.57,10.06,6.3,3.32
53,2019-12-08,4.42,14.1,3.15,7.36
54,2020-01-02,0.17,9.2,-1.1,2.46
55,2020-02-04,17.51,17.78,16.24,11.04
56,2020-02-09,7.67,10.18,6.4,3.44
57,2020-02-24,17.06,8.22,15.79,1.48
58,2020-02-29,2.5,12.5,1.23,5.76
59,2020-03-30,10.36,12.02,9.09,5.28
60,2020-09-06,3.52,9.2,2.25,2.46
61,2020-10-13,3.38,6.5,2.11,-0.24
62,2020-10-26,3.21,5.76,1.94,-0.98
63,2020-11-10,21.0,16.92,19.73,10.18
64,2020-11-17,-15.02,10.54,-16.29,3.8
65,2020-11-25,5.98,12.02,4.71,5.28
66,2020-11-30,-3.59,13.62,-4.86,6.88
67,2020-12-12,6.73,11.64,5.46,4.9
68,2020-12-25,2.15,11.4,0.88,4.66
69,2020-12-27,14.32,6.86,13.05,0.12
70,2021-01-11,12.46,11.4,11.19,4.66
71,2021-01-14,-1.3,11.16,-2.57,4.42
72,2021-01-29,14.68,14.48,13.41,7.74
73,2021-02-15,-3.08,7.1,-4.35,0.36
