Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2001-11-26,-15.87,-317.32,-0.6,-11.94,-19.88,-45.36,46.48,1038.2,206.12
,LE07,2001-12-19,-0.08,-1.5,-0.51,-10.22,30.12,-24.44,75.56,988.2,227.04
,LE07,2002-05-21,-11.63,-232.62,-0.97,-19.42,450.32,-91.96,563.28,568.0,159.52
,LT05,2004-11-01,-0.06,-1.2,-3.52,-70.34,15.32,-103.48,139.8,1003.0,148.0
,LT05,2011-01-21,0.22,4.48,-0.57,-11.36,41.96,-16.0,78.96,976.36,235.48
,LC08,2013-08-31,0.27,5.38,0.5,9.92,5.04,0.84,25.2,1013.28,252.32
,LC08,2013-09-23,4.49,89.84,-0.06,-1.3,85.68,-2.92,109.6,932.64,248.56
,LC08,2014-08-18,0.34,6.86,0.12,2.44,8.04,-3.44,32.48,1010.28,248.04
,LC08,2014-09-19,-0.15,-2.98,0.55,11.08,1.2,0.84,21.36,1017.12,252.32
,LC08,2014-10-12,4.44,88.78,-0.01,-0.14,66.72,-3.88,91.6,951.6,247.6
,LC08,2014-10-28,4.37,87.46,0.18,3.6,78.0,-2.32,101.32,940.32,249.16
,LC08,2015-09-29,4.31,86.14,-0.96,-19.14,61.04,-51.84,133.88,957.28,199.64
,LC08,2016-09-08,3.72,74.48,-0.27,-5.32,44.32,-4.28,69.6,974.0,247.2
,LC08,2016-11-18,0.79,15.82,0.61,12.24,29.16,1.4,48.76,989.16,252.88
,LC08,2017-04-04,0.84,16.72,0.47,9.36,16.88,1.28,36.6,1001.44,252.76
,LC08,2017-10-13,0.42,8.36,0.01,0.14,6.36,-3.32,30.68,1011.96,248.16
,LC08,2018-01-01,0.46,9.26,-0.08,-1.58,19.84,-7.0,47.84,998.48,244.48
,S2,2018-12-23,0.72,14.32,0.38,7.62,27.48,0.4,48.08,990.84,251.88
,S2,2018-12-28,3.16,63.1,0.09,1.88,87.4,-2.12,110.52,930.92,249.36
,S2,2019-02-06,3.16,63.1,0.5,9.92,75.44,1.76,94.68,942.88,253.24
,S2,2019-03-28,0.92,18.5,0.48,9.64,28.2,2.16,47.04,990.12,253.64
,S2,2019-04-12,0.82,16.42,0.38,7.62,27.32,1.68,46.64,991.0,253.16
,LC08,2019-11-11,-0.84,-16.72,-0.04,-0.72,12.28,-5.08,38.36,1006.04,246.4
,S2,2020-10-08,4.19,83.74,-0.45,-9.06,75.76,-7.96,104.72,942.56,243.52
,S2,2020-11-12,-0.22,-4.48,0.11,2.16,0.12,-3.44,24.56,1018.2,248.04
,S2,2020-12-27,0.63,12.54,0.04,0.72,120.68,-4.96,146.64,897.64,246.52
,S2,2021-01-11,0.31,6.26,0.11,2.16,18.76,-2.64,42.4,999.56,248.84
,LC08,2021-01-25,0.08,1.5,0.01,0.14,4.72,-5.16,30.88,1013.6,246.32
,S2,2021-02-20,0.72,14.32,-0.02,-0.44,49.72,-3.72,74.44,968.6,247.76
,S2,2021-03-12,0.73,14.62,0.18,3.6,35.08,-1.28,57.36,983.24,250.2
,S2,2021-03-17,5.01,100.16,0.09,1.88,83.72,-1.52,106.24,934.6,249.96
,S2,2021-08-29,3.94,78.72,-0.76,-15.1,72.96,-17.16,111.12,945.36,234.32
,S2,2021-11-27,3.44,68.7,-0.52,-10.5,44.44,-9.8,75.24,973.88,241.68
,S2,2021-12-07,4.53,90.62,-0.32,-6.48,118.56,-5.2,144.76,899.76,246.28
,S2,2022-02-20,4.33,86.66,0.01,0.14,67.24,-2.84,91.08,951.08,248.64
,LC08,2022-03-01,0.85,17.02,0.35,7.06,30.44,-0.8,52.24,987.88,250.68
