,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-08-26,0.0,0.0,0.0
1,1999-09-27,-0.65,0.71,-0.05
2,2000-05-24,1.07,-0.81,-0.26
3,2002-09-19,0.26,-0.25,-0.01
4,2005-03-11,-1.2,1.18,0.03
5,2005-03-27,-0.15,-0.16,0.31
6,2014-04-05,-0.2,-0.08,0.28
7,2014-04-21,1.47,-1.59,0.12
8,2016-03-25,-1.16,1.54,-0.39
9,2016-06-13,1.98,-2.4,0.42
10,2016-06-29,-0.42,0.43,-0.01
11,2017-09-04,-0.09,0.06,0.03
12,2018-01-10,1.12,-0.4,-0.73
13,2018-08-06,-1.72,0.95,0.78
14,2018-12-25,0.67,0.1,-0.77
15,2019-01-04,0.97,-0.97,0.01
16,2019-01-24,-0.85,0.86,-0.01
17,2019-02-18,0.32,-0.57,0.25
18,2019-04-14,4.93,-4.69,-0.24
19,2019-04-24,-3.67,2.96,0.7
20,2019-05-21,15.86,-15.86,-0.0
21,2019-07-08,-18.34,18.33,0.01
22,2019-08-09,1.08,-1.07,-0.01
23,2019-09-06,0.08,0.62,-0.71
24,2019-09-21,0.01,-0.01,-0.01
25,2019-10-26,1.81,-2.42,0.61
26,2019-11-20,0.18,0.45,-0.63
27,2019-12-30,-1.41,1.15,0.26
28,2020-01-19,-0.14,0.37,-0.24
29,2020-02-13,-1.91,1.91,-0.01
30,2020-03-14,0.73,-0.7,-0.04
31,2020-05-03,0.92,-0.96,0.04
32,2020-07-10,0.87,-1.58,0.71
33,2020-08-26,4.45,-3.72,-0.73
34,2020-09-28,-5.59,4.92,0.67
35,2020-11-14,1.18,-0.79,-0.4
36,2020-12-14,-1.1,1.08,0.02
37,2021-01-03,-0.27,0.54,-0.27
38,2021-01-23,6.05,-6.06,0.01
39,2021-02-12,-6.52,6.55,-0.03
40,2021-05-03,4.76,-4.79,0.02
41,2021-05-18,-1.61,0.91,0.7
42,2021-12-24,-2.6,3.32,-0.71
43,2022-02-22,-1.49,1.48,0.01
44,2022-03-26,1.11,-1.8,0.69
45,2023-03-19,2.2,-1.53,-0.67
46,2023-05-24,-3.83,2.58,1.25
47,2023-08-16,3.17,-1.94,-1.24
48,2023-08-28,-1.56,0.29,1.27
49,2023-09-20,3.06,-2.56,-0.51
50,2023-11-09,-2.04,2.83,-0.79
51,2024-04-17,2.84,-3.11,0.27
52,2024-04-22,-0.02,0.26,-0.24
53,2024-05-10,-5.55,4.94,0.6
54,2024-11-03,1.13,-0.49,-0.64
55,2024-12-13,1.6,-1.61,0.02
56,2024-12-28,0.13,-0.13,-0.01
57,2025-01-27,0.73,-0.73,0.01
58,2025-02-21,0.2,-0.17,-0.02
59,2025-03-13,-1.44,1.43,0.01
60,2025-03-23,2.11,-2.13,0.02
