,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-08-28,0.0,0.0,0.0
1,2000-01-19,0.5,-0.75,0.25
2,2000-08-14,5.54,0.27,-5.81
3,2001-01-05,-7.28,1.38,5.9
4,2001-04-27,-4.3,4.62,-0.32
5,2001-05-13,1.59,-1.58,-0.01
6,2001-09-18,8.36,-4.32,-4.04
7,2002-07-19,4.76,-0.21,-4.55
8,2003-01-27,-10.61,1.72,8.89
9,2003-03-16,3.73,-2.52,-1.2
10,2003-05-03,-3.82,4.23,-0.41
11,2004-01-22,1.14,-2.68,1.54
12,2004-02-23,0.16,3.22,-3.38
13,2004-10-20,-2.77,1.46,1.31
14,2005-01-08,6.66,-5.62,-1.05
15,2005-08-20,-0.76,-0.13,0.89
16,2005-10-07,-3.58,4.31,-0.72
17,2006-02-28,1.84,-3.26,1.42
18,2006-10-10,-4.62,4.68,-0.06
19,2006-12-06,3.87,-3.91,0.04
20,2006-12-13,-1.89,2.03,-0.14
21,2007-01-30,3.64,-3.77,0.13
22,2013-07-25,-4.96,4.72,0.23
23,2013-09-27,0.67,-1.14,0.47
24,2013-10-29,1.51,-2.39,0.88
25,2013-11-30,1.07,-1.23,0.16
26,2014-11-17,-1.91,1.93,-0.01
27,2015-05-12,-1.16,1.77,-0.61
28,2015-06-13,4.31,-3.22,-1.09
29,2015-07-15,-0.62,-0.34,0.96
30,2015-08-16,-1.22,1.33,-0.12
31,2015-12-06,1.29,-0.85,-0.44
32,2016-09-19,-4.37,4.57,-0.19
33,2017-03-14,-0.54,-1.57,2.11
34,2018-04-18,0.22,-0.26,0.04
35,2018-08-24,4.84,-3.03,-1.81
36,2018-12-27,-5.75,3.93,1.82
37,2019-01-01,4.61,-4.1,-0.5
38,2019-01-16,-1.05,-0.04,1.09
39,2019-01-21,1.98,0.43,-2.41
40,2019-01-26,-3.91,3.29,0.62
41,2019-01-31,4.19,-3.51,-0.69
42,2019-02-10,-4.89,4.2,0.69
43,2019-02-20,4.93,-4.02,-0.91
44,2019-02-25,-5.37,4.45,0.92
45,2019-03-04,5.15,-4.71,-0.44
46,2019-03-17,1.3,-2.4,1.09
47,2019-03-22,-3.84,2.74,1.1
48,2019-04-26,-1.51,1.46,0.05
49,2019-05-23,-2.21,3.74,-1.53
50,2019-06-08,19.9,-21.36,1.46
51,2019-07-10,-17.73,19.37,-1.64
52,2019-07-30,6.71,-6.22,-0.49
53,2019-08-19,-4.42,4.45,-0.03
54,2019-08-27,2.24,-2.07,-0.17
55,2019-09-28,3.65,-3.71,0.06
56,2019-10-03,-8.35,8.88,-0.53
57,2019-10-28,6.56,-7.71,1.15
58,2019-11-02,-5.62,6.04,-0.43
59,2019-12-12,1.68,-2.5,0.82
60,2020-01-11,1.8,-0.27,-1.53
61,2020-01-21,0.6,-1.95,1.36
