Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-26,0.19,3.8,-0.8,-16.06,-3.36,-7.76,32.8,1052.04,25.88
,LE07,1999-09-04,-0.62,-12.4,-0.72,-14.36,-11.08,-5.8,23.12,1059.76,27.84
,LE07,1999-09-27,-0.16,-3.3,-0.8,-16.06,-7.88,-7.88,28.4,1056.56,25.76
,LE07,2000-03-30,-0.24,-4.82,-0.68,-13.52,-5.84,-5.12,27.68,1054.52,28.52
,LE07,2000-05-01,0.49,9.88,-0.69,-13.8,1.4,-5.48,35.28,1047.28,28.16
,LE07,2000-05-08,-0.72,-14.44,-0.68,-13.52,-1.16,-5.32,32.56,1049.84,28.32
,LE07,2000-05-24,-0.44,-8.86,-0.7,-14.08,437.88,-6.8,473.08,610.8,26.84
,LE07,2000-07-11,-0.49,-9.88,-0.7,-14.08,13.6,-5.88,47.88,1035.08,27.76
,LE07,2000-07-27,-0.54,-10.88,-0.69,-13.8,7.04,-5.56,41.0,1041.64,28.08
,LE07,2000-08-12,0.06,1.26,-0.78,-15.5,4.52,-6.52,39.44,1044.16,27.12
,LE07,2000-10-08,-0.57,-11.4,-0.78,-15.5,-6.64,-7.04,28.8,1055.32,26.6
,LE07,2001-01-28,-0.65,-12.92,-0.68,-13.52,-8.84,-5.48,25.04,1057.52,28.16
,LE07,2001-04-09,0.62,12.4,-0.69,-13.8,270.28,-7.72,306.4,778.4,25.92
,LE07,2001-10-02,0.34,6.84,-0.82,-16.34,4.2,-7.92,40.52,1044.48,25.72
,LE07,2001-12-14,0.52,10.38,-0.78,-15.5,2.56,-7.32,38.28,1046.12,26.32
,LE07,2002-08-02,-0.44,-8.86,-0.68,-13.52,-5.84,-5.52,28.08,1054.52,28.12
,LE07,2002-09-03,-0.16,-3.3,-0.68,-13.52,-4.2,-5.56,29.76,1052.88,28.08
,LE07,2002-10-14,-0.65,-12.92,-0.66,-13.24,-8.08,-5.56,25.88,1056.76,28.08
,LE07,2002-10-21,-0.19,-3.8,-0.78,-15.5,-1.56,-7.6,34.44,1050.24,26.04
,LE07,2002-10-30,-0.67,-13.42,-0.65,-12.96,-8.4,-5.48,25.48,1057.08,28.16
,LE07,2003-01-18,0.01,0.26,-0.61,-12.12,-3.08,-5.04,30.36,1051.76,28.6
,LE07,2003-02-19,-0.44,-8.86,-0.65,-12.96,-5.84,-5.04,27.6,1054.52,28.6
,LT05,2004-04-02,0.52,10.38,-0.69,-13.8,2.56,-5.48,36.44,1046.12,28.16
,LT05,2004-05-04,0.37,7.34,-0.7,-14.08,11.36,-6.96,46.72,1037.32,26.68
,LT05,2004-05-20,-0.04,-0.76,-0.62,-12.4,23.0,-5.36,56.76,1025.68,28.28
,LT05,2004-07-14,0.44,8.86,-0.66,-13.24,27.4,-6.96,62.76,1021.28,26.68
,LT05,2004-09-25,0.34,6.84,-0.73,-14.64,0.12,-7.12,35.64,1048.56,26.52
,LT05,2005-03-27,-0.16,-3.3,-0.44,-8.74,-7.44,-1.68,22.64,1056.12,31.96
,LT05,2005-10-05,-0.27,-5.32,-0.68,-13.52,-7.52,-6.36,27.24,1056.2,27.28
,LT05,2005-11-22,-0.8,-15.94,-0.76,-15.22,-11.24,-6.72,23.88,1059.92,26.92
,LT05,2006-02-26,0.57,11.4,-0.59,-11.84,5.24,-4.92,38.56,1043.44,28.72
,LT05,2006-04-15,-0.01,-0.26,-0.69,-13.8,-1.44,-6.72,33.68,1050.12,26.92
,LT05,2006-05-17,-0.39,-7.84,-0.63,-12.68,27.8,-6.44,62.64,1020.88,27.2
,LT05,2006-10-08,0.39,7.84,-0.61,-12.12,0.24,-5.8,34.44,1048.44,27.84
,LT05,2006-11-18,0.52,10.38,-0.69,-13.8,2.68,-6.8,37.88,1046.0,26.84
,LT05,2007-01-21,-0.65,-12.92,-0.62,-12.4,-8.28,-5.04,25.16,1056.96,28.6
,LT05,2008-02-16,-0.54,-10.88,-0.49,-9.86,-9.4,-2.84,21.84,1058.08,30.8
,LT05,2010-02-21,-0.92,-18.48,-0.08,-1.7,-12.08,-0.44,16.76,1060.76,33.2
,LT05,2010-11-20,0.62,12.4,-0.54,-10.7,4.4,-6.28,39.08,1044.28,27.36
,LT05,2010-12-22,0.29,5.82,-0.16,-3.1,1.8,-1.16,31.36,1046.88,32.48
,LT05,2011-02-01,0.92,18.48,-0.1,-1.98,5.16,-0.48,34.04,1043.52,33.16
,LC08,2013-07-23,0.52,10.38,0.04,0.84,0.84,0.24,29.0,1047.84,33.88
,LC08,2013-08-08,0.24,4.82,0.08,1.7,-1.24,0.2,26.96,1049.92,33.84
,LC08,2013-12-30,0.62,12.4,0.13,2.54,5.56,0.48,33.48,1043.12,34.12
,LC08,2014-05-23,-0.42,-8.36,0.37,7.32,-5.4,1.48,21.52,1054.08,35.12
,LC08,2015-03-23,-0.27,-5.32,0.31,6.2,-4.92,1.2,22.28,1053.6,34.84
,LC08,2015-04-24,-0.54,-10.88,0.45,9.02,-7.88,1.76,18.76,1056.56,35.4
,LC08,2015-05-03,0.62,12.4,0.17,3.38,6.52,0.6,34.32,1042.16,34.24
,LC08,2015-07-13,0.62,12.4,0.24,4.78,5.0,0.76,32.64,1043.68,34.4
,LC08,2015-10-17,-0.19,-3.8,0.22,4.5,-5.12,0.76,22.52,1053.8,34.4
,LC08,2015-12-13,0.52,10.38,0.49,9.86,3.2,2.04,29.56,1045.24,35.68
,LC08,2016-03-18,0.47,9.36,0.27,5.36,0.28,0.56,28.12,1048.32,34.2
,LC08,2016-04-26,0.29,5.82,0.48,9.58,-3.48,1.88,23.04,1052.16,35.52
,LC08,2016-05-12,-0.6,-11.9,0.68,13.52,-8.88,2.96,16.56,1057.52,36.6
,LC08,2016-10-12,0.32,6.32,0.39,7.88,-0.04,1.6,26.76,1048.72,35.24
,LC08,2016-11-20,-0.54,-10.88,0.65,12.96,-7.8,2.84,17.76,1056.48,36.48
,LC08,2016-12-15,0.92,18.48,0.39,7.88,4.92,1.56,31.76,1043.76,35.2
,LC08,2017-04-22,0.6,11.9,0.31,6.2,1.6,1.16,28.84,1047.04,34.8
,LC08,2017-09-13,-0.62,-12.4,0.52,10.42,-5.64,1.92,20.84,1054.32,35.56
,LC08,2017-12-09,-0.8,-15.94,0.61,12.12,-13.96,1.64,12.8,1062.64,35.28
,LC08,2018-01-19,0.11,2.28,0.3,5.92,-0.4,1.08,26.92,1049.08,34.72
,LC08,2018-02-11,0.16,3.3,0.32,6.48,-0.28,1.2,26.92,1048.92,34.84
,LC08,2018-03-15,0.87,17.46,0.13,2.54,5.64,0.56,33.48,1043.04,34.2
,LC08,2018-03-31,0.98,19.5,0.13,2.54,12.28,0.56,40.12,1036.4,34.2
,LC08,2018-04-25,0.16,3.3,0.3,5.92,-0.08,0.96,27.36,1048.76,34.6
,LC08,2018-05-18,-0.34,-6.84,0.32,6.48,-2.32,1.24,24.84,1050.76,34.88
,LC08,2018-07-05,-0.42,-8.36,0.32,6.48,-2.44,1.28,24.68,1051.12,34.92
,LC08,2018-10-25,1.18,23.64,0.17,3.38,9.88,0.64,37.64,1038.8,34.28
,LC08,2018-12-21,0.5,9.94,0.11,2.26,14.36,0.44,42.32,1034.16,34.08
,S2,2019-01-04,1.11,22.28,0.35,7.04,12.72,0.96,40.16,1035.96,34.6
,S2,2019-01-09,0.49,9.88,0.24,4.78,1.24,0.64,29.0,1047.44,34.28
,S2,2019-01-19,1.23,24.68,0.27,5.36,11.76,0.72,39.44,1036.92,34.36
,S2,2019-02-03,1.16,23.18,0.0,0.0,11.56,-0.08,40.04,1037.12,33.56
