,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-09-29,0.0,0.0,0.0
1,1999-10-24,0.46,-0.61,0.15
2,2000-01-03,-0.61,0.4,0.21
3,2000-02-20,44.48,-44.11,-0.37
4,2001-09-18,-6.45,5.91,0.54
5,2001-09-27,-38.23,38.3,-0.06
6,2001-10-13,12.16,-12.55,0.38
7,2002-02-25,-12.22,12.3,-0.09
8,2002-03-22,-0.0,-0.3,0.3
9,2003-02-21,0.12,0.51,-0.64
10,2003-03-16,34.65,-34.57,-0.08
11,2003-11-19,-33.77,33.72,0.05
12,2003-12-05,26.17,-26.37,0.2
13,2004-10-20,-9.34,9.43,-0.09
14,2004-12-07,-17.48,17.41,0.06
15,2005-11-08,0.03,0.22,-0.26
16,2006-02-12,27.05,-27.07,0.03
17,2006-10-10,-27.46,27.48,-0.02
18,2006-11-20,20.45,-22.48,2.03
19,2006-11-27,-2.37,2.42,-0.05
20,2006-12-29,-15.58,15.61,-0.03
21,2007-01-30,-1.8,3.72,-1.91
22,2013-08-26,-1.82,-0.64,2.47
23,2013-10-06,0.6,0.15,-0.75
24,2013-10-29,0.34,-0.34,0.0
25,2013-12-09,0.21,-0.15,-0.05
26,2014-01-10,0.99,-0.88,-0.11
27,2014-02-11,-0.91,0.88,0.03
28,2014-03-31,-0.94,0.26,0.68
29,2014-09-14,-0.05,-0.01,0.06
30,2014-11-01,0.97,-0.53,-0.44
31,2014-11-26,-0.54,0.64,-0.1
32,2014-12-03,0.29,-0.21,-0.07
33,2015-01-13,0.21,-0.11,-0.11
34,2015-02-14,0.25,-0.28,0.04
35,2015-10-19,-0.47,0.39,0.09
36,2015-11-13,0.15,-0.15,0.01
37,2016-02-24,-0.52,0.5,0.02
38,2016-10-30,0.48,-0.63,0.15
39,2017-01-25,-0.17,0.31,-0.14
40,2017-10-01,-0.22,0.17,0.05
41,2017-10-17,0.83,-0.86,0.03
42,2017-12-11,-0.15,0.96,-0.81
43,2018-09-02,-1.54,0.43,1.11
44,2018-09-09,1.11,-0.86,-0.25
45,2018-10-04,0.02,0.05,-0.07
46,2018-10-20,0.07,-0.03,-0.05
47,2018-11-05,0.09,-0.1,0.01
48,2018-11-21,-0.26,0.15,0.11
49,2018-12-14,-0.03,0.33,-0.29
50,2019-01-01,0.22,-0.12,-0.1
51,2019-01-03,-0.1,0.13,-0.03
52,2019-01-11,-0.18,0.11,0.07
53,2019-01-21,0.03,-0.05,0.01
54,2019-02-02,0.4,-0.47,0.07
55,2019-02-05,-0.43,0.46,-0.02
56,2019-02-12,-0.01,0.05,-0.03
57,2019-02-15,0.07,-0.07,0.0
58,2019-02-25,0.21,-0.17,-0.04
59,2019-02-27,0.29,-0.33,0.04
60,2019-03-02,0.45,-0.44,-0.01
61,2019-03-04,-0.55,0.58,-0.02
62,2019-03-09,-0.38,0.32,0.06
63,2019-03-19,0.73,-0.56,-0.17
64,2019-04-01,-0.5,0.28,0.22
65,2019-04-03,0.23,0.06,-0.28
66,2019-04-08,-0.39,0.11,0.28
67,2019-04-13,0.21,-0.08,-0.13
68,2019-04-18,0.71,-0.7,-0.0
69,2019-04-26,-0.89,0.79,0.1
70,2019-05-13,0.29,-0.27,-0.02
71,2019-05-16,-0.02,-0.05,0.06
72,2019-05-23,-0.15,0.26,-0.11
73,2019-06-15,0.03,-0.16,0.13
74,2019-08-04,-0.67,0.73,-0.06
75,2019-08-29,0.88,-0.92,0.04
76,2019-09-10,-0.31,0.25,0.07
77,2019-09-15,-0.21,0.28,-0.06
78,2019-09-21,0.16,-0.45,0.29
79,2019-09-28,0.18,0.37,-0.54
80,2019-10-03,-0.33,-0.01,0.34
81,2019-10-08,1.15,-1.11,-0.04
82,2019-10-30,-1.14,1.17,-0.03
83,2019-11-02,0.0,0.07,-0.08
84,2019-11-04,0.34,-0.26,-0.08
85,2019-11-07,0.78,-0.8,0.02
86,2019-11-12,11.31,-11.33,0.02
87,2019-11-14,-12.61,12.76,-0.15
88,2019-11-22,1.28,-1.31,0.03
89,2019-11-24,0.11,0.36,-0.47
90,2019-12-04,-1.13,0.58,0.54
91,2019-12-27,-0.03,-0.01,0.04
92,2020-01-03,-0.21,0.37,-0.16
93,2020-01-06,0.22,-0.22,0.0
94,2020-01-08,0.6,-0.68,0.08
95,2020-01-11,-0.53,0.55,-0.01
96,2020-01-23,0.56,-0.21,-0.35
97,2020-02-02,-0.12,0.03,0.09
98,2020-02-05,0.22,-0.18,-0.04
99,2020-02-10,-0.49,0.45,0.04
100,2020-02-12,-0.45,0.5,-0.05
101,2020-02-22,0.5,-0.66,0.16
102,2020-02-27,0.02,0.04,-0.06
103,2020-03-11,-0.52,0.2,0.32
104,2020-03-13,0.07,-0.0,-0.07
105,2020-03-23,0.27,0.52,-0.8
106,2020-03-26,-0.27,-0.49,0.76
107,2020-03-28,0.16,-0.28,0.11
108,2020-03-31,0.13,-0.07,-0.06
109,2020-04-02,0.07,0.01,-0.09
