Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LC08,2013-10-02,-0.67,-13.38,,,-3.44,-0.56,8.84,2000.88,10.48
,LC08,2014-04-21,-0.75,-15.04,,,-5.48,-0.52,6.76,2002.92,10.52
,LC08,2014-08-18,-0.97,-19.44,,,-9.24,-0.16,2.64,2006.64,10.88
,LC08,2014-09-19,-3.71,-74.14,,,-9.8,-0.44,2.36,2006.88,10.6
,LC08,2015-02-03,0.77,15.32,,,10.24,0.28,21.68,1987.2,11.32
,LC08,2015-05-01,0.2,4.0,,,7.28,-0.6,19.6,1990.16,10.44
,LC08,2015-08-21,-0.53,-10.62,,,1.28,-0.32,13.32,1995.88,10.72
,LC08,2016-03-16,-0.72,-14.48,,,-3.92,-0.12,7.92,2001.24,10.92
,LC08,2016-05-12,-3.64,-72.82,,,-10.12,-0.56,2.16,2007.56,10.48
,LC08,2016-07-06,0.94,18.9,,,12.2,-0.84,24.76,1985.24,10.2
,LC08,2016-07-15,-3.64,-72.82,,,-10.2,-0.52,2.04,2007.64,10.52
,LC08,2016-08-16,0.21,4.28,,,2.88,-0.8,15.4,1994.56,10.24
,LC08,2017-04-04,-0.53,-10.62,,,-3.08,-1.0,9.64,2000.52,10.04
,LC08,2017-05-06,0.05,0.96,,,2.52,-0.28,14.52,1994.48,10.76
,LC08,2018-07-21,-3.69,-73.88,,,-10.28,-0.6,2.04,2007.64,10.44
,LC08,2018-09-07,-0.35,-7.04,,,0.84,-1.52,14.08,1996.6,9.52
,S2,2018-12-23,2.04,40.86,,,40.68,0.04,52.36,1956.76,11.08
,S2,2019-02-03,0.97,19.44,,,20.16,-0.24,32.12,1977.28,10.8
,S2,2019-03-03,0.64,12.82,,,23.96,-0.08,35.76,1973.48,10.96
,S2,2019-04-07,1.85,36.94,,,29.12,-0.76,41.6,1968.32,10.28
,LC08,2019-06-13,-0.21,-4.28,,,1.04,-0.36,13.12,1996.4,10.68
,LC08,2019-07-08,-0.34,-6.76,,,20.24,-0.44,32.4,1977.2,10.6
,S2,2019-09-14,0.97,19.44,,,16.88,-0.12,28.72,1980.56,10.92
,S2,2019-11-03,-0.48,-9.52,,,12.68,-0.16,24.56,1984.76,10.88
,LC08,2020-05-14,-0.75,-15.04,,,-5.24,-0.92,7.4,2002.68,10.12
,LC08,2020-07-10,-0.03,-0.68,,,-1.48,-0.76,11.0,1998.72,10.28
,S2,2020-07-22,0.67,13.38,,,71.72,0.0,83.44,1925.72,11.04
,LC08,2020-07-26,0.21,4.28,,,3.2,-0.64,15.56,1994.2,10.4
,S2,2020-10-08,0.68,13.66,,,13.32,0.04,25.0,1984.12,11.08
,LC08,2020-10-14,0.2,4.0,,,3.44,-0.08,15.24,1994.0,10.96
,S2,2020-10-23,-0.94,-18.9,,,-2.04,-0.04,9.72,1999.48,11.0
,S2,2020-11-02,2.01,40.2,,,19.0,-0.04,30.76,1978.44,11.0
,S2,2020-11-12,-0.23,-4.56,,,776.64,-0.16,788.52,1220.8,10.88
,S2,2020-11-24,-0.13,-2.62,,,15.72,-0.08,27.52,1981.72,10.96
,S2,2020-12-14,2.02,40.34,,,23.32,-0.12,35.16,1974.12,10.92
,S2,2021-01-11,0.97,19.44,,,620.76,-0.12,632.6,1376.68,10.92
,S2,2021-02-05,-0.59,-11.72,,,-5.12,-0.32,6.92,2002.56,10.72
,S2,2021-02-15,2.0,39.96,,,23.88,0.08,35.52,1973.56,11.12
,S2,2021-02-17,0.9,18.06,,,13.56,0.04,25.24,1983.88,11.08
,S2,2021-02-20,0.32,6.48,,,8.24,0.0,19.96,1989.2,11.04
,S2,2021-03-02,1.75,35.06,,,25.08,-0.76,37.56,1972.36,10.28
,S2,2021-03-12,1.92,38.34,,,27.8,-0.04,39.56,1969.64,11.0
,S2,2021-03-27,0.92,18.34,,,28.12,0.16,39.68,1969.32,11.2
,LC08,2021-06-18,-0.2,-4.0,,,16.08,-0.32,28.12,1981.36,10.72
,LC08,2021-08-05,-3.56,-71.22,,,-9.8,-1.24,3.16,2007.24,9.8
,LC08,2021-08-14,-3.64,-72.82,,,-9.64,-0.44,2.52,2007.0,10.6
,LC08,2021-08-30,-0.68,-13.66,,,-3.88,-0.72,8.56,2001.32,10.32
,S2,2021-11-02,0.74,14.76,,,767.2,-0.04,778.96,1230.24,11.0
