,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-12-09,0.0,,-10.7,
1,2000-01-26,-2.84,,-13.54,
2,2000-02-11,70.3,,59.6,
3,2000-04-15,19.6,,8.9,
4,2000-05-01,15.74,,5.04,
5,2000-05-17,-2.08,,-12.78,
6,2000-08-14,21.16,,10.46,
7,2001-01-05,14.18,,3.48,
8,2001-04-02,-4.14,,-14.84,
9,2001-09-18,20.9,,10.2,
10,2002-01-15,-4.14,,-14.84,
11,2002-07-10,17.54,,6.84,
12,2002-10-14,9.28,,-1.42,
13,2003-01-02,17.54,,6.84,
14,2003-12-21,16.5,,5.8,
15,2004-01-22,6.7,,-4.0,
16,2004-04-02,13.92,,3.22,
17,2004-05-20,24.24,,13.54,
18,2004-10-20,20.9,,10.2,
19,2005-01-15,8.5,,-2.2,
20,2005-03-13,24.76,,14.06,
21,2005-04-05,1.02,,-9.68,
22,2005-05-23,20.12,,9.42,
23,2005-08-27,-3.1,,-13.8,
24,2006-09-15,0.5,,-10.2,
25,2006-10-10,13.92,,3.22,
26,2006-11-02,16.76,,6.06,
27,2008-02-25,-8.78,,-19.48,
28,2009-11-26,-3.62,,-14.32,
29,2010-01-29,18.58,,7.88,
30,2011-01-09,-3.62,,-14.32,
31,2013-05-13,12.9,,2.2,
32,2013-09-02,22.44,,11.74,
33,2013-11-14,26.06,,15.36,
34,2013-11-30,26.32,,15.62,
35,2014-02-02,19.6,,8.9,
36,2014-03-13,22.7,,12.0,
37,2014-11-17,16.24,,5.54,
38,2015-02-12,18.06,,7.36,
39,2015-02-28,19.34,,8.64,
40,2015-03-09,18.82,,8.12,
41,2015-04-01,22.44,,11.74,
42,2015-06-13,13.66,,2.96,
43,2015-10-10,16.76,,6.06,
44,2015-10-19,-1.56,,-12.26,
45,2015-11-27,13.4,,2.7,
46,2015-12-22,21.66,,10.96,
47,2015-12-29,10.82,,0.12,
48,2016-03-02,-1.04,,-11.74,
49,2016-04-19,20.38,,9.68,
50,2016-04-28,20.12,,9.42,
51,2016-08-18,22.18,,11.48,
52,2016-09-10,18.06,,7.36,
53,2016-12-15,18.58,,7.88,
54,2017-01-16,14.96,,4.26,
55,2017-02-10,22.96,,12.26,
56,2017-02-26,26.06,,15.36,
57,2017-04-15,25.02,,14.32,
58,2017-04-22,17.28,,6.58,
59,2017-05-08,22.44,,11.74,
60,2017-10-24,16.5,,5.8,
61,2017-12-02,21.66,,10.96,
62,2017-12-11,25.8,,15.1,
63,2018-01-19,14.96,,4.26,
64,2018-01-28,27.08,,16.38,
65,2018-03-17,22.96,,12.26,
66,2018-04-18,23.74,,13.04,
67,2018-04-25,17.8,,7.1,
68,2018-08-08,21.92,,11.22,
69,2018-08-24,21.16,,10.46,
70,2018-10-18,4.64,,-6.06,
71,2018-11-12,25.54,,14.84,
72,2019-01-01,28.9,,18.2,
73,2019-01-16,26.82,,16.12,
74,2019-01-21,20.38,,9.68,
75,2019-01-26,18.06,,7.36,
76,2019-02-10,23.22,,12.52,
77,2019-02-25,3.6,,-7.1,
78,2019-03-04,26.06,,15.36,
79,2019-03-12,22.18,,11.48,
80,2019-03-17,26.82,,16.12,
81,2019-03-27,23.22,,12.52,
82,2019-05-14,19.08,,8.38,
83,2019-06-05,13.92,,3.22,
84,2019-06-15,27.6,,16.9,
85,2019-07-26,-0.52,,-11.22,
86,2019-08-24,12.12,,1.42,
87,2019-08-27,26.06,,15.36,
88,2019-09-18,16.76,,6.06,
89,2019-10-03,4.9,,-5.8,
90,2019-10-05,12.38,,1.68,
91,2019-10-23,20.12,,9.42,
92,2019-11-02,17.02,,6.32,
93,2019-12-12,28.64,,17.94,
94,2019-12-27,18.06,,7.36,
95,2020-01-25,21.16,,10.46,
96,2020-02-05,6.96,,-3.74,
97,2020-02-10,16.24,,5.54,
98,2020-02-25,26.58,,15.88,
99,2020-02-26,20.12,,9.42,
100,2020-03-06,29.16,,18.46,
101,2020-03-13,12.64,,1.94,
102,2020-04-05,28.9,,18.2,
103,2020-04-10,14.7,,4.0,
104,2020-04-20,25.28,,14.58,
105,2020-05-09,16.0,,5.3,
106,2020-05-20,26.06,,15.36,
107,2020-07-19,27.08,,16.38,
108,2020-08-08,2.82,,-7.88,
109,2020-08-29,27.6,,16.9,
110,2020-09-07,18.06,,7.36,
111,2020-09-21,9.28,,-1.42,
112,2020-09-27,28.9,,18.2,
113,2020-09-30,19.34,,8.64,
114,2020-11-11,24.24,,13.54,
115,2020-12-31,29.16,,18.46,
116,2021-01-15,21.66,,10.96,
117,2021-01-25,28.9,,18.2,
118,2021-01-30,4.38,,-6.32,
119,2021-02-12,19.08,,8.38,
120,2021-02-19,10.58,,-0.12,
121,2021-03-16,18.06,,7.36,
122,2021-04-15,18.32,,7.62,
123,2021-04-17,13.16,,2.46,
124,2021-07-24,28.9,,18.2,
125,2021-08-13,26.32,,15.62,
126,2021-08-18,21.16,,10.46,
127,2021-09-01,23.74,,13.04,
128,2021-09-02,25.54,,14.84,
129,2021-09-08,17.8,,7.1,
130,2021-09-17,22.96,,12.26,
131,2021-10-10,17.54,,6.84,
132,2021-11-16,20.38,,9.68,
133,2021-12-21,23.74,,13.04,
134,2021-12-31,29.16,,18.46,
135,2022-01-07,11.6,,0.9,
136,2022-01-14,13.16,,2.46,
137,2022-01-15,21.66,,10.96,
138,2022-01-20,21.66,,10.96,
139,2022-02-14,29.16,,18.46,
140,2022-02-15,21.66,,10.96,
141,2022-02-16,26.32,,15.62,
142,2022-03-04,18.06,,7.36,
143,2022-03-21,19.08,,8.38,
144,2022-04-10,16.76,,6.06,
145,2022-05-06,20.38,,9.68,
146,2022-08-03,20.64,,9.94,
147,2022-09-03,11.6,,0.9,
148,2022-10-17,28.9,,18.2,
149,2022-10-21,14.18,,3.48,
150,2022-10-22,25.8,,15.1,
151,2022-11-06,29.16,,18.46,
152,2022-11-07,26.32,,15.62,
153,2022-11-14,10.58,,-0.12,
154,2022-12-11,28.64,,17.94,
155,2022-12-25,24.0,,13.3,
156,2022-12-26,27.86,,17.16,
157,2023-01-10,-253.38,,-264.08,
158,2023-01-17,18.32,,7.62,
159,2023-02-18,22.18,,11.48,
160,2023-02-19,29.16,,18.46,
161,2023-03-14,13.4,,2.7,
162,2023-04-16,26.58,,15.88,
163,2023-05-30,27.86,,17.16,
164,2023-07-13,21.16,,10.46,
165,2023-07-28,17.28,,6.58,
166,2023-08-23,12.38,,1.68,
167,2023-08-28,19.08,,8.38,
168,2023-08-29,14.96,,4.26,
169,2023-08-30,26.58,,15.88,
170,2023-09-07,26.32,,15.62,
171,2023-09-12,20.64,,9.94,
172,2023-09-17,16.24,,5.54,
173,2023-10-08,10.32,,-0.38,
174,2023-11-10,19.6,,8.9,
175,2023-11-11,22.44,,11.74,
176,2023-11-26,28.9,,18.2,
177,2024-01-10,23.48,,12.78,
178,2024-02-04,20.38,,9.68,
179,2024-02-05,27.6,,16.9,
180,2024-02-21,15.22,,4.52,
181,2024-02-24,21.66,,10.96,
182,2024-02-29,15.74,,5.04,
183,2024-03-08,20.9,,10.2,
184,2024-03-16,9.02,,-1.68,
185,2024-03-20,25.54,,14.84,
186,2024-04-17,13.66,,2.96,
187,2024-05-19,18.06,,7.36,
188,2024-08-27,19.34,,8.64,
189,2024-09-09,15.74,,5.04,
190,2024-10-11,24.76,,14.06,
191,2024-10-16,27.86,,17.16,
192,2024-10-21,19.08,,8.38,
193,2024-10-31,25.54,,14.84,
194,2024-11-10,21.4,,10.7,
195,2024-11-11,11.34,,0.64,
196,2024-11-19,13.92,,3.22,
197,2024-11-25,21.66,,10.96,
