,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2020-11-12,,0.0,,-1.76
1,2021-02-20,,0.26,,-1.5
2,2021-03-12,,0.26,,-1.5
3,2021-06-09,,10.34,,8.58
4,2021-08-12,,1.36,,-0.4
5,2022-01-27,,10.34,,8.58
6,2022-05-03,,10.34,,8.58
7,2022-06-05,,11.7,,9.94
8,2022-07-15,,10.34,,8.58
9,2022-08-08,,11.14,,9.38
10,2022-08-24,,10.34,,8.58
11,2023-02-10,,-0.56,,-2.32
12,2023-04-20,,10.34,,8.58
13,2023-05-06,,10.34,,8.58
14,2023-06-23,,2.44,,0.68
15,2023-07-25,,10.34,,8.58
16,2024-01-21,,-0.28,,-2.04
17,2024-01-26,,10.34,,8.58
18,2024-06-09,,10.34,,8.58
19,2024-06-18,,11.7,,9.94
