,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-09-27,0.0,0.0,0.0
1,2004-11-01,-0.03,-0.11,0.14
2,2007-01-26,-0.3,0.05,0.25
3,2017-06-07,8.27,-8.21,-0.06
4,2017-06-23,-8.35,8.16,0.18
5,2018-09-05,0.03,-0.02,-0.01
6,2019-01-17,1.14,-1.16,0.02
7,2019-01-20,-1.28,1.16,0.12
8,2020-11-12,0.12,-0.04,-0.08
9,2021-02-20,5.16,-5.14,-0.02
10,2021-03-12,-3.91,3.88,0.03
11,2021-06-09,-1.19,1.35,-0.16
12,2021-08-12,0.15,-0.09,-0.06
13,2022-01-27,-0.26,0.02,0.24
14,2022-05-03,17.21,-17.16,-0.05
15,2022-06-05,-17.16,17.21,-0.05
16,2022-07-15,2.73,-2.67,-0.05
17,2022-08-08,-2.75,2.71,0.03
18,2022-08-24,0.01,-0.05,0.05
19,2023-02-10,1.08,-1.01,-0.07
20,2023-04-20,-1.03,0.97,0.06
21,2023-05-06,0.0,0.04,-0.04
22,2023-06-23,0.25,0.02,-0.27
23,2023-07-25,0.0,-0.23,0.23
24,2024-01-21,0.25,-0.31,0.05
25,2024-01-26,2.01,-1.97,-0.04
26,2024-06-09,-2.44,2.46,-0.02
27,2024-06-18,-0.09,0.1,-0.01
