,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2003-08-13,0.0,0.0,-35.69,0.98
1,2003-10-07,21.6,2.52,-14.09,3.5
2,2013-10-02,17.49,9.52,-18.2,10.5
3,2014-09-19,28.49,11.3,-7.2,12.28
4,2016-03-16,30.38,5.56,-5.31,6.54
5,2016-06-29,-12.74,5.02,-48.43,6.0
6,2016-09-01,29.64,1.44,-6.05,2.42
7,2017-05-06,41.42,4.5,5.73,5.48
8,2017-05-22,37.94,2.52,2.25,3.5
9,2017-10-06,48.15,1.8,12.46,2.78
10,2018-02-27,38.39,-1.24,2.7,-0.26
11,2018-06-03,50.34,-1.06,14.65,-0.08
12,2018-07-21,32.51,3.96,-3.18,4.94
13,2019-02-03,37.78,-2.14,2.09,-1.16
14,2019-02-21,37.8,1.8,2.11,2.78
15,2019-03-03,42.0,1.44,6.31,2.42
16,2019-03-10,66.9,2.16,31.21,3.14
17,2019-03-28,46.31,3.78,10.62,4.76
18,2019-03-30,43.38,3.6,7.69,4.58
19,2019-04-12,37.95,6.1,2.26,7.08
20,2019-07-08,25.7,3.78,-9.99,4.76
21,2019-09-10,25.98,6.1,-9.71,7.08
22,2020-02-28,43.21,2.16,7.52,3.14
23,2020-10-08,46.8,0.54,11.11,1.52
24,2020-10-14,19.22,4.84,-16.47,5.82
25,2020-11-24,30.64,2.88,-5.05,3.86
26,2020-12-14,33.77,7.72,-1.92,8.7
27,2021-01-11,28.51,3.42,-7.18,4.4
28,2021-02-20,41.18,4.68,5.49,5.66
29,2021-03-12,37.8,4.84,2.11,5.82
30,2021-03-30,49.62,5.74,13.93,6.72
31,2021-08-05,29.2,4.5,-6.49,5.48
32,2021-08-14,25.3,2.52,-10.39,3.5
33,2021-08-30,36.0,4.14,0.31,5.12
34,2021-11-02,23.92,6.28,-11.77,7.26
35,2021-12-07,42.0,10.24,6.31,11.22
36,2022-01-13,38.7,5.38,3.01,6.36
37,2022-01-16,37.34,3.78,1.65,4.76
38,2022-02-20,44.13,4.5,8.44,5.48
39,2022-02-22,56.02,4.68,20.33,5.66
40,2022-03-01,36.47,4.68,0.78,5.66
41,2022-03-02,32.13,3.96,-3.56,4.94
42,2022-04-10,39.25,9.88,3.56,10.86
43,2022-09-10,33.73,3.96,-1.96,4.94
44,2022-10-30,26.56,7.18,-9.13,8.16
45,2023-01-08,36.7,12.38,1.01,13.36
46,2023-02-10,43.45,3.78,7.76,4.76
47,2023-02-12,38.83,4.68,3.14,5.66
48,2023-02-25,37.33,8.62,1.64,9.6
49,2023-03-02,18.89,10.06,-16.8,11.04
50,2023-03-17,24.0,8.98,-11.69,9.96
51,2023-04-14,43.71,8.44,8.02,9.42
52,2023-05-24,17.44,5.2,-18.25,6.18
53,2023-06-24,53.51,5.02,17.82,6.0
54,2023-07-27,30.59,8.8,-5.1,9.78
55,2023-09-04,37.26,5.56,1.57,6.54
56,2023-09-08,31.66,6.82,-4.03,7.8
57,2023-09-23,32.73,3.06,-2.96,4.04
58,2024-01-28,39.45,7.9,3.76,8.88
59,2024-02-22,28.74,6.64,-6.95,7.62
60,2024-03-01,41.68,7.54,5.99,8.52
61,2024-04-24,24.67,8.08,-11.02,9.06
62,2024-05-01,28.26,8.44,-7.43,9.42
63,2024-08-05,32.85,5.56,-2.84,6.54
64,2024-08-10,-102.1,8.26,-137.79,9.24
65,2024-08-13,40.08,7.54,4.39,8.52
66,2024-09-07,17.7,7.36,-17.99,8.34
67,2024-09-15,28.32,8.8,-7.37,9.78
68,2024-09-22,29.07,6.82,-6.62,7.8
69,2024-12-04,34.9,6.82,-0.79,7.8
70,2025-01-30,32.67,9.88,-3.02,10.86
71,2025-03-28,34.81,9.88,-0.88,10.86
