Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-26,-0.96,-19.26,0.41,8.26,7.92,-64.32,95.84,666.72,165.68
,LE07,1999-10-13,0.8,15.92,0.28,5.6,36.6,-49.28,109.48,638.04,180.72
,LE07,1999-11-21,-0.96,-19.26,0.81,16.26,-6.56,-25.8,42.84,681.2,204.2
,LE07,1999-12-07,-0.48,-9.62,0.84,16.8,4.92,-7.4,35.92,669.72,222.6
,LE07,2000-01-17,-0.91,-18.14,0.84,16.8,-0.32,-7.16,30.44,674.96,222.84
,LE07,2000-06-25,0.96,19.26,0.81,16.26,53.32,-62.88,139.8,621.32,167.12
,LE07,2000-09-13,0.82,16.3,0.55,10.94,12.88,-41.56,78.04,661.76,188.44
,LE07,2001-01-10,0.83,16.66,0.81,16.26,13.0,-2.8,39.4,661.64,227.2
,LE07,2001-03-08,0.63,12.6,0.84,16.8,7.92,-10.72,42.24,666.72,219.28
,LE07,2001-03-15,5.57,111.48,0.81,16.26,59.88,-15.52,99.0,614.76,214.48
,LE07,2001-08-31,0.78,15.56,0.55,10.94,8.88,-31.64,64.12,665.76,198.36
,LE07,2001-11-03,0.83,16.66,0.81,16.26,20.72,-7.64,51.96,653.92,222.36
,LE07,2002-02-07,0.83,16.66,0.84,16.8,14.52,0.88,37.24,660.12,230.88
,LE07,2002-02-14,0.82,16.3,0.84,16.8,14.52,0.8,37.32,660.12,230.8
,LE07,2002-03-11,0.82,16.3,0.84,16.8,13.44,-3.72,40.76,661.2,226.28
,LE07,2002-10-05,0.24,4.82,0.81,16.26,-4.16,-38.16,57.6,678.8,191.84
,LE07,2002-11-29,0.26,5.18,0.55,10.94,11.12,-4.4,39.12,663.52,225.6
,LE07,2003-01-25,5.63,112.64,0.55,10.94,60.36,-2.92,86.88,614.28,227.08
