,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2000-02-27,0.0,,18.7,
1,2000-05-01,0.0,,18.7,
2,2001-04-02,-2.58,,16.12,
3,2001-10-11,0.0,,18.7,
4,2001-12-30,-5.16,,13.54,
5,2002-03-04,-10.12,,8.58,
6,2002-09-12,-14.62,,4.08,
7,2002-10-30,-18.7,,0.0,
8,2003-02-19,-1.28,,17.42,
9,2003-03-07,-10.12,,8.58,
10,2003-03-23,0.0,,18.7,
11,2003-04-08,0.0,,18.7,
12,2004-04-02,-12.36,,6.34,
13,2004-04-18,-2.58,,16.12,
14,2004-09-25,-10.12,,8.58,
15,2005-04-05,0.0,,18.7,
16,2005-04-21,-20.34,,-1.64,
17,2005-05-07,0.0,,18.7,
18,2005-05-23,-20.34,,-1.64,
19,2005-09-28,0.0,,18.7,
20,2006-02-19,-10.12,,8.58,
21,2006-09-15,-21.14,,-2.44,
22,2007-01-05,0.0,,18.7,
23,2008-02-25,-1.28,,17.42,
24,2010-01-29,0.0,,18.7,
25,2010-10-12,-10.12,,8.58,
26,2011-02-08,-11.62,,7.08,
27,2011-03-28,0.0,,18.7,
28,2011-09-13,-10.12,,8.58,
29,2013-10-27,-5.64,,13.06,
30,2014-02-25,-7.28,,11.42,
31,2014-03-13,-7.28,,11.42,
32,2014-03-20,-8.9,,9.8,
33,2014-06-17,0.0,,18.7,
34,2014-11-08,-7.28,,11.42,
35,2015-02-12,-2.38,,16.32,
36,2015-10-10,-7.28,,11.42,
37,2015-11-27,-11.36,,7.34,
38,2015-12-13,-11.36,,7.34,
39,2016-01-05,-15.44,,3.26,
40,2016-10-12,-7.28,,11.42,
41,2016-12-15,-11.36,,7.34,
42,2017-02-08,-17.88,,0.82,
43,2017-06-09,0.0,,18.7,
44,2017-12-02,-11.36,,7.34,
45,2018-03-31,-19.52,,-0.82,
46,2018-04-25,-7.28,,11.42,
47,2018-08-31,-7.28,,11.42,
48,2019-02-07,-7.28,,11.42,
49,2019-02-18,-12.16,,6.54,
50,2019-03-05,-15.44,,3.26,
51,2019-03-18,-15.44,,3.26,
52,2019-03-30,-4.0,,14.7,
53,2019-04-29,-4.82,,13.88,
54,2019-05-04,-10.54,,8.16,
55,2019-05-14,-15.44,,3.26,
56,2019-08-12,-15.44,,3.26,
57,2019-08-27,0.08,,18.78,
58,2019-09-01,-8.08,,10.62,
59,2019-09-11,-7.28,,11.42,
60,2019-09-26,-4.0,,14.7,
61,2019-10-05,-2.38,,16.32,
62,2019-10-21,-7.28,,11.42,
63,2019-10-31,-0.74,,17.96,
64,2019-11-29,-10.12,,8.58,
65,2019-12-10,-17.88,,0.82,
66,2019-12-31,-19.52,,-0.82,
67,2020-01-09,0.0,,18.7,
68,2020-01-29,-11.36,,7.34,
69,2020-02-01,-15.44,,3.26,
70,2020-03-04,-3.18,,15.52,
71,2020-03-14,0.08,,18.78,
72,2020-03-19,-4.0,,14.7,
73,2020-03-24,-3.18,,15.52,
74,2020-04-03,0.08,,18.78,
75,2020-04-13,-4.82,,13.88,
76,2020-04-14,-5.64,,13.06,
77,2020-04-18,-14.62,,4.08,
78,2020-04-21,-18.7,,0.0,
79,2020-04-23,-8.08,,10.62,
80,2020-04-30,-15.44,,3.26,
81,2020-07-19,-14.62,,4.08,
82,2020-08-11,-4.82,,13.88,
83,2020-09-15,-13.8,,4.9,
84,2020-09-30,-4.0,,14.7,
85,2020-11-14,-6.46,,12.24,
86,2021-02-12,-12.16,,6.54,
87,2021-02-17,-3.18,,15.52,
88,2021-03-04,-5.64,,13.06,
89,2021-03-07,-8.9,,9.8,
90,2021-04-03,0.9,,19.6,
91,2021-04-17,-4.0,,14.7,
92,2021-04-23,-1.56,,17.14,
93,2021-04-28,0.9,,19.6,
94,2021-05-03,-2.38,,16.32,
95,2021-08-31,-5.64,,13.06,
96,2021-09-10,-13.8,,4.9,
97,2021-09-25,-4.82,,13.88,
98,2021-09-30,-7.28,,11.42,
99,2021-10-10,-15.44,,3.26,
100,2021-10-30,-11.36,,7.34,
101,2022-01-06,-15.44,,3.26,
102,2022-01-14,-10.54,,8.16,
103,2022-01-21,-17.88,,0.82,
104,2022-02-07,-8.9,,9.8,
105,2022-02-15,-12.16,,6.54,
106,2022-02-22,-4.82,,13.88,
107,2022-02-23,-5.64,,13.06,
108,2022-03-02,-17.06,,1.64,
109,2022-04-28,-17.06,,1.64,
110,2022-08-26,-8.08,,10.62,
111,2022-09-03,-6.46,,12.24,
112,2022-10-05,-7.28,,11.42,
113,2022-12-24,-15.44,,3.26,
114,2023-01-08,-2.38,,16.32,
115,2023-01-18,-0.74,,17.96,
116,2023-01-23,-11.36,,7.34,
117,2023-02-07,-2.38,,16.32,
118,2023-02-10,-7.28,,11.42,
119,2023-03-29,-3.18,,15.52,
120,2023-04-03,-10.54,,8.16,
121,2023-04-23,-12.16,,6.54,
122,2023-05-13,-4.82,,13.88,
123,2023-08-16,-5.64,,13.06,
124,2023-09-06,-2.38,,16.32,
125,2023-09-14,-10.9,,7.8,
126,2023-10-30,-12.98,,5.72,
127,2023-11-19,-16.26,,2.44,
128,2023-11-25,-10.54,,8.16,
129,2024-02-21,-4.0,,14.7,
130,2024-03-16,-5.64,,13.06,
131,2024-03-28,-8.08,,10.62,
132,2024-04-17,-8.08,,10.62,
