Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-12,-0.24,-4.88,0.77,15.48,-2.84,16.4,96.44,932.2,26.84
,LE07,1999-08-21,-0.07,-1.4,0.61,12.18,-0.2,15.76,99.72,929.56,26.2
,LE07,1999-09-22,0.32,6.3,0.21,4.22,3.52,4.52,114.68,925.84,14.96
,LE07,1999-09-29,-0.91,-18.22,0.29,5.86,-12.12,5.28,98.28,941.48,15.72
,LE07,1999-10-31,-0.17,-3.38,0.72,14.44,-0.96,18.28,96.44,930.32,28.72
,LE07,1999-11-16,0.24,4.7,0.92,18.5,5.8,42.08,79.4,923.56,52.52
,LE07,2000-01-19,0.53,10.62,0.53,10.68,10.84,8.6,117.92,918.52,19.04
,LE07,2000-02-20,-0.38,-7.52,0.95,18.94,-3.92,44.92,66.84,933.28,55.36
,LE07,2000-07-13,0.04,0.76,-0.1,-1.96,0.28,0.08,115.88,929.08,10.52
,LE07,2000-07-29,0.07,1.4,0.15,3.0,1.56,2.16,115.08,927.8,12.6
,LE07,2000-09-15,-0.74,-14.84,0.56,11.12,-8.52,14.16,93.0,937.88,24.6
,LE07,2001-01-05,0.14,2.82,0.7,13.98,2.12,18.12,99.68,927.24,28.56
,LE07,2001-01-21,-0.15,-3.0,0.34,6.76,-1.56,6.96,107.16,930.92,17.4
,LE07,2001-04-27,-0.87,-17.38,0.07,1.36,-11.6,1.68,102.4,940.96,12.12
,LE07,2001-09-18,-0.49,-9.86,0.32,6.46,-5.48,5.96,104.24,934.84,16.4
,LE07,2001-10-04,-0.35,-7.04,0.27,5.42,-3.68,4.24,107.76,933.04,14.68
,LE07,2002-04-14,-0.53,-10.62,0.58,11.58,-6.0,12.36,97.32,935.36,22.8
,LE07,2002-07-19,-0.61,-12.12,0.24,4.82,-7.88,3.0,104.8,937.24,13.44
,LE07,2002-07-28,-0.93,-18.6,0.97,19.4,-14.8,33.16,67.72,944.16,43.6
,LE07,2002-09-05,0.11,2.26,0.78,15.64,4.64,22.36,97.96,924.72,32.8
,LE07,2002-10-23,-0.57,-11.36,0.29,5.86,-8.72,4.4,102.56,938.08,14.84
,LE07,2002-12-10,-0.78,-15.58,0.51,10.22,-12.2,8.92,94.56,941.56,19.36
,LE07,2002-12-26,-0.66,-13.24,0.59,11.72,-9.76,10.24,95.68,939.12,20.68
,LT05,2003-07-30,-0.81,-16.16,0.2,3.9,-11.16,2.72,101.8,940.52,13.16
,LT05,2003-08-15,-0.95,-19.06,0.35,7.06,-15.48,4.12,96.08,944.84,14.56
,LT05,2003-10-18,-0.42,-8.36,-0.24,-4.82,-4.52,-3.6,114.76,933.88,6.84
,LT05,2003-11-19,-0.08,-1.5,0.44,8.88,-0.52,16.64,98.52,929.88,27.08
,LT05,2004-01-22,-0.35,-7.04,0.19,3.76,-4.2,3.28,108.2,933.56,13.72
